sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass,pred_x,pred_y,calc_residual_x,calc_residual_y,calc_residual_nm
S00432,L0021,T02,432,-0.511067,-0.734958,4.0,0.861695,21.653012,0.381504,-1.56953,1.615231,PASS,-0.26188075092011864,-0.1135727262327586,0.6433847509201187,-1.4559572737672415,1.5917774721211133
S00252,L0012,T01,252,-0.051102,0.935534,3.0,0.963059,21.965595,7.606095,-1.046899,7.677804,PASS,7.90931298698772,-0.6063837026160028,-0.30321798698772007,-0.4405152973839972,0.5347848865312077
S00746,L0037,T01,746,-0.550975,-0.519527,4.0,0.933123,21.397216,0.126562,-1.733771,1.738385,PASS,-1.0457230900981416,-0.4705543068431308,1.1722850900981416,-1.2632166931568691,1.7233597263301077
S00199,L0009,T01,199,-0.71755,0.374152,1.0,0.743845,21.936888,2.25099,1.249869,2.57471,PASS,3.302038173122802,1.8212691235496994,-1.051048173122802,-0.5714001235496995,1.1963278661877736
S00088,L0004,T02,88,-0.734806,0.266392,2.0,0.729709,21.143864,5.111184,0.13485,5.112962,PASS,4.274039910059887,1.7552238663852486,0.8371440899401126,-1.6203738663852487,1.8238480458047868
S00174,L0008,T01,174,0.36885,-0.968653,3.0,0.896055,22.299426,-0.375766,-2.381104,2.410572,PASS,-1.3606609756231638,-5.0360888006763425,0.9848949756231637,2.6549848006763423,2.831777251979779
S00288,L0014,T01,288,-0.95814,0.688053,3.0,0.67257,23.684634,3.531116,2.62062,4.397321,PASS,4.394477743158287,3.368642299405452,-0.8633617431582872,-0.7480222994054517,1.1423357037040973
S00645,L0032,T03,645,0.630136,0.428555,2.0,1.0,24.613502,6.274324,-2.877612,6.902738,PASS,5.175008370863567,-3.9988610379214053,1.0993156291364334,1.1212490379214053,1.5702529278760506
S00147,L0007,T03,147,0.775962,0.724292,2.0,0.796928,22.000008,6.402684,-3.385076,7.242452,PASS,6.961448303909035,-3.9258678563632183,-0.5587643039090349,0.5407918563632181,0.7776074711779226
S00649,L0032,T01,649,-0.298068,-0.320483,4.0,4.854685,21.754709,2.746139,0.459911,2.784385,PASS,0.5301529299659817,-1.2642197828660204,2.215986070034018,1.7241307828660204,2.807707466779794
S00272,L0013,T01,272,-0.500808,-0.684916,4.0,0.835115,22.105087,-1.159595,-2.416235,2.680084,PASS,-1.7821487322096328,-1.0191933646978908,0.6225537322096328,-1.3970416353021091,1.5294765379879924
S00441,L0022,T01,441,0.449521,0.577807,2.0,1.0,22.601293,6.379176,-5.553099,8.457588,FAIL,7.05479718786726,-3.3558168786096783,-0.67562118786726,-2.1972821213903213,2.298806801468257
S00688,L0034,T02,688,-0.247021,-0.791835,2.0,0.937554,22.564001,0.645103,-2.742513,2.817363,PASS,-0.47731821213467374,-2.139108443712548,1.1224212121346737,-0.6034045562874524,1.2743337223813578
S00452,L0022,T01,452,-0.101356,0.367757,4.0,0.698521,20.719718,4.126585,-0.807045,4.204762,PASS,4.487197470110724,-0.862954418327105,-0.3606124701107234,0.05590941832710494,0.364920836150846
S00405,L0020,T01,405,-0.131331,0.077577,1.0,1.0,22.006278,4.183508,-1.487137,4.439968,PASS,3.174853085969498,-1.3199126288163945,1.008654914030502,-0.16722437118360545,1.022422968206227
S00215,L0010,T01,215,-0.426377,-0.276827,4.0,0.797255,21.907702,-1.465952,-0.254685,1.487911,PASS,0.47125495125520134,-0.5853744704777708,-1.9372069512552013,0.3306894704777708,1.9652293245004107
S00359,L0017,T01,359,0.363758,0.889729,2.0,0.852497,21.807882,8.855358,-4.099268,9.758143,FAIL,8.52742624663879,-2.4102383699560077,0.32793175336121116,-1.6890296300439926,1.7205697678470075
S00727,L0036,T03,727,-0.615724,-0.721347,4.0,0.81881,21.888898,0.626939,-0.666848,0.915281,PASS,-1.9140753562510202,-0.6076204930606071,2.5410143562510203,-0.05922750693939294,2.5417045178879554
S00335,L0016,T02,335,-0.792865,0.199984,2.0,0.737435,22.863082,3.141483,-0.251846,3.151562,PASS,3.785618195282918,1.906272774952307,-0.6441351952829182,-2.1581187749523068,2.25219599426955
S00408,L0020,T01,408,-0.014573,-0.935978,2.0,0.810638,23.801011,-0.951017,-3.267854,3.403425,PASS,-1.9451963499977576,-3.5460185811369094,0.9941793499977576,0.27816458113690956,1.0323604574764746
S00178,L0008,T01,178,0.502465,-0.834229,2.0,0.726836,23.035976,-2.165057,-7.610436,7.912409,PASS,-0.3174814886304227,-5.960923579559148,-1.8475755113695773,-1.6495124204408516,2.476777441636852
S00446,L0022,T01,446,-0.171868,0.608025,3.0,0.842241,22.921646,6.460888,-0.919219,6.525951,PASS,5.851308801707117,-0.45494008611937353,0.6095791982928827,-0.4642789138806265,0.7662517268271359
S00338,L0016,T02,338,0.142894,-0.750393,4.0,0.891897,22.504713,-1.44773,-2.32971,2.742895,PASS,1.1107039207916949,-3.4018519605322126,-2.558433920791695,1.0721419605322127,2.773999371051014
S00067,L0003,T01,67,0.40574,-0.261315,2.0,1.0,23.556785,0.633682,-2.978306,3.044973,PASS,2.515317953680515,-4.527956174353584,-1.8816359536805152,1.5496501743535838,2.437615540863094
S00464,L0023,T04,464,0.931315,-0.870091,4.0,0.843025,21.331596,2.707136,-7.672613,8.136189,FAIL,2.851255827596379,-7.83597956353142,-0.14411982759637887,0.16336656353141965,0.21785123085829775
S00686,L0034,T01,686,0.365181,0.697514,4.0,0.885042,21.083588,9.009061,-2.405457,9.324667,FAIL,7.2026132517755315,-2.398479803268353,1.8064477482244694,-0.006977196731646984,1.8064612224843046
S00045,L0002,T01,45,-0.526895,0.861725,3.0,0.836131,22.006979,4.427842,3.044251,5.373384,PASS,6.367917938381972,1.550581054725746,-1.9400759383819723,1.4936699452742541,2.4484575863396705
S00075,L0003,T01,75,-0.770758,0.784405,4.0,1.0,21.463707,5.272636,5.071924,7.316085,PASS,5.147106515535931,3.039344315298147,0.12552948446406909,2.032579684701853,2.03645226463389
S00323,L0016,T03,323,-0.754601,-0.840843,1.0,0.814022,20.713693,-6.365383,1.648796,6.575456,PASS,-3.680993646781533,-0.8457125401781522,-2.6843893532184664,2.494508540178152,3.664494379405485
S00054,L0002,T01,54,0.686138,-0.019304,1.0,0.722543,21.864518,1.88378,-5.239067,5.567446,PASS,4.660986013504309,-5.180772087151356,-2.7772060135043093,-0.05829491284864474,2.777817765496601
S00166,L0008,T01,166,0.986311,0.862435,2.0,0.920398,22.591112,10.19299,-6.624623,12.15659,FAIL,9.693344625384292,-5.566284277453736,0.49964537461570835,-1.0583387225462637,1.1703530886086169
S00734,L0036,T01,734,0.923485,-0.128207,2.0,0.916939,21.674316,2.790616,-5.272228,5.965227,PASS,4.3107226131653915,-6.8944140983152025,-1.5201066131653915,1.6221860983152023,2.2231086012510177
S00723,L0036,T04,723,-0.654137,0.485116,4.0,1.0,23.65013,5.902268,2.644187,6.467495,PASS,6.061245455946996,2.7118919947670133,-0.15897745594699586,-0.0677049947670132,0.17279409080110436
S00262,L0013,T01,262,-0.31406,-0.025709,4.0,0.972051,23.135337,2.099705,0.909839,2.288355,PASS,2.004303418325996,-0.6271240574211416,0.09540158167400437,1.5369630574211417,1.539921069945874
S00718,L0035,T02,718,0.083209,0.294752,1.0,0.877084,22.641284,5.701603,-4.617786,7.337045,PASS,5.859632425228488,-2.1228612324993854,-0.15802942522848795,-2.4949247675006143,2.4999245778075068
S00353,L0017,T02,353,0.957076,0.362324,4.0,0.949942,20.903168,8.899199,-7.056182,11.357176,FAIL,8.25239406026641,-6.345097624723993,0.64680493973359,-0.7110843752760063,0.9612479486716428
S00148,L0007,T02,148,0.028954,0.476195,4.0,0.822095,21.651112,7.290913,-2.540198,7.720752,PASS,6.745774160576309,-1.5847814126086237,0.5451388394236911,-0.9554165873913765,1.0999987316859927
S00370,L0018,T01,370,-0.359706,-0.498013,2.0,0.920293,22.270042,1.622382,-0.131129,1.627673,PASS,-0.3505605292995897,-1.095481493025588,1.9729425292995897,0.964352493025588,2.196014106221481
S00402,L0020,T01,402,-0.356679,0.219794,4.0,0.848457,23.308629,3.536337,0.321345,3.550907,PASS,3.1675569912186514,0.03946390218551077,0.36878000878134864,0.2818810978144892,0.464172002798395
S00289,L0014,T02,289,-0.078454,-0.049946,3.0,0.759435,20.44379,5.013262,-2.162031,5.459595,PASS,3.8293131677994845,-1.7070991066011114,1.1839488322005156,-0.4549318933988884,1.2683445371429887
S00539,L0026,T01,539,0.249565,0.678646,1.0,1.0,22.482699,4.820015,0.248951,4.82644,PASS,7.26172553321312,-2.0589114116813594,-2.4417105332131204,2.3078624116813593,3.3597885706180386
S00597,L0029,T01,597,-0.9535,-0.752923,2.0,1.0,21.367877,-4.335824,1.112452,4.476262,PASS,-2.951606460237389,1.4490861253155827,-1.3842175397626106,-0.3366341253155827,1.4245633477362254
S00231,L0011,T03,231,-0.025767,-0.373033,1.0,0.94037,21.292725,0.450185,-3.982628,4.007991,PASS,0.1707995450690183,-2.8575753984266052,0.2793854549309817,-1.1250526015733948,1.1592237009024857
S00438,L0021,T02,438,0.985813,0.867713,3.0,0.758279,22.412077,10.324089,-5.157307,11.540564,FAIL,10.165968254516496,-5.002451618660816,0.15812074548350452,-0.15485538133918464,0.2213195863044288
S00701,L0035,T01,701,0.073441,0.997147,3.0,0.651421,21.472096,9.624398,-1.06589,9.683241,FAIL,8.541083523895654,-1.1167428821384537,1.083314476104345,0.05085288213845374,1.084507385755864
S00300,L0015,T01,300,0.72635,0.573964,4.0,0.951358,22.249509,7.025644,-5.959853,9.213008,FAIL,7.364994153159546,-4.310589813448864,-0.339350153159546,-1.6492631865511358,1.6838134056249268
S00310,L0015,T02,310,-0.583911,0.339415,2.0,0.868596,20.429008,6.91189,0.478423,6.928427,PASS,4.997899785847527,1.200905236951453,1.9139902141524727,-0.722482236951453,2.0458101384492657
S00669,L0033,T02,669,-0.360117,0.18387,1.0,0.806823,22.898578,4.227298,-0.860883,4.314066,PASS,4.397123985732453,0.04530022689909741,-0.16982598573245244,-0.9061832268990974,0.9219592757509738
S00572,L0028,T01,572,-0.002814,-0.092511,1.0,0.902442,23.704615,5.13239,-2.017058,5.514522,PASS,2.5950594729786154,-2.1808964899418215,2.5373305270213846,0.16383848994182149,2.5426146491635406
S00325,L0016,T02,325,0.026841,-0.942743,4.0,0.733107,21.133716,-0.772117,-3.700265,3.779964,PASS,-0.06922569324183403,-3.0166259388083656,-0.702891306758166,-0.6836390611916343,0.9805195332593744
S00326,L0016,T02,326,-0.188545,0.677565,4.0,0.906401,22.894734,9.090116,-3.025769,9.580474,FAIL,7.2311256994958795,-0.2916582895551383,1.8589903005041206,-2.7341107104448614,3.306237486076538
S00170,L0008,T01,170,0.766516,-0.038918,4.0,0.934814,21.616065,6.355695,-6.520379,9.105503,FAIL,4.31522462136948,-5.667310734371375,2.04047037863052,-0.8530682656286253,2.2116158870588736
S00491,L0024,T01,491,0.955415,0.996316,2.0,0.79856,23.443823,12.252725,-5.981415,13.634757,FAIL,10.33786746648599,-5.189983994469662,1.9148575335140094,-0.7914310055303382,2.071965832288293
S00253,L0012,T02,253,-0.736942,-0.098867,2.0,0.847675,23.016833,2.03704,2.056862,2.89486,PASS,2.2682182187708966,1.1714219561653263,-0.2311782187708964,0.8854400438346739,0.9151215438727436
S00561,L0028,T03,561,-0.267093,-0.836205,3.0,0.893589,21.724507,-3.422282,-2.400456,4.180216,PASS,-3.1753201309457135,-2.223734659262134,-0.24696186905428652,-0.17672134073786605,0.30367844348747497
S00108,L0005,T02,108,0.069227,-0.373902,3.0,1.0,21.018836,0.193412,-2.285286,2.293456,PASS,2.484274025735559,-2.86572965085283,-2.290862025735559,0.5804436508528297,2.363252769547217
S00101,L0005,T01,101,-0.238962,-0.984159,3.0,0.722934,22.208015,-1.722272,-2.487318,3.025388,PASS,-2.9044790643075222,-2.1795799095160544,1.1822070643075222,-0.30773809048394574,1.2216039764315254
S00433,L0021,T01,433,-0.253395,-0.612966,4.0,0.793662,22.00768,-2.874589,-2.545117,3.839385,PASS,-0.8691343782902736,-2.0300496020024186,-2.005454621709726,-0.5150673979975813,2.0705416354705113
S00532,L0026,T02,532,0.96809,0.696017,4.0,1.0,22.904422,10.287804,-6.159362,11.99069,FAIL,9.878349534934221,-6.060999573259711,0.4094544650657781,-0.09836242674028917,0.42110346229464946
S00698,L0034,T03,698,0.435323,-0.725944,2.0,0.819814,21.007796,-1.357288,-4.249448,4.460946,PASS,-1.2056577594208586,-5.930345361640656,-0.15163024057914143,1.680897361640656,1.6877226283452522
S00717,L0035,T02,717,-0.609613,0.727999,3.0,0.692277,22.280831,7.654071,1.143371,7.738998,PASS,6.758458045448493,1.8583316922928765,0.895612954551507,-0.7149606922928766,1.1459892477176168
S00731,L0036,T01,731,0.503707,0.658355,4.0,0.864105,22.06079,7.62913,-5.035833,9.141293,FAIL,7.3070271220590275,-3.116155203933736,0.3221028779409725,-1.919677796066264,1.9465130630662837
S00111,L0005,T01,111,0.478821,0.504403,4.0,0.845475,22.507401,7.489208,-1.932956,7.734633,PASS,6.463957024945846,-3.2946333769578096,1.0252509750541536,1.3616773769578097,1.704495479832139
S00483,L0024,T01,483,0.399313,0.370976,4.0,0.901919,22.552279,5.565697,-3.442264,6.54417,PASS,5.605748967183618,-3.180417423844511,-0.0400519671836177,-0.26184657615548934,0.2648920337036017
S00016,L0000,T02,16,-0.727765,0.476613,2.0,0.816476,22.190803,5.690455,2.94543,6.407561,PASS,5.440939463417359,2.0653070981783292,0.24951553658264114,0.8801229018216707,0.914808354414804
S00284,L0014,T02,284,0.827066,0.600816,4.0,0.720409,21.676178,7.380883,-4.415901,8.601024,FAIL,9.109455778402054,-5.452055636434254,-1.7285727784020546,1.0361546364342544,2.01533626991547
S00638,L0031,T01,638,-0.588712,0.777096,4.0,0.872151,20.505045,4.736248,3.421617,5.842902,PASS,5.5104000853559345,2.1805103625485347,-0.7741520853559347,1.2411066374514652,1.4627566909048904
S00482,L0024,T01,482,0.637354,-0.642594,2.0,0.85211,21.209846,2.57822,-5.36393,5.951384,PASS,0.9821396806055174,-6.317294610370093,1.5960803193944826,0.9533646103700928,1.8591332567259702
S00585,L0029,T01,585,0.08157,0.010032,3.0,0.86045,21.736436,3.518333,-2.596627,4.372773,PASS,3.2321633840938104,-2.4212978104472276,0.2861696159061897,-0.1753291895527722,0.33560895961986487
S00428,L0021,T04,428,-0.838184,0.632729,3.0,0.990553,22.682258,6.27489,2.565772,6.779191,PASS,6.8835039489620815,2.9831336601409237,-0.6086139489620814,-0.4173616601409238,0.7379713369954195
S00107,L0005,T01,107,0.832766,-0.40407,2.0,0.972275,24.173765,3.062754,-8.515266,9.049322,FAIL,2.6576814528927657,-6.898368043052452,0.4050725471072343,-1.6168979569475486,1.6668661528752389
S00787,L0039,T03,787,0.761851,0.482068,1.0,0.924312,22.103674,5.302287,-4.58008,7.006524,PASS,6.030637594138525,-4.395061624433103,-0.7283505941385249,-0.18501837556689704,0.751482792404028
S00395,L0019,T01,395,0.422545,0.14786,4.0,0.900707,21.811092,5.145507,-4.746915,7.000675,PASS,4.514450592965215,-3.7142817132655632,0.6310564070347855,-1.0326332867344372,1.210191593811335
S00484,L0024,T02,484,0.12758,0.887981,2.0,0.930412,21.46258,9.600812,-4.237003,10.494179,FAIL,9.530090186484134,-1.0809964443586613,0.07072181351586515,-3.1560065556413384,3.156798846008101
S00358,L0017,T04,358,-0.859918,-0.400424,2.0,0.692702,22.789113,-0.526592,1.634147,1.716897,PASS,0.5904617735186699,1.4164939290954477,-1.1170537735186699,0.21765307090455233,1.1380606276497232
S00308,L0015,T01,308,-0.435275,-0.546874,4.0,0.903571,21.527734,-1.054823,-1.533044,1.86088,PASS,-0.9310718367712942,-1.059738773070821,-0.12375116322870583,-0.4733052269291791,0.4892158912371301
S00760,L0038,T04,760,0.011546,0.104665,2.0,0.877152,23.336057,7.563309,-2.696377,8.029576,FAIL,5.1760109969751795,-1.7792305891301803,2.3872980030248208,-0.9171464108698197,2.5574106620208044
S00191,L0009,T02,191,-0.267966,-0.19391,1.0,0.725514,22.521808,2.756573,-2.013437,3.413594,PASS,2.4867919786831307,-0.8744171416086584,0.2697810213168692,-1.1390198583913418,1.1705332277524656
S00553,L0027,T03,553,0.266294,-0.732102,3.0,0.767327,22.518901,-1.265185,-6.746065,6.863679,PASS,-1.1324676484329168,-4.494025003786815,-0.1327173515670832,-2.2520399962131847,2.2559472600109385
S00391,L0019,T01,391,0.432089,-0.669147,1.0,0.965343,22.052259,-1.58044,-6.701339,6.885183,PASS,0.6274829204149164,-5.096208275729557,-2.2079229204149167,-1.6051307242704427,2.7297194479452447
S00157,L0007,T02,157,-0.839801,0.172441,1.0,0.855511,21.014453,3.62652,2.731984,4.540417,PASS,3.414326890116519,2.5182947100955864,0.21219310988348106,0.21368928990441383,0.3011461912458394
S00217,L0010,T01,217,0.847086,0.173808,3.0,0.590918,22.259398,6.664028,-5.445745,8.606127,FAIL,5.955187635486643,-5.833949022206772,0.7088403645133567,0.3882040222067724,0.8081813071464501
S00673,L0033,T01,673,0.839699,-0.303107,4.0,0.81798,22.917581,2.015258,-7.222466,7.498352,PASS,3.123569071947758,-6.511427799383094,-1.1083110719477576,-0.7110382006169056,1.3167872853800322
S00227,L0011,T02,227,-0.245295,-0.138466,3.0,0.847576,22.76148,2.267961,-1.300049,2.614149,PASS,3.1086893905566577,-1.1044986844506726,-0.8407283905566576,-0.19555031554932745,0.8631709868846551
S00265,L0013,T04,265,-0.237039,-0.175742,2.0,0.894351,21.601023,2.7851,-0.869014,2.917527,FAIL,3.1428378478813928,-1.009436131775808,-0.35773784788139285,0.1404221317758081,0.3843107374238625
S00248,L0012,T04,248,-0.444943,-0.088739,1.0,0.795025,22.235232,2.121959,-0.322769,2.146367,PASS,3.4852022955987065,-0.04060446698399067,-1.3632432955987066,-0.2821645330160093,1.3921383216789074
S00503,L0025,T01,503,0.521447,-0.186163,3.0,0.772517,22.609297,5.53885,-5.344814,7.697135,PASS,3.229797265974768,-4.754604759432812,2.309052734025232,-0.5902092405671882,2.3832900528807435
S00305,L0015,T03,305,0.988627,0.068076,1.0,0.916098,21.355006,4.4653,-6.938137,8.250858,FAIL,4.512075308237954,-6.040144027935332,-0.04677530823795362,-0.8979929720646682,0.8992103799102252
S00614,L0030,T02,614,-0.791303,-0.537763,2.0,1.0,21.770154,0.096453,1.337552,1.341025,PASS,-0.2531147679880936,0.7009086073690718,0.34956776798809364,0.6366433926309283,0.7263005120449771
S00238,L0011,T01,238,-0.67691,-0.662933,4.0,0.882927,23.338069,-1.374117,-1.228631,1.843293,PASS,-2.0572221014132595,-0.1599252854514288,0.6831051014132594,-1.0687057145485712,1.268370799051126
S00254,L0012,T02,254,-0.613492,-0.2477,2.0,0.965495,22.110984,0.095859,-1.883726,1.886163,PASS,1.7176507433057342,0.3791146654568551,-1.6217917433057343,-2.262840665456855,2.7840000603268447
S00095,L0004,T01,95,0.623158,0.399458,1.0,0.829047,23.304395,7.866351,-5.304674,9.487837,FAIL,6.706958049279,-4.2086864231239405,1.1593929507210001,-1.0959875768760599,1.5954249536873255
S00538,L0026,T01,538,-0.66356,-0.738847,1.0,0.692396,20.733321,-3.432061,0.697288,3.502178,PASS,-2.412564416341856,-0.24883238583733425,-1.0194965836581442,0.9461203858373343,1.3908691773806814
S00737,L0036,T01,737,0.107376,0.00501,1.0,0.79205,21.934517,3.354382,-3.714963,5.00528,PASS,3.376236364102067,-2.519937910045158,-0.02185436410206698,-1.195025089954842,1.1952249072253656
S00687,L0034,T01,687,-0.741134,-0.160898,1.0,0.935606,21.269693,0.206545,0.799364,0.825617,PASS,0.433969041355029,1.050450630776544,-0.227424041355029,-0.25108663077654403,0.33877159081152375
S00264,L0013,T03,264,0.283174,-0.673368,2.0,0.955822,22.400434,-1.681931,-3.174501,3.592541,PASS,-1.1701790227034565,-5.134368476916874,-0.5117519772965435,1.9598674769168745,2.0255790809897887
S00494,L0024,T01,494,0.916308,-0.665446,1.0,0.951321,21.080389,2.492584,-5.955499,6.456078,PASS,1.8286580501388414,-7.282947884757663,0.6639259498611585,1.327448884757663,1.4842230993160714
S00350,L0017,T04,350,-0.985058,-0.456627,2.0,0.877597,23.391315,-1.143184,0.902834,1.456702,PASS,0.018829739891704556,1.8923715693869427,-1.1620137398917045,-0.9895375693869427,1.5262570337021626
S00036,L0001,T02,36,-0.572408,-0.099943,4.0,0.721681,20.548836,-0.034622,0.099291,0.105154,PASS,2.6502369871734364,0.8389165925503173,-2.6848589871734365,-0.7396255925503172,2.784872312721246
S00610,L0030,T04,610,-0.170377,0.731998,1.0,0.85572,21.519639,9.812031,-0.820859,9.846307,FAIL,8.970353091115575,-0.45409437520463714,0.8416779088844244,-0.36676462479536287,0.9181165461450637
S00579,L0028,T03,579,-0.336745,-0.038474,2.0,0.889633,22.066967,1.872993,-0.898598,2.077397,PASS,1.1869086417675245,-0.8752984926347478,0.6860843582324754,-0.023299507365252214,0.6864798712669812
S00378,L0018,T01,378,-0.632839,-0.685665,3.0,0.990491,22.605787,-2.21292,1.62896,2.747822,PASS,-2.23939929018871,0.0672474923791353,0.026479290188710092,1.5617125076208647,1.5619369735262518
S00740,L0037,T01,740,-0.723111,0.7915,1.0,1.0,21.942245,5.290506,1.649852,5.541793,PASS,5.480713581303515,2.5310106212433445,-0.19020758130351556,-0.8811586212433444,0.9014540696989533
S00102,L0005,T01,102,-0.176604,0.233229,4.0,0.796639,20.754237,1.31222,-1.029886,1.668108,PASS,3.632728966475853,-0.7706115480255513,-2.320508966475853,-0.25927445197444876,2.3349486300433853
S00270,L0013,T01,270,0.174702,-0.775858,3.0,0.805128,21.656347,-0.251725,-4.341046,4.348339,FAIL,-0.7863454487756041,-3.870025623154442,0.5346204487756041,-0.47102037684555853,0.7125161188722402
S00778,L0038,T04,778,0.84318,0.058498,3.0,0.822971,21.798863,5.415563,-5.402871,7.649794,PASS,7.219128716174775,-6.168296385223002,-1.8035657161747753,0.7654253852230015,1.9592665242137963
S00477,L0023,T01,477,0.034203,-0.170922,2.0,0.849349,21.315851,1.73414,-3.256765,3.689682,PASS,2.2122513301732023,-2.521608391530292,-0.4781113301732023,-0.7351566084697083,0.8769524975827784
S00137,L0006,T01,137,-0.218822,-0.973561,3.0,1.0,23.24865,-2.729244,-3.334707,4.309181,PASS,-2.798889721668167,-2.26129691279235,0.06964572166816696,-1.07341008720765,1.0756671148017005
S00200,L0010,T01,200,-0.267772,0.250112,4.0,0.819016,21.596913,2.554914,-0.976421,2.735139,PASS,3.518497823960288,-0.3152615467351685,-0.9635838239602879,-0.6611594532648315,1.1685998495804208
S00223,L0011,T01,223,-0.569606,-0.277946,4.0,0.747966,23.576657,0.097928,0.376666,0.389187,PASS,0.15025060563463377,0.07721597363441202,-0.05232260563463377,0.299450026365588,0.3039867979875915
S00144,L0007,T01,144,-0.299853,-0.613289,4.0,0.772833,21.240905,-1.409417,-0.57903,1.523723,PASS,-0.9730512755078791,-1.8150543422843293,-0.43636572449212085,1.2360243422843293,1.3107903036835993
S00047,L0002,T01,47,-0.279886,0.784715,4.0,0.894667,21.778084,5.597289,-0.204802,5.601035,PASS,6.2291977696931395,0.7617944908710101,-0.6319087696931396,-0.9665964908710102,1.15482356634217
S00480,L0024,T01,480,0.599566,0.888161,4.0,0.931035,22.306921,9.333446,-3.987639,10.149605,FAIL,8.694723030360938,-3.1222187303931097,0.6387229696390619,-0.8654202696068904,1.0756018199087454
S00341,L0017,T01,341,0.666214,-0.928184,4.0,0.735164,21.877968,-2.953036,-6.112612,6.788552,PASS,-0.45893042754452384,-6.899878920006056,-2.494105572455476,0.787266920006056,2.615406624196184
S00317,L0015,T02,317,0.586466,-0.724388,1.0,1.0,23.041495,1.311523,-5.216147,5.378502,PASS,1.1943549081476856,-5.9239836346708685,0.11716809185231436,0.7078366346708682,0.7174685102013136
S00474,L0023,T01,474,-0.633332,-0.007109,2.0,0.981429,20.770781,1.418743,-0.776902,1.617532,PASS,1.6751837623646002,1.0854961100862526,-0.2564407623646001,-1.8623981100862526,1.8799703681321636
S00384,L0019,T01,384,0.035422,-0.553297,1.0,0.99301,21.085039,-0.365747,-4.251718,4.26742,PASS,0.26795599426784156,-3.1098578853213814,-0.6337029942678416,-1.141860114678619,1.3059188360835816
S00260,L0013,T02,260,0.062208,0.416935,2.0,0.853309,22.189895,7.615137,-1.819545,7.829499,PASS,6.808982809159853,-1.5546292428666444,0.8061541908401466,-0.2649157571333556,0.848566401518862
S00781,L0039,T03,781,-0.74832,0.721859,3.0,0.698652,21.488836,4.13484,2.196901,4.68223,PASS,4.574498568023457,2.7022998686484048,-0.43965856802345726,-0.5053988686484048,0.6698713853177523
S00255,L0012,T03,255,0.844016,-0.269939,4.0,0.827141,22.847116,2.366717,-7.289479,7.664063,PASS,3.149500991407708,-6.310849133596384,-0.7827839914077082,-0.9786298664036162,1.2531828248988024
S00237,L0011,T04,237,0.725401,0.4709,4.0,0.846785,22.030248,10.263293,-2.638795,10.597095,FAIL,8.261938889512075,-3.6965788387446787,2.0013541104879256,1.0577838387446787,2.2636971805160564
S00444,L0022,T02,444,-0.085207,0.108102,4.0,0.891585,22.591973,3.148354,-3.110989,4.426103,PASS,4.726534998092491,-1.3876746319550097,-1.5781809980924915,-1.7233143680449903,2.3367643599324506
