sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00686,L0034,T01,686,0.365181,0.697514,4.0,0.885042,21.083588,9.009061,-2.405457,9.324667,FAIL
S00045,L0002,T01,45,-0.526895,0.861725,3.0,0.836131,22.006979,4.427842,3.044251,5.373384,PASS
S00075,L0003,T01,75,-0.770758,0.784405,4.0,1.0,21.463707,5.272636,5.071924,7.316085,PASS
S00323,L0016,T03,323,-0.754601,-0.840843,1.0,0.814022,20.713693,-6.365383,1.648796,6.575456,PASS
S00054,L0002,T01,54,0.686138,-0.019304,1.0,0.722543,21.864518,1.88378,-5.239067,5.567446,PASS
S00166,L0008,T01,166,0.986311,0.862435,2.0,0.920398,22.591112,10.19299,-6.624623,12.15659,FAIL
S00734,L0036,T01,734,0.923485,-0.128207,2.0,0.916939,21.674316,2.790616,-5.272228,5.965227,PASS
S00723,L0036,T04,723,-0.654137,0.485116,4.0,1.0,23.65013,5.902268,2.644187,6.467495,PASS
S00262,L0013,T01,262,-0.31406,-0.025709,4.0,0.972051,23.135337,2.099705,0.909839,2.288355,PASS
S00718,L0035,T02,718,0.083209,0.294752,1.0,0.877084,22.641284,5.701603,-4.617786,7.337045,PASS
S00353,L0017,T02,353,0.957076,0.362324,4.0,0.949942,20.903168,8.899199,-7.056182,11.357176,FAIL
S00148,L0007,T02,148,0.028954,0.476195,4.0,0.822095,21.651112,7.290913,-2.540198,7.720752,PASS
S00370,L0018,T01,370,-0.359706,-0.498013,2.0,0.920293,22.270042,1.622382,-0.131129,1.627673,PASS
S00402,L0020,T01,402,-0.356679,0.219794,4.0,0.848457,23.308629,3.536337,0.321345,3.550907,PASS
S00289,L0014,T02,289,-0.078454,-0.049946,3.0,0.759435,20.44379,5.013262,-2.162031,5.459595,PASS
S00539,L0026,T01,539,0.249565,0.678646,1.0,1.0,22.482699,4.820015,0.248951,4.82644,PASS
S00597,L0029,T01,597,-0.9535,-0.752923,2.0,1.0,21.367877,-4.335824,1.112452,4.476262,PASS
S00231,L0011,T03,231,-0.025767,-0.373033,1.0,0.94037,21.292725,0.450185,-3.982628,4.007991,PASS
S00438,L0021,T02,438,0.985813,0.867713,3.0,0.758279,22.412077,10.324089,-5.157307,11.540564,FAIL
S00701,L0035,T01,701,0.073441,0.997147,3.0,0.651421,21.472096,9.624398,-1.06589,9.683241,FAIL
S00300,L0015,T01,300,0.72635,0.573964,4.0,0.951358,22.249509,7.025644,-5.959853,9.213008,FAIL
S00310,L0015,T02,310,-0.583911,0.339415,2.0,0.868596,20.429008,6.91189,0.478423,6.928427,PASS
S00669,L0033,T02,669,-0.360117,0.18387,1.0,0.806823,22.898578,4.227298,-0.860883,4.314066,PASS
S00572,L0028,T01,572,-0.002814,-0.092511,1.0,0.902442,23.704615,5.13239,-2.017058,5.514522,PASS
S00325,L0016,T02,325,0.026841,-0.942743,4.0,0.733107,21.133716,-0.772117,-3.700265,3.779964,PASS
S00326,L0016,T02,326,-0.188545,0.677565,4.0,0.906401,22.894734,9.090116,-3.025769,9.580474,FAIL
S00170,L0008,T01,170,0.766516,-0.038918,4.0,0.934814,21.616065,6.355695,-6.520379,9.105503,FAIL
S00491,L0024,T01,491,0.955415,0.996316,2.0,0.79856,23.443823,12.252725,-5.981415,13.634757,FAIL
S00253,L0012,T02,253,-0.736942,-0.098867,2.0,0.847675,23.016833,2.03704,2.056862,2.89486,PASS
S00561,L0028,T03,561,-0.267093,-0.836205,3.0,0.893589,21.724507,-3.422282,-2.400456,4.180216,PASS
S00108,L0005,T02,108,0.069227,-0.373902,3.0,1.0,21.018836,0.193412,-2.285286,2.293456,PASS
S00101,L0005,T01,101,-0.238962,-0.984159,3.0,0.722934,22.208015,-1.722272,-2.487318,3.025388,PASS
S00433,L0021,T01,433,-0.253395,-0.612966,4.0,0.793662,22.00768,-2.874589,-2.545117,3.839385,PASS
S00532,L0026,T02,532,0.96809,0.696017,4.0,1.0,22.904422,10.287804,-6.159362,11.99069,FAIL
S00698,L0034,T03,698,0.435323,-0.725944,2.0,0.819814,21.007796,-1.357288,-4.249448,4.460946,PASS
S00717,L0035,T02,717,-0.609613,0.727999,3.0,0.692277,22.280831,7.654071,1.143371,7.738998,PASS
S00731,L0036,T01,731,0.503707,0.658355,4.0,0.864105,22.06079,7.62913,-5.035833,9.141293,FAIL
S00111,L0005,T01,111,0.478821,0.504403,4.0,0.845475,22.507401,7.489208,-1.932956,7.734633,PASS
S00483,L0024,T01,483,0.399313,0.370976,4.0,0.901919,22.552279,5.565697,-3.442264,6.54417,PASS
S00016,L0000,T02,16,-0.727765,0.476613,2.0,0.816476,22.190803,5.690455,2.94543,6.407561,PASS
S00284,L0014,T02,284,0.827066,0.600816,4.0,0.720409,21.676178,7.380883,-4.415901,8.601024,FAIL
S00638,L0031,T01,638,-0.588712,0.777096,4.0,0.872151,20.505045,4.736248,3.421617,5.842902,PASS
S00482,L0024,T01,482,0.637354,-0.642594,2.0,0.85211,21.209846,2.57822,-5.36393,5.951384,PASS
S00585,L0029,T01,585,0.08157,0.010032,3.0,0.86045,21.736436,3.518333,-2.596627,4.372773,PASS
S00428,L0021,T04,428,-0.838184,0.632729,3.0,0.990553,22.682258,6.27489,2.565772,6.779191,PASS
S00107,L0005,T01,107,0.832766,-0.40407,2.0,0.972275,24.173765,3.062754,-8.515266,9.049322,FAIL
S00787,L0039,T03,787,0.761851,0.482068,1.0,0.924312,22.103674,5.302287,-4.58008,7.006524,PASS
S00395,L0019,T01,395,0.422545,0.14786,4.0,0.900707,21.811092,5.145507,-4.746915,7.000675,PASS
S00484,L0024,T02,484,0.12758,0.887981,2.0,0.930412,21.46258,9.600812,-4.237003,10.494179,FAIL
S00358,L0017,T04,358,-0.859918,-0.400424,2.0,0.692702,22.789113,-0.526592,1.634147,1.716897,PASS
S00308,L0015,T01,308,-0.435275,-0.546874,4.0,0.903571,21.527734,-1.054823,-1.533044,1.86088,PASS
S00760,L0038,T04,760,0.011546,0.104665,2.0,0.877152,23.336057,7.563309,-2.696377,8.029576,FAIL
S00191,L0009,T02,191,-0.267966,-0.19391,1.0,0.725514,22.521808,2.756573,-2.013437,3.413594,PASS
S00553,L0027,T03,553,0.266294,-0.732102,3.0,0.767327,22.518901,-1.265185,-6.746065,6.863679,PASS
S00391,L0019,T01,391,0.432089,-0.669147,1.0,0.965343,22.052259,-1.58044,-6.701339,6.885183,PASS
S00157,L0007,T02,157,-0.839801,0.172441,1.0,0.855511,21.014453,3.62652,2.731984,4.540417,PASS
S00217,L0010,T01,217,0.847086,0.173808,3.0,0.590918,22.259398,6.664028,-5.445745,8.606127,FAIL
S00673,L0033,T01,673,0.839699,-0.303107,4.0,0.81798,22.917581,2.015258,-7.222466,7.498352,PASS
S00227,L0011,T02,227,-0.245295,-0.138466,3.0,0.847576,22.76148,2.267961,-1.300049,2.614149,PASS
S00265,L0013,T04,265,-0.237039,-0.175742,2.0,0.894351,21.601023,2.7851,-0.869014,2.917527,FAIL
S00248,L0012,T04,248,-0.444943,-0.088739,1.0,0.795025,22.235232,2.121959,-0.322769,2.146367,PASS
S00503,L0025,T01,503,0.521447,-0.186163,3.0,0.772517,22.609297,5.53885,-5.344814,7.697135,PASS
S00305,L0015,T03,305,0.988627,0.068076,1.0,0.916098,21.355006,4.4653,-6.938137,8.250858,FAIL
S00614,L0030,T02,614,-0.791303,-0.537763,2.0,1.0,21.770154,0.096453,1.337552,1.341025,PASS
S00238,L0011,T01,238,-0.67691,-0.662933,4.0,0.882927,23.338069,-1.374117,-1.228631,1.843293,PASS
S00254,L0012,T02,254,-0.613492,-0.2477,2.0,0.965495,22.110984,0.095859,-1.883726,1.886163,PASS
S00095,L0004,T01,95,0.623158,0.399458,1.0,0.829047,23.304395,7.866351,-5.304674,9.487837,FAIL
S00538,L0026,T01,538,-0.66356,-0.738847,1.0,0.692396,20.733321,-3.432061,0.697288,3.502178,PASS
S00737,L0036,T01,737,0.107376,0.00501,1.0,0.79205,21.934517,3.354382,-3.714963,5.00528,PASS
S00687,L0034,T01,687,-0.741134,-0.160898,1.0,0.935606,21.269693,0.206545,0.799364,0.825617,PASS
S00264,L0013,T03,264,0.283174,-0.673368,2.0,0.955822,22.400434,-1.681931,-3.174501,3.592541,PASS
S00494,L0024,T01,494,0.916308,-0.665446,1.0,0.951321,21.080389,2.492584,-5.955499,6.456078,PASS
S00350,L0017,T04,350,-0.985058,-0.456627,2.0,0.877597,23.391315,-1.143184,0.902834,1.456702,PASS
S00036,L0001,T02,36,-0.572408,-0.099943,4.0,0.721681,20.548836,-0.034622,0.099291,0.105154,PASS
S00610,L0030,T04,610,-0.170377,0.731998,1.0,0.85572,21.519639,9.812031,-0.820859,9.846307,FAIL
S00579,L0028,T03,579,-0.336745,-0.038474,2.0,0.889633,22.066967,1.872993,-0.898598,2.077397,PASS
S00378,L0018,T01,378,-0.632839,-0.685665,3.0,0.990491,22.605787,-2.21292,1.62896,2.747822,PASS
S00740,L0037,T01,740,-0.723111,0.7915,1.0,1.0,21.942245,5.290506,1.649852,5.541793,PASS
S00102,L0005,T01,102,-0.176604,0.233229,4.0,0.796639,20.754237,1.31222,-1.029886,1.668108,PASS
S00270,L0013,T01,270,0.174702,-0.775858,3.0,0.805128,21.656347,-0.251725,-4.341046,4.348339,FAIL
S00778,L0038,T04,778,0.84318,0.058498,3.0,0.822971,21.798863,5.415563,-5.402871,7.649794,PASS
S00477,L0023,T01,477,0.034203,-0.170922,2.0,0.849349,21.315851,1.73414,-3.256765,3.689682,PASS
S00137,L0006,T01,137,-0.218822,-0.973561,3.0,1.0,23.24865,-2.729244,-3.334707,4.309181,PASS
S00200,L0010,T01,200,-0.267772,0.250112,4.0,0.819016,21.596913,2.554914,-0.976421,2.735139,PASS
S00223,L0011,T01,223,-0.569606,-0.277946,4.0,0.747966,23.576657,0.097928,0.376666,0.389187,PASS
S00144,L0007,T01,144,-0.299853,-0.613289,4.0,0.772833,21.240905,-1.409417,-0.57903,1.523723,PASS
S00047,L0002,T01,47,-0.279886,0.784715,4.0,0.894667,21.778084,5.597289,-0.204802,5.601035,PASS
S00480,L0024,T01,480,0.599566,0.888161,4.0,0.931035,22.306921,9.333446,-3.987639,10.149605,FAIL
S00341,L0017,T01,341,0.666214,-0.928184,4.0,0.735164,21.877968,-2.953036,-6.112612,6.788552,PASS
S00317,L0015,T02,317,0.586466,-0.724388,1.0,1.0,23.041495,1.311523,-5.216147,5.378502,PASS
S00474,L0023,T01,474,-0.633332,-0.007109,2.0,0.981429,20.770781,1.418743,-0.776902,1.617532,PASS
S00384,L0019,T01,384,0.035422,-0.553297,1.0,0.99301,21.085039,-0.365747,-4.251718,4.26742,PASS
S00260,L0013,T02,260,0.062208,0.416935,2.0,0.853309,22.189895,7.615137,-1.819545,7.829499,PASS
S00781,L0039,T03,781,-0.74832,0.721859,3.0,0.698652,21.488836,4.13484,2.196901,4.68223,PASS
S00255,L0012,T03,255,0.844016,-0.269939,4.0,0.827141,22.847116,2.366717,-7.289479,7.664063,PASS
S00237,L0011,T04,237,0.725401,0.4709,4.0,0.846785,22.030248,10.263293,-2.638795,10.597095,FAIL
S00444,L0022,T02,444,-0.085207,0.108102,4.0,0.891585,22.591973,3.148354,-3.110989,4.426103,PASS
S00081,L0004,T01,81,-0.589474,-0.149499,3.0,0.751935,22.951737,0.318305,-0.459861,0.559276,PASS
S00256,L0012,T02,256,-0.189894,-0.320364,2.0,0.64067,22.373693,2.474708,-1.601437,2.947674,PASS
S00654,L0032,T02,654,-0.132008,-0.837984,3.0,0.884187,21.822936,2.009929,-3.46046,4.001824,PASS
S00774,L0038,T01,774,-0.689324,0.181262,2.0,0.966269,22.45906,4.791912,2.217463,5.28011,PASS
S00623,L0031,T01,623,0.574708,-0.351268,3.0,0.748964,21.759673,2.111333,-7.851236,8.130168,FAIL
S00592,L0029,T01,592,0.788918,-0.599589,2.0,0.765543,21.09964,1.23421,-7.58471,7.684471,PASS
S00342,L0017,T03,342,0.288978,0.040487,4.0,0.871404,21.668658,4.158281,-4.118025,5.852301,PASS
S00331,L0016,T03,331,0.180567,0.887494,4.0,0.957598,22.073365,6.920355,1.67233,7.11955,PASS
S00206,L0010,T01,206,-0.575602,0.756051,1.0,0.768597,22.770134,4.301855,3.71536,5.684176,PASS
S00573,L0028,T04,573,-0.830878,-0.371375,4.0,1.0,22.814257,0.427336,4.099546,4.121758,PASS
S00562,L0028,T04,562,0.907621,0.788728,3.0,0.868248,21.929394,11.442858,-5.654398,12.763668,FAIL
S00297,L0014,T01,297,0.452828,-0.202269,3.0,0.831531,22.276326,2.073434,-3.652867,4.200305,PASS
S00513,L0025,T03,513,0.613661,0.638844,1.0,0.8692869999999999,22.285657,8.008687,-3.091885,8.584802,FAIL
S00306,L0015,T01,306,0.134841,-0.449991,1.0,0.88492,21.683166,1.480656,-2.638433,3.025504,PASS
S00486,L0024,T02,486,0.809022,-0.241403,4.0,0.783902,22.525827,6.641374,-3.753215,7.62853,PASS
S00296,L0014,T01,296,0.356404,-0.616788,1.0,0.890053,21.918868,-0.807052,-3.055801,3.160578,PASS
S00456,L0022,T01,456,-0.602456,0.033822,4.0,0.852135,22.984036,-1.337349,0.42365,1.402848,PASS
S00690,L0034,T01,690,0.852092,0.159988,2.0,0.877916,21.728334,5.242811,-4.472081,6.891051,PASS
S00450,L0022,T01,450,0.351914,-0.074705,2.0,0.785232,21.275677,2.743183,-2.334353,3.60198,PASS
S00290,L0014,T01,290,-0.799044,0.957602,2.0,0.764737,22.242377,8.091828,3.730027,8.91015,FAIL
S00797,L0039,T01,797,-0.179528,0.714543,1.0,0.914389,21.834851,5.484508,0.063332,5.484874,PASS
S00790,L0039,T01,790,-0.654165,0.598403,4.0,0.787309,20.786948,4.811872,3.00573,5.673493,PASS
S00530,L0026,T01,530,-0.950334,-0.126472,3.0,0.864105,21.677393,0.934063,2.893069,3.040119,PASS
S00682,L0034,T04,682,0.67231,0.685617,1.0,0.819115,22.879265,11.976314,-4.092253,12.65617,FAIL
S00118,L0005,T01,118,-0.066064,-0.622927,3.0,0.756206,20.999837,-0.961983,-4.410189,4.513888,PASS
S00533,L0026,T01,533,-0.780345,-0.007348,1.0,0.786267,22.882052,2.675452,1.871778,3.26521,PASS
S00640,L0032,T04,640,0.502321,0.711628,4.0,0.823493,21.383625,8.456426,-4.44392,9.552987,FAIL
S00619,L0030,T01,619,0.576601,0.56166,3.0,0.879146,22.264074,8.408423,-5.826943,10.230095,FAIL
S00155,L0007,T03,155,0.683137,-0.286368,2.0,0.826442,20.750377,0.52192,-6.378149,6.399467,PASS
S00604,L0030,T01,604,-0.299573,-0.548157,2.0,0.916812,21.380751,-0.180719,-1.616831,1.626899,PASS
S00535,L0026,T02,535,-0.958857,-0.392469,3.0,0.753659,22.822214,0.296406,1.51797,1.546638,PASS
S00309,L0015,T04,309,0.822273,-0.108328,1.0,0.814334,23.020688,3.982453,-3.522563,5.316802,PASS
S00351,L0017,T03,351,0.424953,0.436102,3.0,0.981379,23.516943,5.048309,-4.691878,6.891963,PASS
S00220,L0011,T04,220,-0.830563,-0.465455,1.0,0.819729,20.352308,0.408361,2.643459,2.674815,PASS
S00759,L0037,T01,759,-0.442756,-0.859523,4.0,0.854371,23.026361,-1.227071,-0.169163,1.238677,PASS
S00719,L0035,T01,719,-0.8985,-0.524382,2.0,0.846403,21.2687,-1.42412,4.129246,4.367928,PASS
S00633,L0031,T03,633,-0.46969,-0.42464,2.0,0.929835,23.113674,-0.778953,-1.345936,1.555092,PASS
S00652,L0032,T02,652,-0.453618,0.63289,3.0,0.844579,21.452655,8.447638,2.917181,8.937143,FAIL
S00442,L0022,T02,442,0.577378,0.070055,2.0,1.0,20.829794,5.570527,-4.208588,6.981618,PASS
S00589,L0029,T01,589,-0.712812,-0.764283,1.0,0.943304,21.409731,-2.171738,0.252122,2.186324,PASS
S00495,L0024,T04,495,-0.298324,-0.783108,1.0,0.945371,22.377104,-0.874444,-4.407835,4.493736,PASS
S00462,L0023,T03,462,0.842596,-0.567593,3.0,1.0,22.25014,2.028611,-7.41968,7.692003,PASS
S00091,L0004,T04,91,-0.841786,0.546447,4.0,0.768631,21.37762,4.912189,3.669888,6.131694,PASS
S00131,L0006,T01,131,0.721253,0.830308,1.0,0.79088,21.84987,9.293098,-1.998586,9.505579,FAIL
S00401,L0020,T01,401,-0.605545,-0.232829,3.0,0.814446,20.37367,0.799562,0.171627,0.817775,PASS
S00644,L0032,T02,644,0.103331,0.209114,2.0,0.937304,20.919233,5.42592,-2.504725,5.97614,PASS
S00507,L0025,T02,507,0.221656,-0.020447,3.0,0.635142,22.400552,3.807927,-4.547759,5.931477,PASS
S00099,L0004,T02,99,0.848976,-0.380002,1.0,0.813684,22.611318,3.162624,-7.998892,8.601422,FAIL
S00022,L0001,T02,22,-0.122711,0.199194,3.0,0.837397,22.237226,4.427881,-1.146675,4.573947,PASS
S00129,L0006,T01,129,0.648778,-0.957676,1.0,0.933902,22.977759,-2.807469,-6.141555,6.75282,PASS
S00299,L0014,T01,299,-0.729994,0.461746,2.0,0.76088,21.819431,3.944436,2.356083,4.59453,PASS
S00019,L0000,T02,19,0.068744,-0.743589,2.0,0.884279,20.86984,1.296679,-3.966566,4.173131,PASS
S00013,L0000,T03,13,-0.818985,0.315259,2.0,0.873855,22.086151,1.254049,0.955281,1.576452,PASS
S00502,L0025,T02,502,-0.604659,-0.60835,3.0,0.882397,21.126526,0.714505,-1.722546,1.864854,PASS
S00073,L0003,T02,73,0.452821,0.671312,1.0,0.760359,21.415504,8.177275,-4.879452,9.522441,FAIL
S00499,L0024,T01,499,-0.832241,0.205147,2.0,0.855931,22.730328,3.13601,4.416539,5.416676,PASS
S00303,L0015,T03,303,-0.492762,0.523191,2.0,0.862121,21.570589,1.681054,0.972468,1.94207,PASS
S00768,L0038,T02,768,-0.847456,-0.166251,4.0,0.928086,22.701419,2.985508,3.685647,4.743126,PASS
S00273,L0013,T04,273,0.559662,-0.753206,2.0,0.921658,22.97828,1.70888,-5.315986,5.583903,PASS
S00571,L0028,T01,571,0.681889,-0.045193,4.0,1.0,22.181168,3.878679,-6.621508,7.673886,PASS
S00785,L0039,T02,785,-0.23939,0.501136,4.0,0.724771,22.580048,7.410927,-0.346342,7.419015,PASS
S00028,L0001,T03,28,0.118218,-0.39861,2.0,0.884342,21.213723,0.606156,-3.404813,3.458349,PASS
S00612,L0030,T02,612,0.919491,-0.976213,2.0,0.914831,24.279705,1.843318,-8.942488,9.130494,FAIL
S00639,L0031,T04,639,-0.481998,0.189637,4.0,0.844679,22.97737,8.314043,3.042322,8.853194,FAIL
S00029,L0001,T03,29,0.016453,0.974157,3.0,0.836297,23.013626,8.759996,-0.256489,8.76375,FAIL
S00493,L0024,T01,493,-0.906381,-0.843127,4.0,0.92331,20.70946,-2.864035,-0.830314,2.981966,PASS
S00667,L0033,T03,667,-0.117462,-0.027363,4.0,0.852644,22.705065,3.702273,-2.587976,4.517128,PASS
S00710,L0035,T03,710,0.854024,-0.084804,1.0,0.885124,21.910614,1.254619,-6.769606,6.884885,PASS
S00629,L0031,T01,629,0.645813,0.013116,2.0,0.746569,20.917948,6.674597,-5.308371,8.528133,FAIL
S00371,L0018,T04,371,-0.434687,0.662321,2.0,1.0,22.061151,8.312758,3.257791,8.928334,FAIL
S00696,L0034,T03,696,-0.455022,0.034513,3.0,0.827535,21.460011,1.733868,0.390508,1.7773,PASS
S00634,L0031,T03,634,-0.314585,-0.977541,4.0,0.905164,22.691662,-2.910722,-1.02013,3.08431,PASS
S00345,L0017,T02,345,0.386753,-0.342936,4.0,1.0,21.612868,4.902812,-3.997886,6.326188,PASS
S00750,L0037,T01,750,0.77427,0.460232,1.0,0.924985,22.356699,5.561216,-3.827926,6.751306,PASS
S00003,L0000,T03,3,-0.111567,0.284472,4.0,1.0,22.012000999999998,4.373037,-0.384163,4.389879,PASS
S00593,L0029,T01,593,-0.881576,0.320359,1.0,1.0,20.909067,2.327705,2.743548,3.597953,PASS
S00762,L0038,T03,762,0.530825,0.243204,4.0,0.882581,23.857265,6.133824,-5.431436,14.088643,FAIL
S00389,L0019,T01,389,0.545883,0.981379,3.0,0.82873,20.784745,7.739771,-0.998805,7.803952,PASS
S00154,L0007,T01,154,0.665812,0.112762,4.0,0.886428,20.527069,3.317852,-3.787755,5.035398,PASS
S00396,L0019,T02,396,0.905085,0.68748,4.0,0.838167,22.081206,9.252171,-5.482303,10.754455,FAIL
S00411,L0020,T03,411,0.533132,0.048502,4.0,0.802161,21.517064,4.030017,-3.939327,5.635542,PASS
S00430,L0021,T01,430,0.402819,-0.418378,3.0,0.864105,21.931186,4.166576,-3.810728,5.646415,PASS
S00466,L0023,T01,466,-0.27949,-0.678415,4.0,1.0,22.18543,-0.428909,-1.384855,1.449754,PASS
S00089,L0004,T01,89,-0.724125,0.099704,1.0,0.934639,21.810601,1.013035,3.826604,3.958426,PASS
S00472,L0023,T01,472,-0.130746,-0.842128,3.0,0.899786,20.774634,-0.472878,-1.327144,1.408874,PASS
S00292,L0014,T01,292,-0.17608,-0.591739,1.0,0.919651,23.106833,-0.398716,-2.9446,2.971472,PASS
S00069,L0003,T02,69,-0.622305,-0.218933,3.0,0.796988,22.180922,0.516769,3.029235,3.072998,PASS
S00340,L0017,T02,340,0.780667,-0.431395,3.0,0.850637,21.41128,5.302327,-6.271008,8.212199,FAIL
S00458,L0022,T03,458,0.264868,0.216995,3.0,0.688597,21.81333600000005,2.915929,-2.850751,4.077919,PASS
S00241,L0012,T01,241,0.375535,0.748748,2.0,0.839233,23.93507,8.935831,-2.599035,9.30613,FAIL
S00764,L0038,T01,764,-0.695085,-0.054175,2.0,0.777153,23.390197,0.81481,2.683111,2.804105,PASS
S00193,L0009,T02,193,-0.446405,0.630841,4.0,0.876241,22.557693,4.289614,3.116422,5.302157,PASS
S00752,L0037,T02,752,0.773386,0.751361,2.0,0.813928,22.15684,10.895785,-5.171176,12.060647,FAIL
S00113,L0005,T01,113,-0.469848,0.734607,2.0,0.927174,21.164789,4.309759,1.564927,4.585086,PASS
S00379,L0018,T01,379,0.83005,-0.28347,4.0,0.993143,22.091746,4.195268,-5.039501,6.557198,PASS
S00181,L0009,T01,181,0.52492,0.457589,4.0,0.91242,21.37469,8.219769,-7.045692,10.82619,FAIL
S00721,L0036,T02,721,-0.363282,0.920973,2.0,0.720581,22.28848,9.304123,2.07504,9.532707,FAIL
S00476,L0023,T01,476,-0.09983,-0.455281,3.0,0.870744,22.083595,0.653956,-0.644333,0.918055,PASS
S00622,L0031,T01,622,0.260566,0.992921,4.0,0.864269,22.435555,8.020086,0.310133,8.02608,FAIL
S00457,L0022,T01,457,0.385171,0.158411,3.0,0.923966,22.065227,2.661352,-3.010545,4.01823,PASS
S00770,L0038,T01,770,-0.918606,-0.816583,3.0,1.0,21.340909,-2.835568,-0.083699,2.836803,PASS
S00761,L0038,T01,761,-0.595115,0.923259,3.0,0.675812,21.702921,8.121835,2.819191,8.597212,FAIL
S00439,L0021,T01,439,0.234019,-0.93238,4.0,0.924863,22.517706,-0.817403,-3.039403,3.147398,PASS
S00116,L0005,T02,116,-0.214176,-0.690575,4.0,0.888223,21.972462,1.609954,-0.366156,1.651067,PASS
S00729,L0036,T01,729,-0.473065,-0.699838,1.0,0.612932,22.56312,-2.799285,-1.515848,3.183362,PASS
S00349,L0017,T04,349,0.048605,-0.778898,2.0,0.906414,21.984583,1.699827,-1.67985,2.389834,PASS
