sample_id,lot_id,tool_id,sequence,temp_c,pressure_torr,gas_flow_sccm,cycles,chamber_age_runs,hours_since_maintenance,thickness_nm,uniformity_pct,sheet_resistance_proxy,next_run_cycle_correction
S00247,L0012,T01,247,384.420011,2.07071,188.368754,112,2.680195,24.065909,64.883017,1.146145,65.037101,12.0
S00523,L0026,T01,523,391.523295,2.484128,176.33332,113,170.037976,61.505116,64.354303,3.5478,65.761589,12.0
S00114,L0005,T03,114,402.887338,2.293791,190.135471,83,24.483739,45.852066,61.645743,2.042158,70.028194,12.0
S00622,L0031,T01,622,384.970088,2.31936,186.496534,138,84.041952,114.454866,69.746186,2.256094,53.218644,1.208639
S00193,L0009,T03,193,398.346781,2.150557,178.750273,85,166.853219,72.951437,58.909855,3.289355,72.13269,12.0
S00285,L0014,T01,285,381.160736,2.585956,179.089202,119,2.090802,59.121958,64.752885,1.466224,65.38636,12.0
S00613,L0030,T02,613,387.08639,2.377169,184.88029,115,230.696085,81.633636,64.503014,4.177594,66.915654,12.0
S00452,L0022,T03,452,384.027462,2.787171,187.722886,100,235.692683,123.005205,62.632624,4.521266,65.890056,12.0
S00354,L0017,T02,354,392.096098,1.978173,192.765905,91,124.539726,63.851666,61.219027,3.033173,67.851385,12.0
S00392,L0019,T03,392,383.58981,2.25686,194.970689,110,60.795415,96.604413,65.072702,1.949107,60.626993,12.0
S00273,L0013,T04,273,388.503683,2.417521,189.035691,91,100.942469,129.227977,59.943795,2.726984,71.474637,12.0
S00406,L0020,T02,406,382.229291,2.504071,169.682641,84,213.798472,100.653954,59.180423,3.872763,69.184791,12.0
S00437,L0021,T03,437,390.71474,2.24666,174.86016,126,202.515175,6.720544,67.631868,4.334995,60.672949,11.276819
S00298,L0014,T01,298,401.268373,2.730913,190.296602,113,120.488067,,67.771029,3.006742,56.310242,10.614147
S00179,L0008,T02,179,393.951913,2.540844,167.165385,81,186.366754,154.420056,58.49935,3.760647,72.425252,12.0
S00005,L0000,T03,5,394.570551,2.796544,176.884433,81,118.827529,129.296017,58.846914,3.241889,68.520882,12.0
S00531,L0026,T01,531,386.295943,2.538938,192.544688,112,140.786359,130.881221,65.170027,3.184583,64.013265,12.0
S00069,L0003,T05,69,399.628321,2.606952,178.366112,128,85.771646,15.869553,70.486734,2.852061,57.117001,-2.31778
S00110,L0005,T01,110,,2.323182,181.473841,105,77.6421,62.318914,62.207207,2.182173,67.110665,12.0
S00681,L0034,T01,681,387.780842,2.680702,184.268706,105,221.044174,18.211238,65.08897,4.193238,63.521109,12.0
S00094,L0004,T01,94,395.34207,2.467321,151.887133,88,235.123162,44.038633,60.090531,4.341723,68.420794,12.0
S00279,L0013,T02,279,386.727537,2.241558,198.444274,107,111.601085,91.611641,64.145781,2.740274,64.032545,12.0
S00047,L0002,T03,47,393.810419,2.480788,179.599303,89,206.119058,74.962908,60.478675,4.231372,70.456981,12.0
S00211,L0010,T03,211,392.630849,2.371678,175.841452,106,159.450388,54.193681,64.438524,3.477697,65.098834,12.0
S00321,L0016,T01,321,393.495291,2.221802,172.812333,96,97.615533,140.931667,63.125774,2.730459,66.131545,12.0
S00556,L0027,T01,556,380.270189,2.38838,172.519311,135,50.616894,106.029941,69.107916,1.948036,58.477069,4.24802
S00096,L0004,T01,96,402.308445,2.581175,174.738743,129,170.173405,112.946806,69.742645,3.210297,59.052841,1.2255
S00278,L0013,T03,278,391.794233,1.955199,168.706621,136,135.8698,6.573752,68.621754,3.902617,58.273468,6.563075
S00075,L0003,T01,75,400.557603,2.339077,189.656729,113,157.071997,76.135861,67.56807,2.867422,60.774841,11.58062
S00763,L0038,T02,763,372.992188,2.113408,179.94693,115,141.530627,29.627399,64.125656,3.123423,66.3543,12.0
S00774,L0038,T04,774,389.167623,2.317784,183.771278,125,222.068654,117.689992,69.512716,4.056175,61.106057,2.3204
S00643,L0032,T02,643,377.63418,2.592787,191.607245,136,175.063547,58.129223,71.291877,3.421303,57.352351,-6.151793
S00696,L0034,T03,696,383.920967,2.340395,177.135583,107,86.165262,18.489231,64.523375,2.709675,65.602907,12.0
S00585,L0029,T02,585,394.989449,2.295711,177.177491,115,150.464983,146.679922,67.493791,3.229535,58.700549,11.934327
S00139,L0006,T02,139,395.64567,2.314669,177.744961,81,107.420216,98.591318,61.667764,3.029001,67.080652,12.0
S00326,L0016,T04,326,383.476144,2.621641,166.81704,97,178.04054,111.357103,61.938162,3.504261,68.040914,12.0
S00673,L0033,T02,673,396.237625,1.847955,176.327059,122,118.683864,103.27672,69.015635,3.12785,57.267839,4.687454
S00387,L0019,T01,387,392.647617,2.407803,15.902575,90,53.917029,92.067281,59.475833,2.005586,73.616963,12.0
S00749,L0037,T01,749,380.826291,2.388271,189.339022,110,107.648662,31.665521,63.992217,2.599309,64.033506,12.0
S00078,L0003,T01,78,400.141373,2.333972,188.101634,134,236.056694,25.514573,71.208947,4.265951,53.301509,-5.756889
S00399,L0019,T03,399,380.393937,2.575037,200.286146,81,73.085975,35.857494,58.309373,2.540686,72.466646,12.0
S00063,L0003,T01,63,,2.289633,180.542586,121,64.765802,137.538231,66.632233,2.108727,63.287586,12.0
S00358,L0017,T01,358,383.529333,2.671534,199.882525,102,232.715184,48.463775,61.896391,4.216446,67.033661,12.0
S00418,L0020,T01,418,387.96437,2.268865,169.91909,92,53.692876,24.061899,61.027833,2.021421,69.632371,12.0
S00380,L0019,T02,380,390.345371,2.901504,,106,149.131786,148.815312,63.851667,3.182867,64.973128,12.0
S00788,L0039,T01,788,387.736375,2.108433,165.525335,129,57.096438,83.660619,69.926991,2.534033,58.867333,0.347661
S00620,L0031,T02,620,,2.802451,181.744891,96,30.315624,121.911055,63.668242,2.078381,64.552555,12.0
S00733,L0036,T03,733,391.539378,2.343364,169.867251,86,180.92669,,61.663833,3.641289,64.934398,12.0
S00250,L0012,T01,250,391.609248,2.4496,195.302892,117,91.408315,7.903515,66.728995,2.510448,61.985758,12.0
S00669,L0033,T02,669,392.650887,2.467522,201.792435,112,161.056444,87.786475,66.07077,3.277219,58.788971,12.0
S00042,L0002,T01,42,397.800131,2.451787,193.138841,85,42.86561,148.972963,62.971655,2.35119,63.992668,12.0
S00283,L0014,T01,283,377.025796,2.630135,219.781156,110,229.428575,81.26776,66.077602,4.314764,61.591118,12.0
S00310,L0015,T03,310,,2.599098,165.305111,104,152.599863,127.025982,63.449868,3.078509,70.223206,12.0
S00135,L0006,T03,135,389.714096,2.416243,178.716566,,230.176564,34.824212,63.053023,4.049477,66.571228,12.0
S00424,L0021,T01,424,388.546488,2.274638,164.644616,122,123.119316,142.914415,66.19089,3.050482,59.297862,12.0
S00617,L0030,T03,617,378.303307,2.534296,186.813048,85,169.353837,146.089942,57.554869,3.456799,73.531595,12.0
S00407,L0020,T01,407,383.291775,2.279093,182.553365,97,239.707345,50.164152,59.729479,4.303286,70.858658,12.0
S00128,L0006,T04,128,392.63644,2.383728,183.962345,84,77.270293,128.317931,60.447984,2.752955,71.732925,12.0
S00631,L0031,T02,631,388.734162,2.356231,178.377095,125,58.615465,92.64485,67.699021,1.798443,59.435861,10.957041
S00466,L0023,T01,466,375.780758,2.280919,170.229822,138,149.200709,95.61548,71.110666,3.425385,56.773829,-5.288887
S00438,L0021,T01,438,400.453068,2.193151,198.530609,118,208.22143,28.128585,68.462685,3.986975,60.820185,7.320546
S00450,L0022,T01,450,385.053866,2.216994,202.865173,101,183.168277,0.714154,59.895914,3.420899,71.97652,12.0
S00752,L0037,T02,752,394.759394,2.702487,160.396761,130,80.601147,79.916123,68.70301,2.162989,26.212411,6.176143
S00308,L0015,T01,308,384.653028,2.575495,180.419728,119,32.363293,30.931583,67.713999,1.99268,58.337588,10.885719
S00517,L0025,T03,517,379.155931,2.612663,173.207444,113,131.00789,56.818166,62.840537,3.029794,68.082116,12.0
S00208,L0010,T02,208,368.561764,2.374063,154.166111,104,61.460387,139.06813,58.765732,2.090785,72.081224,12.0
S00012,L0000,T04,12,401.612213,2.737333,182.085646,113,238.81558,93.509132,66.601389,4.955902,62.726099,12.0
S00206,L0010,T02,206,397.133826,2.704454,193.72285,117,71.956088,27.2643,67.0125,2.408602,61.484224,12.0
S00532,L0026,T01,532,392.910179,2.360653,179.82677,109,195.116411,88.397862,66.319374,3.582859,64.659032,12.0
S00524,L0026,T01,524,385.839342,2.621596,184.758237,105,178.045282,34.798044,64.491474,3.613097,60.980776,12.0
S00039,L0001,T02,39,378.837732,2.639642,167.87298,116,143.23529,103.580799,64.985698,3.667028,61.303834,12.0
S00719,L0035,T03,719,386.930711,1.919673,179.899801,91,35.833337,1.544997,58.883845,2.221123,73.074324,12.0
S00608,L0030,T03,608,387.603681,2.078322,183.921333,116,,104.163798,66.69439,3.59353,62.837994,12.0
S00798,L0039,T01,798,394.546954,2.048305,166.191508,109,10.977431,1.42538,63.165819,1.641147,64.412682,12.0
S00528,L0026,T02,528,382.71119,2.548158,192.795822,95,216.078131,77.124487,61.814426,4.003687,65.482689,12.0
S00542,L0027,T03,542,390.303557,2.823628,201.393962,86,199.576575,137.1929,61.238185,3.843844,65.449685,-21.898329
S00601,L0030,T02,601,393.275552,2.761714,,122,11.486384,97.358073,69.04552,1.549683,55.378696,4.545141
S00153,L0007,T04,153,384.634122,2.31472,182.056246,110,182.018569,66.035516,65.416271,3.732978,64.142043,12.0
S00634,L0031,T01,634,410.059645,2.449242,164.978991,87,67.443056,149.182346,62.697684,2.235847,72.342239,12.0
S00577,L0028,T02,577,399.348578,2.479253,152.906734,84,126.257673,143.522787,60.546794,3.201774,69.025611,12.0
S00286,L0014,T03,286,406.037442,2.631197,,136,10.528244,155.578023,73.037978,1.443292,51.837684,-12.0
S00083,L0004,T01,83,,,187.152699,89,68.510466,130.009529,60.777441,2.299632,69.683526,12.0
S00343,L0017,T01,343,406.639068,2.719708,181.55832,140,147.899555,103.096069,73.615681,3.600463,52.675504,-12.0
S00274,L0013,T01,274,386.805135,2.55183,169.484908,127,197.439955,46.649302,67.746682,3.911474,62.208284,10.730083
S00522,L0026,T02,522,389.207563,2.110114,154.58751,128,165.046311,143.108591,67.517953,3.429131,62.429847,11.819272
S00287,L0014,T01,287,398.824422,1.976979,192.828544,95,41.191248,118.144192,61.915227,1.993242,69.039489,12.0
S00731,L0036,T01,731,395.754619,2.527618,185.252502,111,52.762371,86.064151,65.088733,2.218868,64.962943,12.0
S00400,L0020,T01,400,385.509867,2.640063,192.988799,128,26.009444,114.68911,67.013879,1.83151,62.771605,12.0
S00374,L0018,T04,374,384.580572,2.433189,165.636752,99,113.83762,19.086296,59.994914,2.944033,66.077259,12.0
S00748,L0037,T03,748,416.271667,2.850499,194.338196,104,202.141381,91.602972,67.220321,3.875674,63.475685,12.0
S00448,L0022,T01,448,388.414649,2.622731,153.701518,81,169.743509,,57.798192,3.576568,70.98672,12.0
S00588,L0029,T03,588,407.482073,2.644066,,107,101.785583,127.658543,68.368156,2.261201,61.996096,7.770685
S00356,L0017,T01,356,397.324151,2.170338,163.990981,117,40.565555,148.420747,67.03744,2.373906,61.390289,12.0
S00485,L0024,T02,485,389.640009,2.27564,179.846375,107,138.137834,12.160755,64.424585,3.0151,60.478419,12.0
S00705,L0035,T05,705,390.738733,2.670682,176.990503,106,14.246901,79.099135,64.775078,1.800016,62.322659,12.0
S00441,L0022,T03,441,402.4064,2.442622,167.752208,80,85.661935,16.213371,59.117938,2.518966,71.200638,12.0
S00609,L0030,T01,609,397.053187,2.284645,183.611472,96,224.657848,77.881225,61.359917,4.011984,68.374229,12.0
S00159,L0007,T01,159,388.365581,2.192768,171.121363,94,74.442984,70.393773,61.801536,2.466759,68.100561,12.0
S00244,L0012,T01,244,388.746469,2.204905,188.167567,126,31.660494,138.088785,67.665474,1.368516,60.201761,11.116789
S00265,L0013,T02,265,384.120033,2.518946,181.817054,122,213.01382,139.898165,66.434256,3.854546,61.479071,12.0
S00624,L0031,T02,624,392.57927,2.764959,178.789752,81,147.56391,137.902282,57.576661,3.347575,75.253787,12.0
S00453,L0022,T05,453,389.929344,2.401764,196.925987,140,125.28134,105.36498,72.788429,2.676916,55.257261,-12.0
S00570,L0028,T02,570,390.894269,2.677963,175.766462,110,143.632921,96.269665,63.313671,3.23385,66.307356,12.0
S00314,L0015,T03,314,392.844335,2.180112,147.596421,107,25.061159,30.602383,63.036245,2.000389,65.196955,12.0
S00272,L0013,T01,272,382.303145,2.382123,167.16724,88,169.634975,141.273072,61.253085,3.375674,65.957303,12.0
S00307,L0015,T01,307,388.460207,2.312612,166.86133,113,127.546788,63.763499,64.610492,3.202087,69.01087,12.0
S00146,L0007,T01,146,408.105801,2.115818,207.215355,123,64.662865,105.021378,71.796276,1.912906,54.172945,-8.553697
S00582,L0029,T03,582,385.540062,2.614876,190.401764,91,51.652118,95.535982,61.077397,2.414604,64.151134,12.0
S00106,L0005,T01,106,391.152295,2.451539,185.774315,101,237.528304,155.438328,63.618082,4.601133,70.607066,12.0
S00381,L0019,T02,381,385.957411,2.259845,168.360651,91,102.325329,140.867913,60.240451,2.747087,66.687084,12.0
S00451,L0022,T03,451,393.281522,2.427469,171.799544,100,55.221657,157.334934,64.854316,1.917407,65.5561,12.0
S00766,L0038,T02,766,390.053109,,201.094517,112,189.810431,22.18606,65.556837,3.839668,61.696969,12.0
S00249,L0012,T01,249,384.561901,,186.555969,,54.020164,135.185374,67.792772,2.286979,55.834458,10.510611
S00020,L0001,T01,20,389.083781,2.322789,194.557222,128,14.565867,83.891087,70.861148,2.078733,53.303763,-4.100707
S00729,L0036,T03,729,388.222313,2.064566,183.335553,88,143.754167,127.154793,60.216222,2.844087,66.201948,12.0
S00213,L0010,T01,213,390.810635,2.256932,200.821485,83,143.937151,122.704053,60.927025,3.282938,67.266006,12.0
S00529,L0026,T01,529,380.06107,2.247498,163.854027,112,162.990028,147.65453,62.596219,3.190554,65.48144,12.0
S00240,L0012,T01,240,386.167348,2.415763,189.18166,135,199.834048,103.291332,69.922827,4.238266,57.316235,0.36749
S00293,L0014,T04,293,393.426633,2.607171,156.063611,80,85.753798,52.866504,59.57304,2.524205,70.518734,12.0
S00049,L0002,T01,49,388.615788,2.316091,181.35903,102,109.713946,17.918834,64.778585,2.912108,67.888539,12.0
S00163,L0008,T01,163,384.278042,2.458717,169.816854,83,233.812421,5.946322,59.293165,4.404855,71.34776,12.0
S00605,L0030,T01,605,395.019154,2.090803,173.437017,127,107.670533,116.115895,68.373991,3.006414,56.187457,7.742898
S00503,L0025,T02,503,381.780584,2.642683,162.580289,121,19.884433,106.419201,66.087114,1.597263,62.768637,12.0
S00175,L0008,T02,175,393.585677,2.660338,193.644324,120,234.54846,16.9495,69.066233,4.555841,57.330949,4.44651
S00181,L0009,T01,181,389.07754,2.511076,173.502992,87,175.09312,55.121681,59.712228,3.608409,70.121624,12.0
S00684,L0034,T02,684,383.43093,2.546224,184.379674,93,56.705215,45.049004,60.8633,2.298734,65.882413,12.0
S00149,L0007,T02,149,388.233449,2.602308,171.464631,83,154.515352,132.457922,59.956523,3.459652,71.883338,12.0
S00182,L0009,T04,182,385.528823,2.59733,178.465247,114,140.471002,16.949658,63.956928,2.96707,64.986141,12.0
S00422,L0021,T04,422,380.434395,2.567031,,115,41.569126,30.762044,66.513838,1.654761,63.432519,12.0
S00218,L0010,T02,218,383.441019,2.263492,174.154284,113,106.60064,150.753967,63.531454,2.794305,66.262634,12.0
S00730,L0036,T04,730,393.555455,2.516795,184.906799,82,217.857172,42.10532,61.674865,3.771605,70.09722,12.0
S00584,L0029,T02,584,388.52202,2.705213,180.627035,121,105.324828,142.0859,65.830766,2.842467,63.258177,12.0
S00672,L0033,T01,672,379.193543,2.436071,176.622943,135,174.226869,145.571641,67.404536,3.447205,62.081171,12.0
S00432,L0021,T01,432,391.269164,2.572225,165.766896,125,113.348941,24.429087,68.355694,3.013969,61.0476,7.830027
S00180,L0009,T01,180,4004.97224,2.453192,177.544566,128,117.331361,38.530896,71.301025,2.796802,58.003716,-6.195359
S00100,L0005,T02,100,398.216879,2.388687,185.056056,127,89.996188,15.505194,68.849747,2.409327,59.523867,5.477394
S00070,L0003,T02,70,393.639062,2.357773,168.094836,82,99.728678,51.494143,58.786196,3.006573,73.325289,12.0
S00065,L0003,T03,65,389.797803,2.264478,171.377079,104,195.181422,112.917863,63.812433,3.593279,61.990873,12.0
S00227,L0011,T02,227,387.400502,2.353841,190.143049,120,108.673432,6.190399,64.123856,2.762607,69.296974,12.0
S00004,L0000,T01,4,395.711589,2.622598,195.505706,81,66.603904,142.95389,58.950729,2.465512,73.187699,12.0
S00018,L0000,T01,18,393.800139,2.212998,172.35845,121,29.024434,41.195616,68.13834,1.935314,56.908104,8.865048
S00031,L0001,T03,31,382.211584,2.559144,190.835116,88,208.511218,124.200722,59.590179,4.143823,69.961663,12.0
S00580,L0029,T04,580,377.690746,2.491885,185.554734,84,27.263087,153.244199,58.771098,1.586545,73.930641,12.0
S00164,L0008,T01,164,403.927349,2.682152,192.309392,105,73.878722,142.22879,66.256555,2.150289,63.313354,12.0
S00468,L0023,T02,468,379.82053,2.531398,177.144451,86,167.937862,114.589972,59.072807,3.678289,68.467859,12.0
S00558,L0027,T01,558,407.17794,2.443653,163.214525,97,157.536901,141.796848,64.550774,3.486375,68.924109,12.0
S00579,L0028,T01,579,394.198709,2.340522,164.565558,91,91.607781,38.51486,61.825075,2.763597,69.698726,12.0
S00775,L0038,T01,775,395.940701,2.333536,183.329429,88,68.6235,159.985916,61.689062,2.428617,67.746973,12.0
S00199,L0009,T01,199,385.79602,2.836043,179.575699,131,235.396311,46.385216,70.105562,4.494068,60.969382,-0.502677
S00615,L0030,T01,615,393.14495,2.585744,176.049045,134,143.378593,1.501479,68.102328,3.398806,58.569703,9.036531
S00363,L0018,T03,363,662.491378,2.327176,173.650242,84,11.277495,40.931291,59.351911,1.57359,70.026495,12.0
S00648,L0032,T01,648,395.616669,2.273187,169.683133,124,,50.911283,67.176345,2.178644,59.599085,12.0
S00551,L0027,T04,551,387.737873,2.457489,193.530081,97,230.359803,70.641687,64.375024,4.478401,61.801642,12.0
S00435,L0021,T02,435,379.890033,2.428692,169.927335,94,1.886981,7.445319,60.645194,1.469836,72.699677,12.0
S00770,L0038,T02,770,398.425472,2.36028,182.504004,113,177.571614,116.836361,66.589145,3.56803,62.10446,12.0
S00306,L0015,T04,306,388.906996,2.527061,185.658247,127,52.22847,113.050746,69.5387,1.773765,59.096503,2.196664
S00688,L0034,T01,688,397.092872,2.424913,176.188326,,186.149396,138.974293,70.526744,3.364809,59.318383,-2.508305
S00638,L0031,T01,638,404.526078,2.122938,205.782651,119,148.978107,44.450772,68.853515,3.380639,58.977424,5.459454
S00093,L0004,T01,93,379.2983,2.767725,179.584517,105,33.864174,57.209495,63.317155,2.32314,64.863925,12.0
S00498,L0024,T01,498,388.186041,2.451172,198.065044,125,57.345076,93.133509,68.720753,2.110338,58.999707,6.091653
S00161,L0008,T01,161,389.157317,2.317745,197.868076,132,194.645143,9.370696,67.979963,3.100426,56.686906,9.619226
S00136,L0006,T01,136,390.049958,2.524301,189.443348,110,180.642249,96.853311,66.074691,3.709021,66.833363,12.0
S00233,L0011,T02,233,393.316551,2.539119,163.867871,133,5.138401,16.418925,68.879237,1.710437,58.234025,5.336967
S00340,L0017,T04,340,382.325445,2.58152,171.128609,121,219.5031,93.046181,66.160651,3.954306,59.23771,12.0
S00602,L0030,T02,602,398.250593,2.60575,208.859155,119,36.486457,27.955387,67.439883,2.010927,60.314671,12.0
S00630,L0031,T01,630,391.582313,2.615938,190.757777,120,30.170868,151.240659,66.469262,1.716583,65.62698,12.0
S00447,L0022,T03,447,382.031184,2.641288,173.986758,92,72.62784,132.497344,60.499949,2.262598,69.024271,12.0
S00289,L0014,T04,289,400.086404,2.373236,156.198178,101,157.205139,105.824266,63.617115,3.415595,67.074917,12.0
S00025,L0001,T04,25,389.630316,1.984652,185.474288,123,97.732888,30.859581,66.588808,3.246951,60.010441,12.0
S00519,L0025,T03,519,390.666798,2.268704,178.718555,117,195.756765,90.640633,67.207962,3.799505,56.304211,12.0
S00368,L0018,T01,368,379.625563,2.385585,186.476148,84,26.506389,99.576057,58.841409,1.805835,72.21936,12.0
S00231,L0011,T01,231,393.662529,2.187472,191.121798,134,78.658553,23.459733,71.894563,2.044174,56.541013,-9.021728
S00619,L0030,T01,619,386.463887,2.742261,181.953684,124,164.597477,39.292409,68.78802,3.756439,63.8958,5.771332
S00675,L0033,T01,675,392.155477,2.490382,170.898184,93,92.899086,53.389562,62.044932,2.569182,66.790166,12.0
S00540,L0027,T01,540,390.613167,2.563314,185.76939,88,2.520183,66.083313,62.812174,1.468016,64.04199,12.0
S00355,L0017,T04,355,382.466133,2.420904,180.261587,110,7.020405,3.938687,62.710672,1.736478,64.881373,12.0
S00176,L0008,T01,176,398.685692,2.328426,189.020702,,16.642822,73.67683,63.260456,1.467339,64.179366,12.0
S00048,L0002,T01,48,400.174986,2.23287,200.87381,110,55.434716,,67.20196,2.381622,59.288007,12.0
S00718,L0035,T01,718,381.896903,2.544956,167.893834,108,118.610675,60.339657,65.098407,2.749392,64.188596,12.0
S00346,L0017,T01,346,391.677799,2.286491,187.297257,121,196.575354,,68.719828,3.888732,60.335694,6.096057
S00423,L0021,T03,423,376.208382,2.438989,163.832157,131,214.462197,75.488507,68.599897,3.871496,60.897022,6.667159
S00284,L0014,T01,284,387.118765,2.166598,189.026591,94,216.387731,0.662894,59.065677,4.00972,71.835124,12.0
S00253,L0012,T01,253,391.266056,2.014246,190.106717,119,31.693671,36.82402,67.533617,1.954719,56.416078,11.744679
S00221,L0011,T04,221,387.726215,2.555196,176.350823,109,32.612392,121.831718,63.469074,1.974046,63.554243,12.0
S00508,L0025,T01,508,,2.578256,170.771075,90,98.347188,57.116937,58.868591,2.78722,66.318599,12.0
S00489,L0024,T03,489,384.413884,2.384231,182.177768,103,163.100504,95.314814,63.073855,3.381626,65.065177,12.0
S00036,L0001,T03,36,381.886503,2.25288,162.898509,89,146.780749,47.03745,60.065927,3.651036,68.236157,12.0
S00481,L0024,T01,481,390.16671,2.440093,176.17514,130,214.603099,5.393771,68.352128,4.384187,58.458658,7.847011
S00165,L0008,T02,165,381.93787,1.781311,165.579597,136,146.225964,12.580175,69.110207,3.854972,58.11555,4.237108
S00756,L0037,T02,756,380.319272,2.363078,175.540007,136,215.827624,146.067898,67.009686,3.755691,61.538801,12.0
S00621,L0031,T02,621,386.813924,2.344337,155.250549,96,72.48143,14.058372,61.436833,2.170822,62.710766,12.0
S00667,L0033,T01,667,389.51459,2.472575,196.414257,114,85.671082,15.135658,66.713019,1.981048,59.708788,12.0
S00416,L0020,T01,416,400.638637,2.229377,171.176997,116,191.725844,22.814853,65.978531,3.598803,63.598553,12.0
S00782,L0039,T03,782,385.616481,2.595726,176.478793,118,18.287733,59.735907,66.701617,1.935319,61.866763,12.0
S00600,L0030,T02,600,395.093256,2.273413,182.035923,119,75.418026,15.322343,67.016349,2.273865,61.227625,12.0
S00258,L0012,T01,258,379.94644,2.280601,162.143835,128,66.028122,49.235156,67.172502,2.228001,59.728047,12.0
S00023,L0001,T03,23,,2.334533,197.246946,85,37.182917,128.528996,61.670374,1.955604,64.661601,12.0
S00057,L0002,T01,57,381.164512,2.229113,196.015275,120,80.239343,10.584805,65.328609,2.500216,60.992396,12.0
S00365,L0018,T02,365,382.277373,2.175742,182.954332,97,61.381763,117.175084,61.175613,2.120643,70.738887,12.0
S00499,L0024,T05,499,383.008878,2.42626,143.082014,112,36.504591,0.918899,61.932443,1.812949,67.744672,12.0
S00445,L0022,T02,445,376.350251,2.526993,183.473316,80,41.036323,61.168792,58.973463,2.139899,70.10516,12.0
S00430,L0021,T01,430,372.254505,2.448479,170.216875,120,12.39251,,65.067515,1.575027,65.358986,12.0
S00590,L0029,T02,590,397.84169,2.581682,182.634005,97,215.327376,92.837646,63.570345,4.087517,67.124864,12.0
S00656,L0032,T01,656,395.759905,2.394786,185.5604,91,3.683328,101.164659,63.43315,1.703879,66.347849,12.0
S00243,L0012,T02,243,380.801902,2.677723,189.229127,86,88.184199,137.003864,60.16733,2.837881,69.438174,12.0
S00303,L0015,T04,303,385.075199,2.505538,180.607723,87,186.230863,108.704742,58.328882,3.462991,67.966467,12.0
S00155,L0007,T01,155,403.563057,2.378421,159.018548,92,57.053011,78.676965,61.204063,2.185762,65.667763,12.0
S00625,L0031,T01,625,378.991843,2.59675,189.193799,115,158.071901,145.575555,64.298935,3.471727,66.472269,12.0
S00127,L0006,T01,127,394.216508,2.347238,190.574797,139,5.949623,118.286845,72.644595,1.08377,56.077765,-12.0
S00469,L0023,T01,469,389.885609,2.574029,173.318821,129,29.16392,8.469049,67.214424,1.651197,58.818012,12.0
S00781,L0039,T03,781,378.087675,2.350901,184.576851,132,,17.175185,67.950891,1.70121,61.234604,9.757661
S00420,L0021,T01,420,397.355471,2.339719,181.640822,107,193.000681,29.707939,65.161403,4.077158,61.940051,12.0
S00509,L0025,T01,509,393.776191,2.128572,203.582245,95,34.851215,146.656203,63.869565,2.02934,68.836201,12.0
S00002,L0000,T01,2,388.248036,2.353327,180.265855,108,193.633405,135.740701,63.843503,3.739681,65.926677,12.0
S00597,L0029,T02,597,396.973638,2.111353,202.657512,119,192.936235,4.783495,67.806689,3.811303,60.056022,10.444337
