sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00272,L0013,T02,272,145,580.129216,17.921186,41.746511,361.6159,4,0.685429,0.381718,0.03,0.111056,LOW
S00452,L0022,T03,452,67,23.44322,18.620722,63.921816,648.080562,5,2.017897,0.293487,0.149773,0.045325,LOW
S00541,L0027,T01,541,56,202.451281,16.294061,44.57834,14.075617,7,2.869222,0.35456,0.03,0.263084,HIGH
S00041,L0002,T01,41,66,408.332188,19.474079,49.443833,1.477772,2,-0.68806,0.373635,0.03,0.058415,LOW
S00711,L0035,T03,711,138,4535.535764,16.827188,59.850673,90.003116,5,0.413949,0.433412,0.03,0.150588,HIGH
S00162,L0008,T02,162,28,35.276039,18.879014,32.704848,363.443315,0,-1.8148,0.334727,0.03,0.029887,LOW
S00641,L0032,T01,641,166,34.630317,18.444948,37.973986,7.823411,1,-1.143724,0.271826,0.182293,0.00812,LOW
S00021,L0001,T01,21,110,86.805451,19.067311,41.236567,174.074069,6,2.536076,0.308072,0.104162,0.10013,LOW
S00212,L0010,T01,212,58,27.38177,15.529246,49.774779,1.778924,4,1.069681,0.313239,0.09347,0.058515,LOW
S00737,L0036,T02,737,144,218.504388,19.956421,49.351941,26.297947,0,-2.007655,0.365863,0.03,0.029887,LOW
S00621,L0031,T03,621,88,3853.283103,17.969036,38.879781,12.297757,5,0.655377,0.362875,0.03,0.150588,HIGH
S00698,L0034,T02,698,111,306.83049,18.475747,49.441376,123.932972,4,0.779494,0.352426,0.031591,0.10934,LOW
S00728,L0036,T01,728,166,346.606781,17.008756,57.236232,4.522977,7,2.816765,0.404755,0.03,0.263084,HIGH
S00141,L0007,T02,141,97,212.605311,16.941474,40.046899,144.690646,1,-1.355838,0.312825,0.038182,0.03842,LOW
S00736,L0036,T01,736,178,790.639844,19.498641,36.057757,148.632122,7,2.660101,0.443506,0.03,0.263084,HIGH
S00385,L0019,T02,385,45,4116.62108,19.557893,65.035404,20.122538,6,1.35584,0.433753,0.03,0.201009,HIGH
S00024,L0001,T01,24,37,13.878879,19.287653,46.808864,739.062306,5,2.009119,0.279482,0.204419,0.025367,LOW
S00446,L0022,T02,446,157,13.353935,17.887066,40.538479,69.483307,6,2.693061,0.271581,0.203262,0.036059,LOW
S00591,L0029,T01,591,178,47.908829,19.04438,31.826734,25.197164,4,0.952833,0.368425,0.03,0.111056,LOW
S00331,L0016,T02,331,,18.937841,18.146221,54.253514,138.739773,2,-0.171903,0.251993,0.220371,0.007584,LOW
S00361,L0018,T01,361,38,18.325401,19.279438,37.905449,7.766129,6,2.508346,0.313077,0.18521,0.043634,LOW
S00208,L0010,T03,208,130,26.091141,19.186302,51.693428,580.149581,2,-0.153627,0.306339,0.100006,0.027921,LOW
S00583,L0029,T02,583,134,33.263382,18.916216,39.499918,662.555393,7,3.38635,0.322452,0.10245,0.138602,HIGH
S00618,L0030,T01,618,92,38.024882,19.601108,44.189499,155.709992,5,2.07288,0.332383,0.074539,0.097976,LOW
S00395,L0019,T01,395,31,181.559041,19.437681,37.807675,27.626902,0,-2.035328,0.364696,0.03,0.029887,LOW
S00091,L0004,T02,91,121,1213.708512,19.523051,61.22147,8.640446,3,-0.18879,0.380762,0.03,0.080913,LOW
S00025,L0001,T03,25,155,2826.549389,16.875148,30.251849,1.718948,5,0.907615,0.428804,0.03,0.150588,HIGH
S00648,L0032,T02,648,129,114.379917,17.176089,55.070285,568.292337,1,-1.432341,0.35916,0.03,0.041887,LOW
S00752,L0037,T01,752,32,44.114526,14.778411,37.461362,399.689359,1,-1.370429,0.334989,0.030638,0.041606,LOW
S00762,L0038,T01,762,109,310.29862,19.063835,43.815716,38.188746,4,0.812105,0.349161,0.03,0.111056,LOW
S00691,L0034,T01,691,11,52.923866,17.085887,35.946683,1.107391,3,0.227824,0.398437,0.03,0.080913,LOW
S00140,L0007,T01,140,129,1137.76274,19.69225,46.762,90.331358,,-1.548754,0.419263,0.03,0.041887,LOW
S00365,L0018,T01,365,190,119.939077,17.489778,39.101507,96.899198,7,2.995321,0.361009,0.03,0.263084,HIGH
S00224,L0011,T01,224,178,15.177718,20.387304,61.250337,6.34831,3,0.607127,0.36339,0.076793,0.049987,LOW
S00548,L0027,T01,548,138,1182.488603,17.013847,42.827118,2.280996,3,-0.288108,0.375806,0.03,0.080913,LOW
S00592,L0029,T01,592,162,78.441213,16.305286,,96.78371,5,1.663354,0.352824,0.080141,0.092663,LOW
S00253,L0012,T03,253,12,739.768992,18.189451,48.053036,132.247238,7,2.669209,0.409152,0.03,0.263084,HIGH
S00535,L0026,T02,535,61,535.836226,18.294959,53.249118,11.720888,6,2.040503,0.375836,0.03,0.201009,HIGH
S00488,L0024,T02,488,1,319.495247,15.053089,61.54627,472.582622,3,-0.032604,0.41817,0.03,0.080913,LOW
S00788,L0039,T03,788,94,4867.833071,16.948982,42.50468,1.094254,6,1.134289,0.442265,0.03,0.201009,HIGH
S00585,L0029,T02,585,191,156.255717,17.877918,43.369546,27.094623,4,0.82777,0.349442,0.051347,0.089903,LOW
S00639,L0031,T01,639,6,33.794402,13.908941,38.443536,221.460815,7,3.157192,0.369173,0.03,0.263084,HIGH
S00381,L0019,T01,381,28,294.686922,18.105321,49.667003,1.959131,5,1.507677,0.408045,0.03,0.150588,HIGH
S00358,L0017,T01,358,171,72.61362,17.188414,39.510748,35.966421,1,-1.237966,0.341184,0.03,0.041887,LOW
S00327,L0016,T02,327,176,412.735968,19.023789,23.408007,1.595554,0,-2.335838,0.385512,0.03,0.029887,LOW
S00057,L0002,T03,57,16,12.884208,17.858331,38.879958,147.256677,1,-1.036905,0.330198,0.065667,0.028683,LOW
S00321,L0016,T02,321,26,204.46163,18.326672,36.768072,1.022366,4,0.662315,0.398622,0.03,0.111056,LOW
S00376,L0018,T02,376,21,581.087525,19.032722,18.079992,1.195071,1,-1.641051,0.437491,0.03,0.041887,LOW
S00420,L0021,T03,420,168,20.642424,17.133528,53.268656,1.345211,4,1.07233,0.286157,0.118983,0.044838,LOW
S00307,L0015,T01,307,77,1751.689213,19.742407,37.574019,171.210755,3,-0.391738,0.357274,0.03,0.080913,LOW
S00607,L0030,T01,607,69,422.2889,19.063999,53.642267,7.615135,6,2.397074,0.271421,0.196482,0.038742,LOW
S00218,L0010,T02,218,79,44.835164,16.105572,41.866147,5.37711,2,-0.501154,0.297758,0.095344,0.029347,LOW
S00688,L0034,T01,688,168,90.636214,20.364945,43.705186,2.990525,0,-1.941801,0.391621,0.03,0.029887,LOW
S00135,L0006,T01,135,111,21.731085,18.331045,47.358235,691.52738,5,1.844311,0.280523,0.120845,0.061267,LOW
S00028,L0001,T01,28,172,3348.353718,17.697026,27.749495,12.768113,1,-2.339058,0.439555,0.03,0.041887,LOW
S00732,L0036,T01,732,169,1424.177161,19.348876,28.00319,21.254918,5,1.05538,0.435577,0.03,0.150588,HIGH
S00170,L0008,T01,170,110,1437.177054,19.714242,31.532009,9.330016,2,-0.927362,0.417777,0.03,0.058415,LOW
S00467,L0023,T01,467,111,126.617263,15.462879,46.432248,152.579653,0,-2.097564,0.308265,0.089214,0.015807,LOW
S00364,L0018,T02,364,92,1281.603863,15.18409,55.332293,56.765971,1,-1.904298,0.374938,0.03,0.041887,LOW
S00297,L0014,T01,297,36,460.64296,15.788658,32.131395,4.944123,4,0.695467,0.384561,0.03,0.111056,LOW
S00495,L0024,T01,495,78,69.609964,21.646343,44.798066,27.962358,6,2.449105,0.293772,0.079727,0.127084,HIGH
S00174,L0008,T03,174,183,47.555702,18.609207,57.135119,32.753426,2,-0.311482,0.327145,0.048369,0.048243,LOW
S00518,L0025,T02,518,99,168.830964,18.488501,48.855616,30.916211,1,-1.38375,0.328749,0.055767,0.031878,LOW
S00696,L0034,T01,696,108,1935.643822,18.731261,42.060049,864.69107,3,-0.298025,0.448422,0.03,0.080913,LOW
S00434,L0021,T03,434,173,1823.259793,17.998293,42.231405,5.729689,2,-1.152129,0.48419,0.03,0.058415,LOW
S00055,L0002,T01,55,162,239.480583,,18.964224,156.237011,1,-1.496537,0.355271,0.03,0.041887,LOW
S00681,L0034,T01,681,50,17.242273,18.586371,46.748643,4.579069,5,2.091845,0.288008,0.221786,0.021049,LOW
S00507,L0025,T01,507,138,41.889369,18.489524,45.10733,29.85007,5,1.819893,0.344285,0.030643,0.149684,HIGH
S00721,L0036,T02,721,104,1083.148377,18.936631,38.884641,12.43181,4,0.488338,0.388662,0.03,0.111056,LOW
S00213,L0010,T01,213,179,64.716261,16.63604,39.364603,211.381343,5,1.673397,0.391813,0.03,0.150588,HIGH
S00380,L0019,T01,380,121,225.060962,18.044284,38.446232,40.914781,30.0,0.141645,0.367936,0.03,0.080913,LOW
S00036,L0001,T01,36,117,1659.754695,19.427526,55.36628,61.261546,2,-1.074248,0.400054,0.03,0.058415,LOW
S00026,L0001,T01,26,36,10.422528,18.066866,38.884023,16.494112,5,1.925202,0.288037,0.153709,0.043488,LOW
S00197,L0009,T01,197,8,1400.849044,16.441747,46.766019,58.697412,0,-2.589702,0.432344,0.03,0.029887,LOW
S00340,L0017,T01,340,188,1372.888318,19.401158,54.825912,495.995702,6,1.805144,0.441467,0.03,0.201009,HIGH
S00537,L0026,T01,537,93,1401.478467,17.882259,59.597924,2.221621,0,-2.587632,0.382231,0.03,0.029887,LOW
S00246,L0012,T02,246,,577.603849,18.740764,50.726093,729.595649,1,-1.343947,0.366455,0.03,0.041887,LOW
S00768,L0038,T01,768,37,42.574648,16.79819,32.868693,2.925828,3,0.139179,0.336128,0.085553,0.045604,LOW
S00741,L0037,T02,741,14,679.546262,19.226094,33.503758,33.634218,3,-0.07735,0.439028,0.03,0.080913,LOW
S00467,L0023,T01,467,111,126.617263,15.462879,46.432248,152.579653,0,-2.097564,0.308265,0.089214,0.015807,LOW
S00316,L0015,T02,316,177,950.943567,16.154637,47.942778,78.42536,0,-2.651347,0.361611,0.03,0.029887,LOW
S00480,L0024,T01,480,43,402.499271,16.461774,35.024216,9.394483,7,2.796419,0.367641,0.03,0.263084,HIGH
S00257,L0012,T02,257,12,782.973259,17.189484,48.44221,55.197385,2,-0.928153,0.437895,0.03,0.058415,LOW
S00466,L0023,T01,466,154,167.181502,18.984363,35.438942,55.46676,5,1.601788,0.387835,0.03,0.150588,HIGH
S00419,L0020,T02,419,174,444.154673,18.22456,52.341568,22.719879,3,-0.023513,0.416888,0.03,0.080913,LOW
S00068,L0003,T01,68,122,473.198687,18.515902,39.005357,93.981813,5,1.352954,0.380603,0.03,0.150588,HIGH
S00510,L0025,T01,510,109,2972.278346,18.410393,44.483633,5.244606,5,0.74837,0.367883,0.03,0.150588,HIGH
S00401,L0020,T01,401,33,1096.610411,17.507233,53.477601,384.117197,1,-1.765244,0.437507,0.03,0.041887,LOW
S00755,L0037,T03,755,80,37.65847,19.579271,49.259477,288.396177,7,3.288562,0.288127,0.11718,0.120365,HIGH
S00447,L0022,T01,447,191,3272.916788,16.980243,49.174383,144.325869,3,-0.681897,0.475107,0.03,0.080913,LOW
S00276,L0013,T01,276,62,2211.936763,17.497226,55.977404,417.010385,5,0.861498,0.399916,0.03,0.150588,HIGH
S00239,L0011,T01,239,164,2429.01755,17.383025,54.104926,13.94841,4,0.043051,0.452766,0.03,0.111056,LOW
S00184,L0009,T01,184,99,4711.112233,18.406259,65.701251,90.354865,6,1.241397,0.434291,0.03,0.201009,HIGH
S00520,L0026,T02,520,138,50.052593,2.049769,54.486589,7.840451,4,1.080345,0.277652,0.093759,0.05834,LOW
S00338,L0016,T03,338,94,1220.681391,17.771769,44.889691,2.518685,7,2.768146,0.387723,0.03,0.263084,HIGH
S00613,L0030,T02,613,59,969.009394,18.211491,54.91918,,1,-1.618677,0.389185,0.03,0.041887,LOW
S00718,L0035,T02,718,130,16.215114,17.880678,48.749775,122.969575,4,1.374649,0.261112,0.184001,0.022444,LOW
S00298,L0014,T01,298,12,149.003626,18.314316,59.67981,78.878796,0,-4.338163,0.39268,0.03,0.029887,LOW
S00566,L0028,T03,566,59,,19.184053,38.307358,6.884723,5,1.829291,0.311296,0.058045,0.11522,LOW
S00662,L0033,T01,662,192,1371.66755,16.799791,48.212275,32.651944,7,2.425677,0.414857,0.03,0.263084,HIGH
S00568,L0028,T01,568,71,45.041377,19.445078,50.334972,29.015763,4,1.171419,0.283788,0.119062,0.044801,LOW
S00425,L0021,T01,425,168,16.219116,,44.596762,14.973204,7,3.277091,0.286005,0.239154,0.034533,LOW
S00345,L0017,T02,345,22,151.334765,16.471842,47.481695,2.934957,6,2.279593,0.40365,0.03,0.201009,HIGH
S00152,L0007,T03,152,28,363.016577,19.520586,42.806331,,6,2.142735,0.415657,0.03,0.201009,HIGH
S00774,L0038,T01,774,59,239.645584,18.644336,70.673724,10.608244,4,0.878436,0.350486,0.03,0.111056,LOW
S00269,L0013,T01,269,82,21.437223,17.157437,60.958864,1.234567,5,1.822921,0.257137,0.155689,0.042591,LOW
S00142,L0007,T02,142,191,761.810898,18.797577,47.233459,8.62836,6,2.047595,0.44893,0.03,0.201009,HIGH
S00378,L0018,T02,378,39,16.582771,19.260532,38.21784,16.083342,6,2.825007,0.277561,0.1388,0.070647,LOW
S00670,L0033,T03,670,23,244.90087,17.313827,27.550426,119.620546,6,2.248783,0.419017,0.03,0.201009,HIGH
S00126,L0006,T02,126,72,15.330634,18.634383,52.888487,65.589855,7,3.387746,0.237525,0.285012,0.021142,LOW
S00482,L0024,T02,482,90,4707.19088,18.184617,51.476266,3.049484,2,-1.62469,0.431473,0.03,0.058415,LOW
S00640,L0032,T01,640,122,2455.857932,17.541104,42.784063,69.92783,1,-1.914105,0.418909,0.03,0.041887,LOW
S00393,L0019,T01,393,27,151.644929,15.095601,42.767704,19.674243,,-0.595398,0.369054,0.03,0.058415,LOW
S00264,L0013,T01,264,104,146.713409,18.921117,45.096245,32.900685,4,0.979392,0.340206,0.03,0.111056,LOW
S00428,L0021,T03,428,189,166.291824,15.849204,36.552015,5.764563,7,2.769417,0.455482,0.03,0.263084,HIGH
S00724,L0036,T01,724,104,78.349714,17.84233,53.117813,49.180084,6,2.38669,0.335824,0.03,0.201009,HIGH
S00317,L0015,T01,317,72,14.262649,15.259771,35.763778,1.540904,4,1.093988,0.263334,0.213016,0.016412,LOW
S00023,L0001,T01,23,60,165.726774,17.410031,46.8781,18.428235,6,2.144583,0.351042,0.03,0.201009,HIGH
S00436,L0021,T01,436,114,16.299473,17.806128,39.829315,215.081503,2,-0.094358,0.300044,0.114535,0.023895,LOW
S00121,L0006,T01,121,8,3602.807069,18.5768,43.606851,111.236494,2,-1.578598,0.449052,0.03,0.058415,LOW
S00311,L0015,T01,311,59,11.910676,18.00563,55.406746,48.820622,3,0.371041,0.314284,0.12344,0.030536,LOW
S00439,L0021,T01,439,156,13.327235,18.030121,52.74065,3.918168,6,2.896497,0.290782,0.140199,0.069643,LOW
S00235,L0011,T02,235,128,21.260067,14.904181,42.613,1.356445,4,1.127534,0.260429,0.193234,0.020321,LOW
S00399,L0019,T01,399,174,364.891372,17.665892,53.518202,64.080431,1,-1.341195,0.412348,0.03,0.041887,HIGH
S00481,L0024,T01,481,168,31.808876,17.382208,44.306663,24.546951,3,0.30196,0.318279,0.108445,0.035816,LOW
S00231,L0011,T01,231,138,442.355419,18.39735,49.325913,1.642501,5,1.463329,0.402512,0.03,0.150588,HIGH
S00131,L0006,T03,131,55,922.777492,18.062055,41.200465,74.835112,0,-2.346084,0.40354,0.03,0.029887,LOW
S00012,L0000,T01,12,39,187.991273,17.097581,33.255439,126.368757,6,2.261316,0.343164,0.051776,0.165269,HIGH
S00772,L0038,T01,772,96,1728.717604,15.154918,25.476173,26.067833,5,0.813258,0.386734,0.03,0.150588,HIGH
S00095,L0004,T01,95,14,125.7803,16.028218,35.83444,28.715611,5,1.524618,0.643817,0.03,0.150588,HIGH
S00347,L0017,T02,347,23,15.18329,18.500901,30.389924,98.992114,2,-0.183974,0.292425,0.098161,0.028477,LOW
S00337,L0016,T02,337,16,12.121859,19.993502,45.091177,,0,-1.322665,0.309325,0.093877,0.015029,LOW
S00198,L0009,T03,198,107,,15.298071,56.631472,12.065122,5,1.742179,0.318961,0.08766,0.085939,LOW
S00089,L0004,T02,89,176,644.491636,18.00393,48.644215,2.318496,0,-2.245865,0.369962,0.03,0.029887,LOW
S00797,L0039,T03,797,40,62.859812,19.280353,41.526315,106.366525,6,2.560189,0.376403,0.03,0.201009,HIGH
S00745,L0037,T02,745,117,83.453715,20.611005,53.979566,10.030065,6,2.436838,0.27663,0.086661,0.11886,LOW
S00049,L0002,T01,49,185,20.814392,18.675914,54.709036,3.405695,5,1.847963,0.320606,0.083913,0.089233,LOW
S00322,L0016,T02,322,112,230.808616,19.880768,21.961655,695.981122,0,-2.078007,0.305908,0.087057,0.016181,LOW
S00225,L0011,T01,225,6,275.427515,18.507991,54.556244,1.64591,1,-1.464616,0.366354,0.03,0.041887,LOW
S00299,L0014,T01,299,147,621.205634,20.241105,43.010951,1.481185,0,-2.256321,0.365521,0.03,0.029887,LOW
S00637,L0031,T02,637,110,465.310861,18.182585,34.689879,13.361701,2,-0.932161,0.379128,0.03,0.058415,LOW
S00119,L0005,T01,119,77,2340.446634,17.549694,47.73989,3.852194,5,0.890156,0.400352,0.03,0.150588,HIGH
S00039,L0001,T03,39,112,120.016865,18.539891,55.493317,90.46835,6,2.340329,0.327511,0.03,0.201009,HIGH
S00147,L0007,T02,147,68,113.408003,18.056314,29.888247,34.21124,4,0.853557,0.320713,0.03,0.111056,LOW
S00653,L0032,T01,653,113,1983.161418,16.717971,38.856561,,3,-0.528576,0.424496,0.03,0.080913,LOW
S00589,L0029,T01,589,42,13.401354,17.361897,56.597649,1.961752,6,2.686587,0.281557,0.177823,0.047153,LOW
S00285,L0014,T02,285,59,44.50678,21.119436,39.324961,8.670048,0,-1.564196,0.330708,0.077869,0.017871,LOW
S00113,L0005,T01,113,165,66.051911,17.642847,63.572225,5.393637,5,1.744339,0.340074,0.068377,0.104131,LOW
S00468,L0023,T02,468,127,33.806489,18.34313,51.536734,588.057526,4,1.17347,0.324069,0.076751,0.069509,LOW
S00063,L0003,T01,63,72,128.874479,16.085447,40.001586,29.867449,2,-0.783117,0.340447,0.03,0.058415,LOW
S00463,L0023,T03,463,74,43.620872,17.591492,38.672682,65.199537,5,1.649325,0.285061,0.11151,0.067445,LOW
S00643,L0032,T02,643,188,395.502883,19.022678,47.014263,25.63847,3,-0.236892,0.419296,0.03,0.080913,LOW
S00206,L0010,T01,206,75,405.464039,15.880431,30.86281,1.61606,4,0.615345,0.384906,0.03,0.111056,LOW
S00567,L0028,T01,567,148,2655.041845,17.279392,72.589982,265.644553,4,0.042947,0.425635,0.03,0.111056,LOW
S00404,L0020,T02,404,21,88.997667,17.601531,38.874915,17.239213,6,2.363232,0.337079,0.037265,0.188481,HIGH
S00594,L0029,T02,594,79,360.012987,17.043391,52.915394,22.525244,6,1.997217,0.365607,0.03,0.201009,HIGH
S00798,L0039,T01,798,148,1815.872187,16.75104,40.240042,255.531883,5,0.934577,0.390411,0.03,0.150588,HIGH
S00078,L0003,T02,78,118,303.83378,16.327,31.079813,204.959557,1,-1.42841,0.350507,0.03,0.041887,LOW
S00101,L0005,T01,101,91,29.615786,17.810986,40.840126,894.95616,0,-1.609163,0.24765,0.166625,0.006808,LOW
S00122,L0006,T01,122,39,314.773061,16.726431,38.753147,339.354763,4,0.425965,0.370299,0.03,0.111056,LOW
S00118,L0005,T01,118,78,33.027845,18.814517,44.055706,174.908451,7,3.219099,0.289197,0.085995,0.161658,HIGH
S00359,L0017,T02,359,137,68.327326,18.426377,38.177347,3.294038,1,-0.936553,0.32453,0.052677,0.032944,LOW
S00056,L0002,T02,56,4,4676.218329,16.000657,37.217161,399.767334,7,1.7721,0.490976,0.03,0.263084,HIGH
S00366,L0018,T03,366,18,78.835038,18.192071,39.340607,791.470784,6,2.436091,0.365914,0.03,0.201009,HIGH
S00123,L0006,T01,123,33,11.809848,16.827642,41.274495,200.458386,5,1.962422,0.296913,0.161216,0.04018,LOW
S00205,L0010,T01,205,4,71.435833,18.856841,41.041372,11.420277,1,-1.215428,0.35701,0.03,0.041887,LOW
S00485,L0024,T01,485,177,379.466409,17.822603,38.972383,823.236439,3,-0.081453,0.384801,0.03,0.080913,LOW
S00656,L0032,T02,656,5,278.907978,18.241555,52.603014,74.274076,0,-2.150214,0.423086,0.03,0.029887,LOW
S00783,L0039,T01,783,98,4858.098405,15.648858,62.832247,11.49543,4,-0.406553,0.414159,0.03,0.111056,LOW
S00392,L0019,T01,392,51,3567.72106,17.714553,56.226409,155.626818,0,-2.932999,0.451216,0.03,0.029887,LOW
S00756,L0037,T02,756,171,260.871883,15.670556,31.067804,272.874738,3,-0.209021,0.374139,0.03,0.080913,LOW
S00372,L0018,T01,372,38,130.440404,17.107091,46.696743,7.7764,6,2.394325,0.343875,0.03,0.201009,HIGH
S00247,L0012,T01,247,132,12.45104,17.204653,63.274516,50.222688,4,1.240294,0.291016,0.170533,0.025936,LOW
S00451,L0022,T02,451,155,2028.605575,18.450085,51.854823,3.659136,0,-2.611265,0.434529,0.03,0.029887,LOW
S00260,L0013,T01,260,181,2460.413611,19.623506,53.226967,253.12688,4,0.327816,0.474321,0.03,0.111056,LOW
S00183,L0009,T01,183,136,2563.899415,17.36254,40.963333,4.150066,7,2.125824,0.437098,0.03,0.263084,HIGH
S00171,L0008,T03,171,181,29.062353,16.312329,32.570948,692.956026,6,2.532632,0.314348,0.099761,0.104577,LOW
S00551,L0027,T03,551,86,621.750677,19.499505,56.724735,578.024487,5,1.400136,0.375716,0.03,0.150588,HIGH
S00038,L0001,T01,38,158,41.667354,17.483164,45.140204,4.00344,7,3.283549,0.3178,0.053144,0.216771,HIGH
S00284,L0014,T02,284,130,53.246599,17.942531,52.036036,4.750525,2,-0.414997,0.29406,0.065868,0.040135,LOW
S00037,L0001,T01,37,115,14.09967,16.794996,48.318578,13.349319,2,-0.1262,0.274989,0.208809,0.008604,HIGH
S00690,L0034,T01,690,13,2180.456889,18.569651,37.888142,166.450853,3,-0.476021,0.428617,0.03,0.080913,LOW
S00148,L0007,T01,148,58,31.67948,18.573925,54.221542,96.134809,,2.768869,0.270381,0.188522,0.042138,LOW
S00172,L0008,T02,172,92,2146.03473,18.611311,38.062463,38.862654,4,0.22915,0.376312,0.03,0.111056,LOW
S00281,L0014,T03,281,172,10.363816,16.807373,37.236649,4.789075,5,2.070062,0.265489,0.181828,0.032292,LOW
S00476,L0023,T01,476,144,414.185518,18.648546,44.137664,250.543378,5,1.495905,0.377619,0.03,0.150588,HIGH
S00519,L0025,T01,519,96,95.490389,18.180117,47.860659,90.778125,6,2.286205,0.346142,0.03,0.201009,HIGH
S00460,L0023,T01,460,185,69.706741,16.37886,43.389393,371.584622,6,2.274643,0.353959,0.03,0.201009,HIGH
S00386,L0019,T01,386,163,2257.920158,18.212122,48.53004,917.40965,7,2.311033,0.454973,0.03,0.263084,HIGH
S00499,L0024,T03,499,142,550.688543,18.443385,52.007143,79.489541,2,-0.860882,0.434493,0.03,0.058415,LOW
S00134,L0006,T01,134,101,402.870011,17.830255,38.295547,10.357034,4,0.621182,0.391983,0.03,0.111056,LOW
S00777,L0038,T02,777,72,272.63226,19.437438,31.77381,117.578977,5,1.618574,0.352953,0.03,0.150588,HIGH
S00203,L0010,T01,203,147,991.01018,20.057855,46.140722,11.415346,1,-1.555585,0.351776,0.03,0.041887,LOW
S00441,L0022,T01,441,179,446.844818,16.581329,46.811681,217.745051,2,-0.805423,0.400267,0.03,0.058415,LOW
