sample_id,lot_id,tool_id,sequence,pressure_mean,pressure_std,temperature_c,rf_power_w,gas_flow_sccm,motor_current_a,vibration_rms,endpoint_slope,step_duration_s,anomaly_type,anomaly_score,yield_loss_proxy
S00535,L0026,T03,535,27.791375,0.273135,41.662945,786.807938,104.84937,13.010823,0.938301,-0.040389,72.457495,NORMAL,0.196271,5.762369
S00427,L0021,T03,427,27.284417,0.436339,46.4669,814.589586,102.350012,10.488598,0.877046,-0.046738,68.925931,NORMAL,0.177651,8.429575
S00559,L0027,T01,559,29.992278,0.414333,42.379381,849.473696,101.485062,12.392946,0.621992,-0.044724,72.762255,NORMAL,0.276881,11.389664
S00566,L0028,T01,566,27.050336,0.33614,47.310179,813.978305,105.904396,12.209091,1.309538,-0.053852,70.286779,NORMAL,0.273957,7.668202
S00150,L0007,T01,150,27.592776,0.316478,43.51956,829.396492,100.837966,11.694836,1.047434,-0.05258,70.286783,NORMAL,0.18483,6.31432
S00650,L0032,T02,650,28.801854,0.697363,43.174889,828.370465,103.240762,13.086222,0.819566,-0.033404,74.363824,NORMAL,0.240251,16.487781
S00529,L0026,T01,529,27.685739,0.387482,42.218956,831.229675,107.402476,12.538577,1.132073,-0.04031,75.929166,NORMAL,0.223676,11.76978
S00317,L0015,T02,317,28.951972,0.161406,42.954941,768.571638,101.861752,12.914967,1.03721,-0.033335,69.156678,NORMAL,0.275823,8.597727
S00187,L0009,T04,187,27.983238,0.425943,43.277978,984.690027,,11.544675,1.01299,-0.044033,75.491554,ARC,0.572297,16.988299
S00275,L0013,T01,275,29.109093,0.347897,42.549032,812.49345,107.168825,12.518528,0.887537,-0.038492,69.13577,NORMAL,0.18308,4.942065
S00376,L0018,T01,376,30.745826,0.271595,43.943717,856.26955,111.052835,11.283266,0.850678,-0.031778,72.703856,NORMAL,0.308534,9.547473
S00503,L0025,T03,503,30.403718,0.442976,44.486154,794.298662,109.470661,12.961103,0.778359,-0.034571,68.387839,NORMAL,0.295183,13.59491
S00673,L0033,T01,673,28.829681,0.233946,45.013251,817.567965,106.987411,13.430354,0.84198,-0.043586,71.834949,NORMAL,0.116546,8.145222
S00444,L0022,T01,444,27.147687,0.283409,44.823796,838.825642,101.218963,14.066078,0.545221,-0.036642,73.229105,NORMAL,0.160532,3.865744
S00111,L0005,T01,111,27.64896,,44.253293,799.431063,98.375102,12.676252,1.110037,-0.037479,71.224655,NORMAL,0.221238,8.791268
S00364,L0018,T01,364,29.346422,0.287864,44.056939,818.929065,106.656804,11.748767,0.342353,-0.029749,78.908307,NORMAL,0.141964,6.688463
S00511,L0025,T01,511,26.255876,0.382945,43.79979,776.898057,106.004537,11.900595,0.845654,-0.039965,78.26328,NORMAL,0.302111,11.049617
S00670,L0033,T01,670,29.022204,0.261817,44.468356,788.613135,104.206615,,0.611944,-0.047912,71.498033,NORMAL,0.195032,9.778474
S00788,L0039,T01,788,29.297856,0.222415,42.743955,802.222087,104.536305,10.860532,0.180383,-0.027945,67.042471,NORMAL,0.164941,6.160071
S00254,L0012,T01,254,28.485137,0.272478,42.560242,830.284534,108.551839,13.173724,0.812535,-0.037544,74.304283,NORMAL,0.121221,7.681324
S00526,L0026,T01,526,29.100341,0.328189,43.675938,830.649566,106.483291,13.232624,0.792791,-0.04194,77.372932,NORMAL,0.163688,7.977071
S00062,L0003,T01,62,26.525549,,44.272038,850.491026,99.941431,13.089471,0.573338,-0.038093,71.730809,NORMAL,0.248814,8.73623
S00210,L0010,T03,210,,0.335736,46.063162,814.572487,106.85827,12.222573,0.524098,-0.040937,71.162773,NORMAL,0.189771,6.315141
S00147,L0007,T02,147,27.386474,0.028622,45.611147,800.149102,105.986523,12.128138,0.879854,-0.035774,72.10994,NORMAL,0.107423,8.373321
S00375,L0018,T01,375,28.173142,,43.460268,796.314567,103.180068,11.453431,0.71496,-0.021211,71.368804,NORMAL,0.105058,5.182086
S00277,L0013,T03,277,28.620565,0.500452,43.492798,831.65023,110.839294,16.547676,2.523807,-0.038127,68.070985,BEARING,0.616219,16.892033
S00357,L0017,T02,357,28.510079,0.310672,41.03006,925.058376,104.166633,12.172594,0.656446,-0.044933,73.96016,ARC,0.365818,12.76672
S00009,L0000,T01,9,29.006294,0.296958,42.085039,806.324803,109.323891,13.216241,1.043218,-0.042697,66.329192,NORMAL,0.219547,5.360141
S00527,L0026,T01,527,27.161216,0.551624,41.745941,814.210913,105.538718,11.687145,0.797083,-0.048094,64.523681,NORMAL,0.194318,6.621717
S00383,L0019,T01,383,26.032944,0.4195,46.581796,894.187734,104.125436,11.600475,1.265432,,71.682226,NORMAL,0.505055,19.538812
S00145,L0007,T04,145,27.201394,0.340432,40.400115,804.257933,108.737911,11.277134,0.344401,-0.032273,74.927427,NORMAL,0.164393,6.707238
S00750,L0037,T03,750,29.488004,0.282726,42.488525,820.227026,103.263527,10.454396,0.747721,-0.055987,69.518443,NORMAL,0.145649,8.07655
S00696,L0034,T01,696,27.956577,0.468803,47.356585,777.181345,106.100587,14.942685,2.299378,-0.057562,73.760182,BEARING,0.601263,21.168597
S00758,L0037,T01,758,27.816942,0.376096,45.880504,811.652068,102.944983,11.537535,0.818099,-0.035887,73.367837,NORMAL,0.128571,3.811767
S00798,L0039,T03,798,29.347617,0.214101,40.772759,809.434677,104.566096,11.794904,0.888979,0.019385,83.671854,ENDPOINT,0.169564,4.648442
S00347,L0017,T01,347,29.947777,0.19183,,874.458966,104.347432,11.783934,0.621081,-0.047921,68.910806,NORMAL,0.281494,13.648731
S00104,L0005,T01,104,26.877839,0.132667,43.802802,811.64984,99.80592,12.497275,0.458917,-0.036496,70.209928,NORMAL,0.11015,3.116998
S00611,L0030,T02,611,28.906117,0.030743,40.269082,801.996178,107.323706,14.232366,0.854379,-0.039208,73.188316,NORMAL,0.111596,6.828913
S00451,L0022,T02,451,27.778738,0.318866,42.822018,766.104135,110.09726,12.006166,1.060934,-0.035934,72.392,NORMAL,0.290753,7.882844
S00779,L0038,T03,779,26.018912,0.308326,45.19526,931.549934,107.152329,11.341443,0.806413,-0.035255,68.669299,ARC,0.456614,13.633535
S00191,L0009,T01,191,26.767812,0.323236,44.726159,844.381347,104.554768,11.830879,0.535835,-0.044235,68.344817,NORMAL,0.203372,8.965561
S00531,L0026,T01,531,29.666401,0.493392,43.056896,823.826328,102.287371,11.455228,0.663373,-0.037612,66.06313,NORMAL,0.216234,7.290481
S00319,L0015,T04,319,29.036308,0.254443,46.732478,829.773508,112.376552,12.461829,0.844164,-0.036984,70.351537,NORMAL,0.150901,11.317057
S00786,L0039,T01,786,26.267982,0.39959,43.52503,849.475772,104.801665,12.516947,0.652635,-0.041004,71.670697,NORMAL,0.260188,5.943787
S00248,L0012,T01,248,28.895536,0.219477,45.397477,860.988078,105.785899,11.93972,,-0.055257,74.51499,NORMAL,0.238703,12.394436
S00677,L0033,T03,677,28.633249,0.44985,43.130407,796.016817,104.035953,12.307983,0.665601,-0.035832,76.676641,NORMAL,0.204083,8.705846
S00351,L0017,T01,351,28.890688,0.569099,43.805904,803.320416,101.711114,12.282345,0.890419,0.012155,84.04535,ENDPOINT,0.251113,8.103751
S00153,L0007,T04,153,26.502428,0.355206,44.842304,786.574869,113.670085,11.715619,0.98219,-0.032217,72.418902,NORMAL,0.29279,11.414373
S00301,L0015,T01,301,28.413452,0.311794,42.256816,832.28555,102.433894,10.995914,1.383084,-0.051396,74.324514,NORMAL,0.275106,11.01348
S00431,L0021,T01,431,29.495175,0.214914,45.016857,853.016188,103.013612,10.244472,0.596473,-0.045639,70.521847,NORMAL,0.211028,7.698997
S00139,L0006,T01,139,27.356987,0.212852,46.366901,807.792338,106.66011,,1.064653,-0.028909,74.441888,NORMAL,0.182046,7.62841
S00494,L0024,T01,494,28.142798,0.215013,42.45301,841.343146,112.47462,11.433468,0.598853,-0.034431,74.35661,NORMAL,0.114251,8.92312
S00064,L0003,T03,64,28.02565,0.218228,223.806215,,100.476639,12.477742,1.056123,-0.040186,74.035626,NORMAL,0.176917,5.096008
S00473,L0023,T01,473,28.551706,0.168987,45.72453,761.446527,96.959193,11.300401,0.830745,-0.033543,70.401807,NORMAL,0.223902,7.97304
S00514,L0025,T01,514,27.099154,0.304448,40.95616,781.497713,101.074105,16.197829,2.757083,-0.039021,71.740458,BEARING,0.706681,22.549929
S00472,L0023,T02,472,29.07961,0.203724,43.741776,836.654139,,16.995286,2.689098,-0.030766,78.699842,BEARING,0.618821,19.403041
S00231,L0011,T01,231,24.677951,0.106036,45.796864,816.029746,100.114192,11.659066,1.107886,-0.041746,68.973303,NORMAL,0.279508,6.277588
S00242,L0012,T03,242,26.807529,0.217163,43.279352,827.935769,102.861209,12.402598,0.778104,-0.034036,74.426864,NORMAL,0.133754,6.397435
S00775,L0038,T04,775,25.329573,0.250389,45.755798,819.286919,103.767347,13.862977,1.029178,-0.044759,72.495688,NORMAL,0.255196,9.480379
S00486,L0024,T03,486,28.238047,0.430016,44.465715,823.097315,101.004133,12.492846,0.768469,-0.041007,72.747773,NORMAL,0.12715,7.037514
S00265,L0013,T02,265,26.492349,0.328741,43.751262,819.88337,105.696215,11.14779,0.926142,-0.034215,73.39479,NORMAL,0.189395,6.873782
S00387,L0019,T02,387,28.386215,0.319401,42.376681,796.3392,100.26838,11.816104,1.164742,-0.056111,74.565045,NORMAL,0.249498,8.920434
S00724,L0036,T01,724,27.76541,0.256143,45.27126,849.518856,109.351653,11.825403,0.884458,-0.042029,75.077248,NORMAL,0.170677,9.702623
S00586,L0029,T01,586,28.505449,0.233976,44.639615,808.447574,108.518474,10.564126,0.687227,-0.037465,74.529326,NORMAL,0.112648,5.330294
S00772,L0038,T01,772,29.641336,0.253794,42.331158,852.435737,104.316343,11.964209,0.492085,-0.047778,72.74499,NORMAL,0.226605,9.370153
S00502,L0025,T02,502,28.642024,0.449621,43.296803,834.083778,102.967134,12.56409,0.421537,-0.041213,75.237651,NORMAL,0.179716,6.126357
S00561,L0028,T01,561,28.156078,0.199783,44.144318,836.425991,103.564878,11.828753,0.44536,-0.049547,74.665899,NORMAL,0.098815,8.884867
S00137,L0006,T01,137,27.629374,0.260308,43.642174,786.18102,107.47867,12.094234,0.574467,-0.035881,76.027317,NORMAL,0.168156,8.474625
S00485,L0024,T02,485,26.696047,0.515875,43.609973,875.105195,108.116856,11.513088,0.79474,-0.045446,76.198216,NORMAL,0.331929,9.499184
S00416,L0020,T02,416,27.555251,0.531948,46.373279,797.858244,110.122442,12.355063,0.831344,-0.032616,74.308676,NORMAL,0.218415,9.652906
S00544,L0027,T01,544,,0.349317,45.486744,777.121122,104.128742,12.748248,0.768096,-0.033398,73.898136,NORMAL,0.223574,9.600443
S00120,L0006,T01,120,27.883388,0.618121,43.746847,860.194764,108.156397,11.587039,0.850111,-0.027911,70.690241,NORMAL,0.273375,10.567363
S00603,L0030,T02,603,27.772633,0.504189,43.297267,816.952729,106.970574,14.582676,2.259094,-0.025954,68.830145,BEARING,0.509807,15.424545
S00398,L0019,T04,398,28.621945,0.297396,44.748553,868.930353,104.689159,15.46577,2.839581,-0.047375,69.371087,BEARING,0.737667,21.830588
S00300,L0015,T01,300,28.009628,0.234836,43.397599,825.354875,108.492538,11.806651,0.766477,-0.027618,73.144422,NORMAL,0.072578,1.298161
S00420,L0021,T01,420,27.922175,,43.002608,829.997521,102.54688,12.135074,0.978256,-0.03904,70.208503,NORMAL,0.193458,8.271458
S00323,L0016,T02,323,29.748629,0.435816,43.099518,882.020164,99.303343,12.850616,0.761288,-0.039171,75.404555,ARC,0.351436,8.390149
S00620,L0031,T03,620,27.240124,0.461816,40.938864,951.100142,106.587007,14.451471,1.011819,-0.036334,76.452462,ARC,0.534153,15.870401
S00553,L0027,T03,553,27.829707,0.220027,44.525901,788.6923,106.27558,13.652182,0.704143,0.008584,80.695293,ENDPOINT,0.141791,8.075764
S00369,L0018,T01,369,28.091788,0.179207,45.0973,870.747929,99.196166,16.078611,2.801889,-0.044456,69.962225,BEARING,0.676733,23.257607
S00710,L0035,T01,710,26.027187,0.431752,44.820883,815.377856,102.752796,11.305585,0.84648,-0.026612,65.918802,NORMAL,0.229754,8.174828
S00155,L0007,T01,155,28.727393,0.236496,43.44833,773.617889,106.47708,11.141156,1.267497,-0.047035,70.679862,NORMAL,0.328323,10.787513
S00193,L0009,T01,193,26.770227,0.312945,44.269692,801.677118,101.794263,13.171114,0.699314,-0.028528,67.679281,NORMAL,0.185532,9.586583
S00517,L0025,T01,517,30.155628,0.568872,44.68181,776.310151,105.361735,13.960243,0.756758,-0.032628,73.696244,NORMAL,0.359224,11.861646
S00154,L0007,T04,154,26.043641,0.359032,46.666985,792.536084,106.902157,13.040364,0.549856,-0.038517,68.250491,NORMAL,0.256236,8.640546
S00127,L0006,T01,127,26.067887,0.394857,42.994635,818.21643,101.25951,10.9959,0.459691,-0.048596,74.946609,NORMAL,0.199779,7.986943
S00238,L0011,T03,238,28.658555,0.514744,40.174001,796.439786,103.556195,12.239841,1.072059,0.009586,81.316762,ENDPOINT,-0.033263,6.662568
S00614,L0030,T01,614,27.480628,0.492891,44.095669,792.066095,107.226531,11.245566,0.781327,-0.037348,72.851272,NORMAL,0.219026,10.304077
S00533,L0026,T01,533,29.472976,0.393672,46.581048,,102.025167,11.327576,0.509278,-0.007896,88.042794,ENDPOINT,0.240087,10.337296
S00188,L0009,T04,188,27.243344,0.120379,44.364103,789.36618,100.346839,11.121819,0.679437,-0.026634,72.577406,NORMAL,0.144512,4.755159
S00763,L0038,T03,763,29.425791,0.447301,44.25382,862.665347,106.220786,12.871351,0.838459,-0.035429,72.178232,NORMAL,0.299393,12.19432
S00246,L0012,T01,246,27.340197,0.373244,43.961648,826.179115,104.793819,12.609914,0.683445,-0.036701,77.971167,NORMAL,0.141749,1.912261
S00499,L0024,T01,499,27.263333,0.51223,43.774864,851.890477,102.498679,10.913651,0.978627,-0.047102,72.139746,NORMAL,0.289274,7.466167
S00230,L0011,T01,230,28.574091,0.52381,42.570914,797.57505,103.694793,11.777996,0.402333,-0.053145,67.375568,NORMAL,0.21572,9.405014
S00339,L0016,T04,339,28.335491,0.321867,43.852582,792.228542,107.946967,15.261161,2.707622,-0.037453,73.368666,BEARING,0.643575,19.169823
S00639,L0031,T04,639,27.863718,0.590996,41.614115,809.454913,102.557634,10.985638,,-0.032762,71.881954,NORMAL,0.266882,16.533319
S00421,L0021,T01,421,26.958476,0.436229,45.829122,788.422037,101.882948,12.828766,0.45843,,74.580306,NORMAL,0.240078,11.010111
S00742,L0037,T01,742,27.303282,0.316172,43.710268,827.199009,103.021229,11.627836,0.900951,-0.040717,73.131856,NORMAL,0.157114,5.764566
S00320,L0016,T03,320,29.289933,0.350206,43.060579,827.438106,109.787543,11.068007,0.756009,-0.054075,76.497208,NORMAL,0.170643,7.626514
S00386,L0019,T01,386,,0.269316,44.227161,812.707532,103.679169,12.412981,0.953288,-0.04192,71.876176,NORMAL,-0.350683,11.76853
S00151,L0007,T02,151,28.351612,,42.540494,822.784821,110.452069,12.326298,1.188714,-0.042014,69.049315,NORMAL,0.211406,10.058103
S00622,L0031,T01,622,28.901809,0.264011,41.198485,866.074767,108.401846,11.296352,1.17927,-0.051677,65.650612,NORMAL,0.321098,9.20716
S00414,L0020,T01,414,28.683393,0.327147,43.632638,822.582763,103.512164,16.771495,2.293311,-0.03657,70.021488,BEARING,0.495741,16.971328
S00564,L0028,T02,564,28.988618,0.482015,44.761442,820.68707,108.906236,13.850277,0.694231,-0.029854,75.219724,NORMAL,0.171652,6.056639
S00110,L0005,T01,110,28.944628,0.49046,43.791089,834.507159,105.627063,12.674154,0.792284,-0.035943,78.850208,NORMAL,0.206114,9.33153
S00770,L0038,T01,770,25.270456,0.422634,44.249123,809.775095,98.284499,12.589195,0.67841,-0.039689,75.064301,NORMAL,0.267698,8.545157
S00268,L0013,T02,268,27.714122,0.135777,,809.771975,103.112585,11.026852,0.817042,-0.049978,63.940518,NORMAL,0.078069,6.440726
S00284,L0014,T01,284,27.587188,0.54072,45.437587,797.448412,101.153462,11.745679,0.929742,-0.032188,74.484485,NORMAL,0.244635,9.752577
S00725,L0036,T01,725,28.804758,0.46463,42.59286,824.474526,107.170477,10.462106,1.262474,-0.004757,82.994667,ENDPOINT,0.2832,11.935194
S00768,L0038,T04,768,27.607711,0.402084,48.080519,839.200133,100.674167,11.667533,0.35256,-0.043726,70.23893,NORMAL,0.168136,7.165292
S00291,L0014,T02,291,28.414589,0.273738,44.592337,850.566097,106.456828,12.521586,0.811488,-0.025564,77.179138,NORMAL,0.168451,7.977172
S00013,L0000,T02,13,27.560309,0.45539,41.596927,831.193479,107.012197,10.639451,0.875366,,76.04774,NORMAL,0.182657,5.906342
S00537,L0026,T02,537,28.149853,0.302536,43.53301,806.093229,102.376296,11.031503,0.735785,-0.028014,70.61525,NORMAL,0.117894,6.964675
S00792,L0039,T03,792,26.771165,0.560055,46.322662,861.183981,106.514025,14.075777,0.734303,-0.049052,72.010262,NORMAL,0.304415,14.110462
S00086,L0004,T02,86,27.38683,0.520004,44.279458,798.847267,102.61398,12.751068,0.523203,-0.02891,71.212048,NORMAL,0.213541,9.512476
S00069,L0003,T04,69,28.737112,,47.258069,824.310027,102.051493,12.580176,1.196991,-0.044716,80.767379,NORMAL,0.204888,4.945842
S00665,L0033,T04,665,27.33813,0.189718,39.828133,944.610152,109.445464,13.11704,0.944416,-0.027848,74.252042,ARC,0.428152,14.851674
S00051,L0002,T01,51,29.532933,0.344611,42.574943,819.781201,105.477515,11.91784,,-0.03324,67.428416,NORMAL,0.163346,6.252356
S00396,L0019,T03,396,27.071455,0.261407,43.239392,787.385899,106.640446,11.784799,0.806917,-0.047014,71.890093,NORMAL,0.195044,9.577911
S00039,L0001,T01,39,28.310072,0.228758,43.001509,850.559908,100.350069,12.77913,0.989078,-0.05317,75.070133,NORMAL,0.196363,5.821806
S00092,L0004,T01,92,28.753598,0.451825,40.240348,796.605688,103.091597,11.345771,0.880967,-0.048894,68.825726,NORMAL,0.229364,5.733666
S00720,L0036,T02,720,26.375165,0.488933,42.797722,821.20654,102.953946,12.207758,0.600752,0.016996,81.379529,ENDPOINT,0.206491,10.531998
S00083,L0004,T03,83,28.072847,,44.65214,837.386199,103.429804,11.383911,0.795103,-0.050886,75.540706,NORMAL,0.150058,9.613167
S00781,L0039,T01,781,28.110347,0.403997,43.21566,795.375688,102.967635,12.363991,0.762243,-0.035098,72.284063,NORMAL,0.168077,11.551134
S00455,L0022,T03,455,29.602481,0.395347,45.154031,818.286279,96.996523,12.992038,1.045277,-0.047025,70.632316,NORMAL,0.244564,8.421998
S00256,L0012,T01,256,28.315012,0.328997,45.276548,831.344377,105.723614,10.591681,0.437801,-0.05369,71.429177,NORMAL,0.126361,3.493956
S00388,L0019,T01,388,28.639494,0.567212,43.373745,860.931785,105.056553,11.699393,1.282355,-0.03839,72.474908,NORMAL,0.396696,12.522746
S00141,L0007,T02,141,,0.528475,,834.509743,104.628749,11.834819,1.063985,-0.056006,76.114302,NORMAL,0.243439,14.455467
S00178,L0008,T04,178,28.671471,0.260107,45.220109,817.124788,106.075445,12.220368,1.041899,-0.024178,69.751184,NORMAL,0.166263,4.938663
S00681,L0034,T01,681,26.470088,0.202951,43.007836,812.972201,100.047161,12.009252,0.85522,0.011812,83.614596,ENDPOINT,0.158608,5.159573
S00459,L0022,T01,459,28.229035,0.158816,44.839727,825.695358,100.863348,11.913573,0.731801,-0.046015,72.247622,NORMAL,0.065394,0.692647
S00240,L0012,T01,240,27.540067,0.383621,42.26892,818.588071,101.151222,12.981591,0.527566,-0.055714,72.296275,NORMAL,0.122432,2.024906
S00106,L0005,T01,106,28.905412,0.331032,43.06235,817.646126,108.739952,11.992073,0.909386,-0.03011,72.150716,NORMAL,0.16126,7.949421
S00434,L0021,T03,434,28.6635,0.343047,46.471738,817.955037,104.695991,11.104714,0.650369,-0.027105,73.78109,NORMAL,0.124049,3.944997
S00000,L0000,T01,0,27.3513,0.378325,43.177506,813.161939,104.246398,11.342588,0.857281,-0.031645,73.488915,NORMAL,0.158432,4.894661
S00762,L0038,T01,762,29.758,0.322975,44.876017,947.663753,109.031098,11.20801,0.730395,0.010368,79.438628,ENDPOINT,0.487803,18.636164
S00135,L0006,T03,135,,0.542096,46.774062,849.901979,104.13354,12.190124,0.92499,-0.048348,76.188315,NORMAL,0.293347,15.282108
S00041,L0002,T03,41,28.145452,0.466162,44.906321,826.178994,105.874821,12.841333,0.47124,-0.055819,68.678945,NORMAL,0.139261,7.162184
S00700,L0035,T02,700,27.842684,0.290208,41.512919,822.232518,101.293544,12.406347,0.918522,-0.043435,69.901991,NORMAL,0.11563,2.239261
S00573,L0028,T01,573,27.190179,0.258455,44.427546,934.378021,108.68716,12.264802,0.798346,-0.043748,73.651725,ARC,0.39105,12.568207
S00260,L0013,T01,260,29.157934,0.081606,43.700579,819.904166,106.047605,11.496954,0.694917,-0.038155,74.499528,NORMAL,0.078538,3.672662
S00167,L0008,T04,167,26.968526,0.506734,44.831412,764.242533,105.363576,11.817167,0.698944,-0.050395,68.202035,NORMAL,0.317651,14.61961
S00033,L0001,T03,33,26.894222,0.304874,46.229938,859.091312,98.643547,10.655659,0.959795,-0.039715,73.6734,NORMAL,0.269184,5.534518
S00478,L0023,T02,478,27.492207,0.37967,44.221104,787.556606,103.499261,13.394578,0.700619,-0.038534,76.701306,NORMAL,0.201416,9.01055
S00693,L0034,T03,693,28.981454,0.36585,43.163981,804.634227,104.874246,12.778885,0.976273,-0.053557,79.439248,NORMAL,0.223018,7.87342
S00780,L0039,T01,780,26.493974,0.369695,42.610101,793.668431,103.537126,12.66676,0.585156,-0.049377,80.277557,NORMAL,0.233554,9.258364
S00703,L0035,T01,703,29.098503,0.209718,44.615732,824.055959,104.817722,10.45235,0.461277,-0.017747,71.047911,NORMAL,0.117495,5.683032
S00356,L0017,T01,356,26.824841,0.217928,44.223363,817.623502,105.308636,10.736192,0.879683,-0.044086,68.023168,NORMAL,0.139102,5.847836
S00118,L0005,T04,118,27.18726,0.283028,44.452066,825.808554,102.403978,12.439099,0.80511,-0.028439,69.988945,NORMAL,0.127193,4.457826
S00255,L0012,T01,255,28.524653,0.036709,43.22591,815.951487,108.783394,13.06429,0.692438,-0.032069,70.732863,NORMAL,0.045531,6.193156
S00050,L0002,T03,50,28.633309,0.317881,45.186599,825.290704,103.094044,11.731302,0.900656,-0.058514,73.953462,NORMAL,0.149527,7.860428
S00607,L0030,T01,607,28.656118,0.338494,45.478764,817.318305,,12.774365,1.024793,-0.029432,77.437597,NORMAL,0.180332,7.923167
S00453,L0022,T02,453,28.609216,0.242536,42.910023,806.063447,101.369688,12.513931,0.692314,0.0256,84.108112,ENDPOINT,0.125936,7.797447
S00267,L0013,T01,267,28.01607,0.311177,42.415125,838.289987,107.38046,12.887095,0.702491,-0.033296,65.643105,NORMAL,0.124323,5.984737
S00539,L0026,T02,539,30.331288,0.249477,43.18473,821.262761,106.050034,12.25053,1.013467,-0.052348,72.658366,NORMAL,0.235457,8.141021
S00774,L0038,T01,774,29.102033,0.270338,46.476573,816.791055,107.911239,10.613463,0.865663,-0.039998,73.879862,NORMAL,0.147124,6.166482
S00730,L0036,T01,730,27.574756,0.551681,43.375661,886.446553,107.066208,11.748378,0.87646,-0.041174,73.37149,NORMAL,0.344414,7.16084
S00144,L0007,T02,144,28.21202,0.209484,47.843742,807.370143,105.145856,11.103636,0.796393,-0.047931,73.504874,NORMAL,0.094547,4.673124
S00739,L0036,T01,739,30.133594,0.602197,41.994295,825.15143,108.12537,12.186298,0.771257,-0.038929,71.559517,NORMAL,0.270107,4.709388
S00158,L0007,T03,158,27.334478,0.311324,44.539788,944.809418,104.490293,12.689775,0.625682,0.022725,84.958161,ENDPOINT,0.423131,16.117927
S00010,L0000,T04,10,27.448511,0.478097,41.518728,806.818501,99.421429,12.866817,0.860289,-0.043771,67.557406,NORMAL,0.195125,6.849306
S00203,L0010,T02,203,29.311784,0.340262,43.538734,831.971,103.780289,13.199222,0.655502,-0.034723,72.653756,NORMAL,0.180582,7.885711
S00748,L0037,T02,748,25.694923,0.350884,43.045328,805.795712,101.493815,11.679719,0.861806,-0.043834,76.442352,NORMAL,0.253937,9.311844
S00235,L0011,T02,235,29.404943,0.403606,44.3585,832.789443,103.663449,11.268801,1.050478,-0.036242,72.176959,NORMAL,0.265742,8.500952
S00003,L0000,T01,3,26.54743,0.506934,45.530882,842.455848,99.244369,11.442477,0.814056,-0.043001,71.782958,NORMAL,0.259016,6.223586
S00506,L0025,T01,506,26.879897,0.616757,44.889475,815.868471,106.355728,10.44444,0.836332,-0.044935,66.288843,NORMAL,0.229606,5.818231
S00161,L0008,T01,161,,0.439973,43.404475,816.836834,106.351469,11.50883,0.965152,-0.038898,70.838714,NORMAL,0.188504,4.949454
S00142,L0007,T01,142,29.897281,0.339838,46.356988,846.981143,105.082261,12.782164,1.222712,-0.042527,69.710378,NORMAL,0.352954,10.447396
S00022,L0001,T01,22,26.708842,0.364088,42.936604,809.429547,105.761929,12.54779,0.795272,-0.033514,72.631,NORMAL,0.182006,8.537574
S00079,L0003,T04,79,25.950923,0.094096,46.517284,900.339461,104.033678,12.293507,0.780656,-0.039153,69.834046,NORMAL,0.326827,11.614956
S00016,L0000,T01,16,26.43737,0.543517,43.33999,837.208351,107.682322,13.209523,0.869244,-0.044225,70.268941,NORMAL,0.274343,10.692969
