sample_id,lot_id,tool_id,sequence,down_force_psi,platen_speed_rpm,head_speed_rpm,slurry_flow_ml_min,pad_age_runs,pattern_density,removal_rate_proxy,wiwnu_proxy,dishing_nm,erosion_nm,yield_proxy
S00623,L0031,T02,623,2.82632,142.122674,128.21284,154.241446,127.510545,0.624173,347.74207,9.986515,43.709776,36.837261,81.581031
S00095,L0004,T01,95,4.330648,80.733242,116.455114,189.084739,76.487582,0.503884,403.842995,5.71348,61.152128,29.344827,85.403749
S00719,L0035,T02,719,2.424202,109.826163,132.455349,178.291437,30.599271,0.652929,354.249345,3.967447,44.146699,24.750773,93.570049
S00226,L0011,T01,226,4.453748,131.986111,81.979979,175.698841,86.694741,0.472987,452.973722,7.388196,52.47504,26.29564,86.005038
S00265,L0013,T01,265,3.894676,125.894396,101.02505,165.308227,42.028723,0.406628,423.085601,4.16605,56.379438,22.138364,92.51864
S00243,L0012,T03,243,2.074903,74.937295,116.545935,189.808274,,0.723919,286.951261,9.899468,37.761678,42.729077,80.123161
S00483,L0024,T01,483,4.112884,102.515689,93.776559,207.439808,79.648707,0.59676,423.96065,6.58011,48.238229,33.774125,88.898198
S00425,L0021,T02,425,2.839592,90.45251,138.742275,137.212391,120.699219,0.245973,320.443044,9.605847,40.271409,24.701558,86.44051
S00402,L0020,T01,402,3.468207,123.380562,70.533331,211.975055,10.517843,0.675962,434.026327,3.251994,49.801403,23.629726,95.52594
S00541,L0027,T03,541,3.294001,105.301214,66.751013,120.543639,57.722429,0.417258,351.167329,4.861421,51.186447,31.246516,88.155933
S00399,L0019,T03,399,2.589578,121.57104,94.167719,172.576293,4.034548,0.775323,362.926036,2.51875,40.162475,24.706366,96.80858
S00275,L0013,T02,275,2.175854,138.56559,81.231126,143.173384,105.111068,0.438366,322.278241,8.014136,33.681187,34.371985,85.370809
S00664,L0033,T03,664,2.415025,144.982702,95.236261,140.011023,101.924011,0.65344,338.376122,8.021736,44.46661,36.044587,85.461391
S00658,L0032,T01,658,3.235188,143.514476,90.918653,223.159741,25.249495,0.608458,426.462062,3.057768,44.92126,26.512182,96.028744
S00070,L0003,T02,70,2.804247,131.99367,111.606335,177.964989,61.013614,0.358594,377.398016,5.710831,33.540539,22.486918,92.026781
S00716,L0035,T01,716,2.327283,116.089094,96.621328,137.892307,17.07743,0.241419,340.396321,3.365775,29.128589,17.326789,95.979602
S00570,L0028,T04,570,4.478444,124.552636,98.53834,168.848847,26.977173,0.420874,444.114598,3.514452,61.359287,23.653587,91.855409
S00069,L0003,T03,69,4.065885,87.349195,99.772137,229.447979,116.831982,0.280053,420.558166,8.884435,43.682341,31.009976,83.534589
S00175,L0008,T01,175,2.916283,119.459621,117.826827,206.810949,79.655504,0.643321,375.663034,6.088993,42.208066,37.306268,90.205999
S00350,L0017,T01,350,2.841308,133.102569,121.859141,157.251275,18.600154,0.56944,384.131339,2.9598,41.279435,28.899357,96.894694
S00089,L0004,T02,89,2.790777,129.041104,107.398609,209.66739,34.743585,0.46142,394.323792,3.548954,37.239313,21.201213,95.300355
S00064,L0003,T03,64,2.050338,77.456501,91.248097,221.268583,14.489259,0.400202,318.512867,3.070958,32.578482,19.529394,97.067161
S00621,L0031,T02,621,2.101382,144.724229,115.40139,174.695884,69.001908,0.318422,360.551639,6.28978,30.046492,18.435858,90.795066
S00134,L0006,T01,134,2.313458,126.616966,77.992905,181.877085,32.963076,0.69247,351.556063,3.875295,49.38165,28.519739,90.606702
S00335,L0016,T02,335,4.190909,139.536491,98.993082,220.284266,21.902872,0.319284,460.838075,3.184414,43.409034,23.584145,94.742246
S00380,L0019,T03,380,2.244334,136.929004,71.641599,144.013604,88.684363,0.726596,326.088481,7.304384,41.148613,40.093501,85.817472
S00307,L0015,T01,307,3.600088,83.362676,99.633811,157.134086,17.781791,0.739528,371.66944,2.608996,53.691578,28.33037,96.44471
S00557,L0027,T02,557,2.766844,75.573717,138.729959,151.87645,104.0857,0.699335,324.16946,7.951471,49.71486,40.897755,84.275151
S00629,L0031,T01,629,2.409748,115.788385,109.528634,162.331334,121.488141,0.502516,326.995058,9.495117,39.040197,33.418646,84.773339
S00544,L0027,T02,544,3.107928,120.894602,124.926514,206.012116,121.593015,0.210627,386.552488,9.543511,29.610614,29.886778,84.481578
S00326,L0016,T02,326,3.607195,137.363981,102.464358,132.458455,37.267339,,412.811633,3.835578,57.105464,32.505366,91.155877
S00772,L0038,T01,772,4.376484,80.339054,136.396325,220.487425,134.3682,0.367723,409.321903,11.954945,51.380332,31.38692,79.23654
S00271,L0013,T02,271,4.479296,146.740757,131.996848,143.027306,87.987415,0.595432,445.750069,8.139388,66.995439,32.470378,83.376328
S00420,L0021,T02,420,,131.16346,80.338595,185.618192,8.449488,0.469989,471.517231,2.499359,56.790116,17.64438,93.941434
S00080,L0004,T01,80,3.115322,13.411017,134.748775,197.569412,91.37741,0.680906,390.26508,7.683618,43.000626,38.187295,86.947027
S00161,L0008,T03,161,2.797812,79.626656,142.831169,215.533488,137.272202,0.507258,333.343866,10.516715,35.526071,42.254304,81.332724
S00223,L0011,T01,223,4.161985,131.819529,131.588752,122.856733,7.044717,0.410335,436.729145,2.802451,55.207156,20.698761,94.353176
S00393,L0019,T01,393,2.162322,89.457866,78.528127,218.038814,131.003575,0.537685,307.776188,11.160995,32.014185,38.872658,79.252436
S00150,L0007,T02,150,2.079912,141.709983,127.270864,201.395564,44.878381,0.388061,345.033402,4.634039,31.075581,22.841764,96.092112
S00608,L0030,T03,608,2.338476,92.239256,100.803194,183.342259,130.102228,0.609498,332.752079,10.614408,46.932496,38.171279,78.015592
S00092,L0004,T02,92,3.089989,85.588324,72.23802,192.136658,98.882736,0.213919,358.827142,7.641455,40.127169,20.625082,89.432858
S00222,L0011,T01,222,3.105548,99.973381,120.700989,203.834641,60.798065,0.501604,383.350359,4.51763,40.040257,32.917132,92.120125
S00698,L0034,T01,698,4.164832,148.857561,143.131491,154.635036,8.964428,0.641784,447.816412,3.058002,57.663766,24.177557,93.140947
S00011,L0000,T03,11,3.217331,87.210331,139.688989,144.980133,139.649996,0.249281,335.854385,10.856028,34.22564,30.021843,81.777674
S00035,L0001,T01,35,2.227995,71.276594,133.609927,216.171114,137.340935,0.322487,307.685577,11.403842,30.345002,31.564973,80.354175
S00096,L0004,T02,96,3.939889,119.206633,94.843651,169.245167,73.597928,0.219419,429.406185,6.375828,45.170398,26.864518,91.118877
S00408,L0020,T02,408,2.164868,138.830534,110.187522,155.93986,45.134718,0.554287,359.622455,4.642328,35.768701,34.02856,92.846129
S00147,L0007,T01,147,4.417119,139.259857,119.404232,194.330466,14.437394,0.605264,466.484554,3.82267,58.149713,28.458939,91.308683
S00384,L0019,T02,384,4.314309,106.599605,109.663923,141.075692,122.666774,0.565709,386.321195,10.311698,57.585529,40.723763,79.266604
S00044,L0002,T02,44,2.103598,140.597789,138.18645,153.577354,139.642699,0.772897,324.412764,11.655068,35.626237,44.178583,79.120058
S00720,L0036,T02,720,2.507249,122.185385,127.818623,124.401952,18.017406,0.46987,336.228969,3.607805,39.272619,17.689722,95.692335
S00368,L0018,T04,368,2.70852,72.574743,88.882206,225.849343,84.658875,0.493672,322.050064,6.258118,32.502014,26.82555,89.872184
S00451,L0022,T03,451,2.722303,107.414637,94.859246,208.126109,19.605078,0.707901,366.366451,3.232879,46.316907,30.941484,94.00539
S00244,L0012,T03,244,2.770418,70.851547,126.784601,172.424756,52.657025,0.309328,334.318106,4.083112,30.747302,20.315945,93.857939
S00238,L0011,T03,238,3.681034,101.824803,80.271856,199.048504,51.984228,0.408716,401.215193,4.10995,41.357097,23.399284,93.684384
S00644,L0032,T03,644,4.271153,118.944579,,136.566484,56.601614,0.68679,427.471353,5.216942,60.546746,31.6613,88.247342
S00334,L0016,T02,334,3.508037,88.709794,66.22007,219.958054,108.199757,0.621061,370.33773,8.466497,36.269466,36.741372,85.098422
S00072,L0003,T02,72,3.0953,126.848791,78.597385,145.545525,48.794614,0.214942,387.565895,4.496275,44.640942,12.883985,96.50765
S00162,L0008,T02,162,3.960913,77.842702,135.606161,192.828101,31.997596,0.692534,401.570148,3.575337,55.002739,26.575801,94.404557
S00622,L0031,T01,622,3.794192,96.488388,92.614825,220.360653,20.707536,0.239269,410.496779,3.212226,41.758233,14.292485,98.025833
S00003,L0000,T04,3,2.915237,106.742374,137.816521,204.071665,26.927814,0.567743,387.614691,3.194354,41.320079,28.170898,95.342943
S00458,L0022,T01,458,4.238695,138.226154,133.841177,211.649061,38.378254,0.7365,458.496118,4.234286,55.27874,24.941706,92.514718
S00283,L0014,T01,283,3.065439,106.584765,128.460943,185.389632,3.351897,0.34118,392.280146,2.181754,40.774401,14.099002,98.146025
S00776,L0038,T01,776,2.498968,120.584084,103.530303,132.653505,52.194637,0.528671,334.281435,4.632832,37.318728,24.383845,92.81766
S00439,L0021,T01,439,2.44067,104.653114,74.741715,162.11762,59.089607,,334.346816,5.574691,48.461122,27.108423,91.03124
S00418,L0020,T02,418,2.27895,95.306405,141.292124,184.925997,43.72197,0.418969,328.507149,4.259391,35.586032,19.701591,93.831367
S00473,L0023,T01,473,3.204006,76.608558,117.104537,142.067988,110.731679,0.375759,339.696461,8.436128,48.644632,27.688568,87.231499
S00561,L0028,T02,561,3.964022,71.042989,112.415736,131.39693,80.485052,0.440296,368.712728,6.166673,56.051245,28.2675,85.521131
S00177,L0008,T01,177,3.29258,118.689857,132.902729,140.856693,68.868084,0.211709,378.273942,5.755432,42.609547,15.556247,92.993467
S00019,L0000,T01,19,4.314477,95.391422,106.792056,153.32993,64.094547,0.298989,405.891526,5.99027,54.284229,17.810174,89.953122
S00533,L0026,T01,533,4.126257,70.458614,126.738163,210.134343,5.555284,0.646312,408.261862,2.647982,43.291569,22.240049,96.109158
S00314,L0015,T02,314,4.017673,130.957135,140.596439,148.921963,110.662113,0.252056,416.839489,8.302782,49.12564,25.248782,83.902986
S00665,L0033,T02,665,2.407313,127.207813,81.818831,200.5783,132.451127,0.443276,359.410132,10.928489,36.23766,29.008776,82.830435
S00386,L0019,T01,386,4.213712,88.97557,77.706574,146.863873,64.861382,0.771987,412.492312,5.883483,66.098326,33.75085,86.361031
S00626,L0031,T01,626,2.053186,128.256625,119.375486,159.060365,61.608808,0.49065,326.532777,5.584407,34.381442,31.736861,92.33255
S00508,L0025,T01,508,3.332438,73.407092,122.098992,,26.834859,0.69146,361.863273,2.85442,53.445296,32.731556,91.444735
S00704,L0035,T02,704,2.375789,139.95903,126.282119,,23.015704,0.667412,377.939065,2.973626,44.569459,28.401732,97.299582
S00285,L0014,T01,285,4.024101,113.984757,87.874199,172.66279,7.700329,0.683842,428.109098,2.953167,56.124895,25.418081,93.091979
S00338,L0016,T01,338,2.602711,72.619675,143.729739,184.909978,53.711626,0.491795,332.645918,4.979891,45.119942,27.226543,92.102016
S00460,L0023,T02,460,4.097268,105.593126,134.846526,163.235763,113.918551,0.430886,417.353892,8.658342,53.225981,32.377764,83.07132
S00007,L0000,T01,7,2.688454,103.755712,141.792327,165.020966,,0.439666,358.293423,4.255201,36.441547,24.388603,94.656049
S00071,L0003,T03,71,3.791588,121.58464,124.029781,154.469155,133.955535,0.574653,372.697202,11.195628,50.594281,38.252535,81.163611
S00239,L0011,T01,239,3.462765,131.747042,118.996135,222.984542,128.44643,0.434407,407.343279,10.613047,44.128936,35.248629,82.997497
S00062,L0003,T02,62,2.708765,81.361598,73.199617,144.145392,103.581621,0.445901,308.923031,8.154209,40.480294,30.588026,84.940118
S00596,L0029,T02,596,3.006725,119.394422,69.783607,153.045726,96.555277,0.301824,459.117509,7.494971,40.681939,23.363288,86.24597
S00127,L0006,T02,127,3.183977,110.348491,107.356839,133.511563,108.259772,0.605577,346.509175,7.976063,46.367147,38.775927,84.989994
S00077,L0003,T02,77,2.070692,105.319979,95.781112,216.34929,79.586713,0.275727,342.615687,7.333558,20.443548,22.472183,89.038723
S00641,L0032,T01,641,4.159587,130.706377,72.999991,189.912824,33.685647,0.657812,453.238371,3.87849,55.347585,30.062505,93.35304
S00006,L0000,T03,6,3.792366,110.481061,114.550215,149.212002,64.101091,0.457764,410.33812,5.478776,51.129775,25.503748,89.963826
S00465,L0023,T01,465,2.457572,137.135378,73.037702,226.777828,138.501308,0.570288,375.875148,11.827735,36.907005,41.657476,77.016373
S00662,L0033,T01,662,3.757691,139.774519,114.605493,136.871543,26.616368,0.748166,407.512393,3.83825,56.020229,21.061583,92.682401
S00086,L0004,T01,86,3.745886,146.141609,97.564233,150.423317,34.535823,0.45887,430.389736,3.808926,45.687495,20.800564,94.560885
S00279,L0013,T04,279,2.489786,132.552922,132.495788,188.638294,98.233018,0.284731,370.03376,8.150129,34.578387,21.707437,89.358561
S00707,L0035,T01,707,2.324417,113.791336,90.126781,144.445646,92.903286,0.629811,324.397544,7.344982,45.784291,29.787008,87.257035
S00691,L0034,T02,691,3.62328,95.698419,71.206081,141.440338,22.920368,0.513363,379.54728,3.054445,40.393462,23.924738,100.501436
S00639,L0031,T01,639,2.392762,133.359394,66.51342,122.180979,7.516961,0.717186,352.451648,2.92929,43.364258,28.744132,94.396641
S00002,L0000,T03,2,4.264217,104.195375,119.374044,120.283937,41.306578,0.689735,407.222096,4.245508,63.998106,30.430849,90.718939
S00179,L0008,T02,179,3.815254,134.79606,106.707153,141.039918,64.092414,0.413423,427.55485,5.108059,53.175077,31.273883,89.333881
S00732,L0036,T01,732,2.28794,110.863572,93.55679,127.190753,79.202258,0.737388,315.606054,6.853049,56.101636,35.222787,86.600217
S00564,L0028,T02,564,2.68759,139.092861,143.301549,174.699517,86.378339,0.498455,353.038984,6.393216,44.88695,28.187902,90.913895
S00594,L0029,T01,594,3.025646,139.266996,94.213937,227.574492,26.809873,0.317813,416.412976,3.39271,40.710634,14.666784,95.637437
S00321,L0016,T03,321,2.286699,108.170178,77.458127,120.715187,78.419398,0.781868,300.499646,6.840386,48.046291,36.379257,87.074043
S00068,L0003,T02,68,3.333327,70.927787,71.460686,153.311919,80.279666,0.491512,353.482098,6.430648,52.425508,28.912157,88.620172
S00235,L0011,T02,235,4.474227,114.94568,105.474703,207.306106,59.597471,0.799585,469.25867,6.097973,60.441873,33.977314,86.357386
S00751,L0037,T01,751,3.058915,138.073278,116.268157,150.117316,29.949016,0.303926,390.209542,3.079387,46.475277,16.172959,95.339837
S00413,L0020,T04,413,3.014232,110.429898,127.596165,129.750417,43.044968,0.63576,359.62473,4.186335,57.833745,30.474118,91.9547
S00548,L0027,T04,548,2.878011,120.820465,126.717535,188.894009,39.806482,0.596128,399.900282,3.626971,37.877467,27.540224,92.602581
S00600,L0030,T01,600,2.79352,101.718558,129.719588,189.975381,113.867053,0.299611,353.463652,9.277358,38.451245,26.567944,85.641696
S00126,L0006,T02,126,2.297741,108.302118,74.062323,142.04931,75.978381,0.524217,310.924819,5.955229,39.999742,26.827169,90.709495
S00728,L0036,T01,728,4.214748,140.207926,112.294419,188.046569,71.415418,0.333786,452.889711,6.093021,49.616447,25.924538,89.370514
S00267,L0013,T01,267,2.018512,119.207761,144.285384,135.821637,101.490557,0.250987,304.620092,8.278401,33.771049,20.784448,84.53592
S00485,L0024,T01,485,2.602532,106.953187,75.220386,226.004643,24.39738,0.2622,364.695831,2.841247,31.236837,18.678573,96.542735
S00583,L0029,T01,583,2.226744,132.073862,144.786328,130.949791,29.930854,0.576928,354.622244,3.855702,40.843472,27.070366,92.813935
S00049,L0002,T04,49,2.481932,73.314038,107.065901,202.609664,44.356961,0.427752,343.090701,4.575887,34.807985,21.473128,94.563508
S00383,L0019,T02,383,4.261344,118.639696,144.019254,137.557187,104.455738,0.248035,408.893912,9.078126,53.823598,28.527725,85.657422
S00042,L0002,T03,42,4.107205,109.481603,90.660271,209.604686,4.463849,0.279799,453.926441,2.500523,44.31085,14.226265,97.295866
S00164,L0008,T01,164,,73.110032,107.944422,125.963353,129.628725,0.223042,322.762827,10.087595,47.207905,26.34935,82.424028
S00208,L0010,T01,208,4.073184,125.993368,110.405908,152.083967,102.254437,0.307143,399.747906,8.491698,46.77906,29.689213,84.154465
S00241,L0012,T04,241,2.146044,77.280669,135.263229,196.791325,39.080226,0.755796,311.413037,4.076528,43.167743,24.687284,94.913455
S00788,L0039,T03,788,3.562504,108.19329,141.976957,228.587914,9.689768,0.748724,411.481204,2.73993,52.151387,28.612476,95.436371
S00376,L0018,T01,376,4.433574,146.691633,110.980868,187.93987,61.751447,0.2884,459.141048,5.534661,54.345626,23.279751,89.196526
S00313,L0015,T01,313,4.014243,85.184191,118.882436,144.532944,112.833767,0.737209,381.429617,8.856623,57.42711,38.055019,80.703287
S00024,L0001,T01,24,3.779958,133.725431,83.678038,156.890429,4.281947,0.427618,427.729902,2.187936,49.624126,14.366181,98.06983
S00041,L0002,T01,41,3.941865,130.871086,95.176697,139.479668,26.256031,0.686074,422.963869,3.67903,58.467362,26.596411,93.469357
S00097,L0004,T02,97,2.54144,70.632136,72.993918,142.712911,50.681502,0.628266,305.814084,4.72697,47.366654,26.764189,91.931289
S00207,L0010,T02,207,3.250169,142.904619,79.769164,229.066739,24.187439,0.328761,425.843886,2.787533,39.231244,17.723622,98.108613
S00217,L0010,T01,217,2.192983,115.075591,95.453995,225.803914,112.127269,0.736942,340.864003,9.2649,36.089658,41.845433,84.10202
S00627,L0031,T01,627,3.217519,92.053566,70.640062,155.061865,26.02353,0.705495,356.886624,2.5316,46.1662,21.845702,98.228941
S00666,L0033,T01,666,3.468027,70.573999,77.55952,124.388826,103.166029,0.733507,335.4178,7.709315,49.133894,40.052748,83.264567
S00545,L0027,T03,545,2.304243,75.812711,128.187378,122.589624,9.067375,0.770049,304.57005,3.240354,45.989716,28.773703,97.037399
S00037,L0001,T03,37,4.211422,97.243306,117.843988,129.081604,6.190372,0.21403,409.306201,3.418509,46.551997,13.308127,98.049865
S00453,L0022,T02,453,3.84499,86.294399,66.328276,224.195285,64.437284,0.462097,412.118635,5.240278,43.823957,23.62558,92.678103
S00058,L0002,T02,58,4.459801,101.795902,110.401861,161.234918,131.379014,0.324774,404.606664,10.73057,53.733593,29.952499,80.851589
S00463,L0023,T01,463,4.433035,78.59061,117.624786,208.800129,18.167485,0.608702,432.106589,3.095413,54.165541,30.147279,93.965108
S00351,L0017,T01,351,3.12626,137.708849,80.226114,216.164148,70.887491,0.419877,400.655378,5.601743,41.211361,25.750378,90.772083
S00586,L0029,T01,586,2.917982,83.677874,99.778105,193.749331,40.552543,0.778834,355.940881,4.010393,48.050208,36.263422,92.00559
S00487,L0024,T01,487,3.944818,127.658172,93.057613,215.82778,0.535728,0.377872,463.512577,2.367601,52.725134,19.981785,96.646211
S00171,L0008,T02,171,2.631828,140.794081,143.825233,159.034008,1.290064,0.542322,388.775369,2.810633,44.10296,23.575796,97.649513
S00631,L0031,T01,631,2.184477,129.039534,70.804512,211.017215,54.547491,0.690575,349.780927,5.509746,38.233671,37.670492,92.934422
S00029,L0001,T01,29,4.060025,92.183669,94.354645,178.48658,12.314695,0.724741,414.072694,3.573038,60.011291,27.910547,92.95148
S00382,L0019,T03,382,4.391584,131.643187,76.936548,171.989465,80.306433,0.395824,435.085112,6.593269,51.525073,31.144677,86.031459
S00426,L0021,T04,426,3.978608,146.144979,,225.818066,138.259995,0.766928,451.371383,10.830145,55.04214,44.821469,76.708738
S00340,L0017,T01,340,4.373234,131.570371,72.556654,150.029204,23.270125,0.227283,452.434432,3.390624,51.124863,18.982523,93.130568
S00328,L0016,T01,328,4.345942,71.356705,111.665214,182.371403,76.628161,0.383981,414.248984,6.4449,64.005852,24.801587,86.589046
S00306,L0015,T01,306,3.717792,70.759167,134.935904,150.469222,38.2414,0.68511,369.955677,3.818464,51.392225,30.24412,94.487465
S00745,L0037,T01,745,3.492731,78.123796,115.912948,202.644469,41.159208,0.644626,370.513703,3.593522,51.764478,28.496059,93.365804
S00139,L0006,T02,139,3.848591,84.723659,98.041964,128.071529,103.231294,0.798383,363.567198,8.252888,64.330601,39.425206,81.483915
S00759,L0037,T02,759,2.971378,148.527846,91.646913,210.931204,57.794747,0.771751,406.640101,4.673508,47.615723,37.443315,91.359704
S00774,L0038,T04,774,3.752929,123.065571,90.400298,186.509405,41.589011,0.342096,409.275513,5.043375,40.736618,25.963395,93.329455
S00498,L0024,T01,498,2.832139,143.352834,131.314564,134.441304,90.458738,0.214475,365.59335,7.256317,39.920436,25.564706,86.850013
S00628,L0031,T03,628,2.393485,91.126056,103.465159,140.889575,130.234299,0.441117,296.361054,10.904,44.795382,33.534058,81.926191
S00748,L0037,T01,748,4.088939,127.086498,138.395457,124.42117,124.973064,0.267821,392.821162,10.891374,52.743349,27.800066,80.120489
S00079,L0003,T04,79,4.086473,119.93347,113.641191,223.731675,79.773231,0.574814,435.402213,6.113063,47.574996,29.080585,91.548566
S00146,L0007,T01,146,2.510077,95.449482,129.197373,193.700281,131.033859,,323.940746,10.543335,36.679132,47.534161,80.327833
S00741,L0037,T01,741,3.870148,107.165999,94.15325,188.741454,1.694348,0.284259,433.178867,2.841832,46.343073,13.076064,94.618482
S00188,L0009,T01,188,2.227311,130.148525,117.47559,127.676241,17.86466,0.707885,328.20013,2.960041,43.289915,27.762363,95.533294
S00476,L0023,T01,476,2.929411,141.398942,102.713962,171.140769,45.222521,0.269351,391.705292,3.84323,35.485494,24.111172,93.6161
S00410,L0020,T02,410,3.583548,125.203313,79.916189,146.783475,41.027803,0.403408,383.77991,4.093641,48.344256,16.632288,95.609733
S00396,L0019,T01,396,2.772293,75.594212,103.711641,159.247303,798.65774,0.316775,324.07693,6.376371,30.469017,27.497701,88.556005
S00768,L0038,T01,768,3.310132,142.594015,144.5203,155.663157,77.915927,0.610024,397.874663,5.576713,51.013576,30.697549,88.788358
S00499,L0024,T01,499,4.429092,76.458905,97.422208,146.46705,124.952887,0.383598,392.850626,10.508565,58.575876,26.953282,79.552072
S00081,L0004,T02,81,3.201697,125.680636,129.782647,202.024893,52.863253,0.336768,390.276277,4.496037,32.4912,28.864626,91.41066
S00778,L0038,T01,778,3.387458,80.799292,122.615437,218.920432,105.778899,0.438964,368.608632,7.534738,42.254142,31.77546,85.494512
S00227,L0011,T01,227,4.205775,148.690634,87.089301,185.491471,127.034301,0.79778,433.943668,10.37994,61.305496,42.840807,77.241768
S00457,L0022,T03,457,2.514679,133.027412,122.146227,197.647191,63.956401,0.341214,364.843128,5.031928,33.381069,23.888118,92.97704
S00201,L0010,T01,201,4.272405,129.869937,140.931059,146.221546,97.261009,0.420647,424.111699,7.93946,55.295168,32.73078,84.58536
S00555,L0027,T01,555,2.88031,76.758039,82.85599,127.482703,93.552014,0.52462,309.790896,7.614494,40.402105,34.436667,86.118777
S00417,L0020,T01,417,3.816619,72.375671,70.859046,162.817829,56.211534,0.427963,370.803987,5.009146,51.483056,30.896501,89.692896
S00325,L0016,T04,325,2.475396,145.38893,104.870313,764.90972,56.245779,0.270844,366.23217,5.31309,29.75691,22.461832,92.825807
S00120,L0006,T01,120,2.110436,147.766014,113.579922,144.111237,33.140527,0.504467,353.017529,4.101293,38.313426,24.311254,93.365413
S00123,L0006,T01,123,2.737809,89.881811,81.084447,140.462946,132.806364,0.681045,323.863813,10.418857,48.147443,40.888954,79.506692
S00525,L0026,T01,525,3.656331,126.645618,144.285084,204.342419,13.910904,0.78641,427.855632,3.293913,51.8815,26.728833,94.48905
S00445,L0022,T01,445,3.915505,102.285085,74.71816,200.939323,136.747729,0.303284,388.880648,11.319242,42.647335,28.250223,79.610001
S00702,L0035,T01,702,3.459778,70.280115,125.1619,203.656145,95.890168,0.79862,363.12868,7.291183,54.1656,39.763064,83.919844
S00481,L0024,T01,481,2.692071,115.582945,118.801976,170.951951,135.265062,0.511348,347.133394,10.993074,45.410477,39.203325,80.756146
S00001,L0000,T02,1,2.584066,104.760472,129.456466,125.49153,110.511886,0.628087,318.182245,8.483471,51.013456,37.518904,82.232914
S00648,L0032,T01,648,2.035133,142.872745,69.288283,128.905993,139.105793,0.584769,305.598887,11.414232,39.40828,35.55307,79.605006
S00512,L0025,T04,512,3.662033,141.679606,103.318851,202.410649,32.494075,0.589653,457.757977,3.961171,48.454049,25.055675,93.390494
S00047,L0002,T03,47,3.486038,87.741556,116.228944,136.40385,34.222062,0.394545,366.678698,3.397772,51.923437,25.198506,94.745211
S00158,L0007,T01,158,3.015853,142.680224,77.991074,164.277055,135.217374,,372.403904,10.882547,40.947003,39.275697,81.725647
S00166,L0008,T02,166,2.747184,74.412103,66.578977,208.254547,81.132171,0.317942,342.545687,5.663478,37.914382,30.520395,90.080438
S00747,L0037,T02,747,3.728778,105.052306,86.703525,196.891873,112.448228,0.637944,400.862956,9.066913,50.633774,42.063809,81.602143
S00785,L0039,T02,785,4.270872,130.478856,116.99921,159.543493,93.288763,0.461875,435.794119,7.731498,53.119208,28.668271,87.73097
