sample_id,lot_id,tool_id,sequence,aspect_ratio,pattern_density,gas_ratio,rf_bias_w,pressure_mtorr,etch_time_s,etch_depth_nm,top_cd_nm,bottom_cd_nm,sidewall_angle_deg,bowing_nm
S00006,L0000,T01,6,47.964739,0.561281,0.595147,403.078276,19.66341,153.727739,2178.27727,76.069388,67.55473,89.873871,8.618964
S00067,L0003,T02,67,63.353911,0.424813,0.533281,355.235471,18.527557,155.841357,2117.378579,72.79032,61.573371,89.813792,6.289817
S00157,L0007,T01,157,18.105574,0.509829,0.648685,285.946611,18.671858,159.781247,2261.426475,76.104916,70.839544,90.06613,3.66409
S00720,L0036,T01,720,58.380091,0.355156,0.717193,335.011368,22.874423,146.338944,2112.164005,72.080757,61.077773,89.964683,11.16649
S00457,L0022,T03,457,40.830206,0.539974,0.414228,317.205018,16.635799,144.973157,2118.248216,75.132136,66.567914,89.887681,4.041887
S00359,L0017,T02,359,25.526707,0.821348,0.662951,304.305329,23.923281,158.525584,2197.775645,72.625919,63.048574,89.613657,17.75905
S00336,L0016,T02,336,63.190018,0.497902,0.732745,304.748545,12.288408,136.699151,1944.943042,73.991794,66.575805,89.798217,-1.37217
S00706,L0035,T01,706,59.650378,0.454661,0.555497,309.300608,15.535548,161.938244,2075.659017,72.687103,64.708256,90.049772,3.52192
S00627,L0031,T01,627,31.573623,0.460724,0.670316,334.09728,19.127575,170.989709,2236.03003,74.706087,67.349328,89.826356,4.289974
S00511,L0025,T01,511,22.299159,0.685508,0.411256,325.93628,19.256521,133.283865,2114.169316,74.082362,68.781715,89.878926,6.13964
S00442,L0022,T02,442,24.112657,0.606905,0.700051,254.623305,17.981329,138.189572,2044.982296,72.35854,69.109035,89.877889,3.957155
S00270,L0013,T01,270,37.534882,0.399216,0.621642,306.735171,16.2314,136.301198,1994.053886,72.457901,65.183346,89.559125,-0.071299
S00332,L0016,T02,332,27.297143,0.508343,0.54366,324.95066,21.002157,149.859959,2220.681362,73.41214,67.248155,89.67534,8.520902
S00609,L0030,T01,609,42.271738,0.760637,0.392767,367.00586,17.242431,136.275702,2102.077485,74.718205,69.411005,89.923444,3.187292
S00372,L0018,T03,372,42.485188,0.713551,0.705035,316.403516,25.97228,140.228163,2061.178641,69.471778,55.621444,89.664188,20.407328
S00410,L0020,T03,410,47.801974,0.806343,0.492922,284.328708,21.405091,148.52614,2091.285147,76.450572,64.493951,89.909415,11.575387
S00614,L0030,T03,614,31.136317,0.656166,0.633569,423.59258,20.400117,148.489617,2351.90814,75.865694,68.778822,89.690374,8.861896
S00430,L0021,T03,430,18.368968,0.382095,0.409886,388.204458,16.924549,149.742397,2361.498543,71.56623,70.053487,90.203097,3.296014
S00360,L0018,T03,360,37.126895,0.393049,0.440791,351.331419,21.787201,136.735062,2099.339673,71.028376,62.742804,89.923607,6.20819
S00230,L0011,T02,230,30.798526,0.187169,,330.816458,18.2337,166.793611,2276.849795,75.013924,72.349845,89.902698,2.687325
S00019,L0000,T01,19,62.157623,0.659554,0.722736,357.293441,19.302664,128.752289,1896.371286,74.408485,62.31247,89.798608,7.391028
S00325,L0016,T01,325,29.793187,0.179579,0.554904,303.969086,19.050003,154.489441,2174.282971,72.278286,66.778015,90.107928,5.47568
S00399,L0019,T01,399,37.19239,0.48684,0.369104,313.954355,17.884271,128.758707,1974.687466,76.997055,71.541367,90.025019,3.080997
S00222,L0011,T03,222,19.410021,0.708387,0.364862,312.303216,19.407283,158.419975,2244.60689,75.876696,69.665164,89.937099,4.535902
S00170,L0008,T01,170,26.316628,0.373599,0.462426,299.659905,19.331654,152.352045,2176.71179,75.754212,70.808713,90.105235,7.544527
S00687,L0034,T01,687,22.965115,0.472805,0.362722,242.061956,17.302876,123.397883,1936.404452,74.614541,69.451792,90.367049,3.028716
S00528,L0026,T03,528,37.647112,0.751727,0.73731,344.998445,18.270391,130.602446,2008.767635,75.791022,67.940352,89.356164,8.377055
S00374,L0018,T01,374,19.095149,0.41927,0.677759,309.195172,18.955617,155.66762,2260.285111,75.643377,72.605468,90.095915,5.239325
S00688,L0034,T01,688,44.409739,0.745737,0.566104,266.425609,20.258629,135.053803,1931.340227,74.896031,66.116003,89.572827,10.493216
S00039,L0001,T03,39,52.718443,0.685357,0.46162,285.551253,20.788311,139.951453,1977.081503,75.299211,64.476237,89.836924,7.979043
S00261,L0013,T03,261,24.21846,0.845956,0.536013,340.425325,21.614188,147.804658,2144.790904,72.971163,66.519443,89.797116,11.878596
S00714,L0035,T01,714,46.131031,0.440397,0.441119,284.776602,19.676875,114.138741,1855.746647,72.061671,63.164962,89.903741,6.991938
S00126,L0006,T01,126,220.97638,0.266646,0.727575,281.86563,17.761268,144.101878,2003.050893,73.13156,67.493572,89.914031,4.748079
S00037,L0001,T01,37,39.467119,0.709022,0.492141,349.029487,20.890103,127.434783,1969.020894,73.210975,65.016204,89.575325,10.148539
S00239,L0011,T01,239,55.642767,0.317834,0.685939,365.429398,19.337837,158.928718,2163.107386,69.49882,60.032943,89.785833,5.93182
S00486,L0024,T01,486,45.541699,0.29621,0.44035,300.258286,17.71454,143.779794,2045.637763,75.892872,68.043921,90.273647,4.143382
S00785,L0039,T02,785,31.35987,0.452545,0.548825,334.737356,17.038396,133.887394,2116.528959,64.943462,68.314106,89.773325,3.922429
S00408,L0020,T02,408,54.237262,0.229103,0.36375,351.4072,19.092454,115.451367,1973.948622,72.956282,64.928424,89.650573,6.373552
S00346,L0017,T02,346,46.742123,0.603617,0.686691,369.899658,23.333033,175.393331,2192.794641,75.347137,63.530282,89.86054,13.430467
S00595,L0029,T01,595,31.269542,0.445205,0.447071,279.161675,21.864963,146.459798,2097.999338,73.71016,66.321381,89.749427,9.281961
S00245,L0012,T03,245,38.554908,0.604411,0.469133,301.836557,,147.524252,2131.064298,76.122392,69.921048,89.556086,7.295135
S00402,L0020,T02,402,35.462914,0.23766,0.385996,393.731646,21.091267,138.235244,2175.701338,71.850823,64.524115,89.91408,5.766467
S00767,L0038,T03,767,63.304554,0.660689,0.561121,399.665448,15.639099,138.777316,1982.567327,74.514227,66.535331,89.908157,1.797087
S00248,L0012,T03,248,47.067874,0.65127,0.42996,288.207263,23.044734,134.361773,1969.339433,74.923172,64.887745,89.95169,12.39123
S00139,L0006,T03,139,39.445071,0.259803,0.375351,326.017425,19.726786,157.382584,2236.02486,75.287971,67.952392,89.613568,5.518472
S00541,L0027,T03,541,36.585727,0.808632,0.666882,433.899133,17.733409,150.842203,2275.793383,72.17699,65.406714,89.97298,4.340203
S00331,L0016,T02,331,35.473598,0.590368,0.507664,348.433972,25.759047,136.239351,2110.416521,74.666793,62.51204,89.705314,17.552947
S00776,L0038,T01,776,36.121286,0.342014,0.420252,265.408664,21.403284,154.26054,2054.312508,72.372744,63.72983,89.63761,6.765711
S00113,L0005,T03,113,315.56208,,0.393299,295.664854,17.891822,149.932726,2208.319077,72.499555,67.848335,89.894042,2.790532
S00141,L0007,T02,141,64.663396,0.707289,0.634348,279.219666,15.591668,147.329024,1934.37355,76.167797,68.18315,89.945329,2.124795
S00623,L0031,T01,623,40.341535,0.480686,0.416209,357.926308,19.0094,148.687283,2131.637567,74.292035,67.55005,89.750601,4.717414
S00363,L0018,T01,363,31.426446,0.592552,0.360248,404.049801,16.958128,154.411118,2284.027922,73.238061,68.058649,89.709591,2.290401
S00022,L0001,T01,22,31.315331,0.339207,0.389472,334.611301,16.982686,153.295216,2164.409458,75.401403,70.905197,89.859198,3.917571
S00078,L0003,T02,78,60.876277,0.296547,0.483534,274.016507,17.954449,,2073.363657,71.998198,64.33796,89.467558,4.977082
S00574,L0028,T03,574,22.140254,,0.477099,300.568021,19.605589,155.661756,2310.086134,73.150128,69.09524,89.793817,4.312153
S00175,L0008,T03,175,31.522467,0.522914,0.392321,314.784565,16.208897,155.089001,2142.298325,73.381138,69.614118,89.809158,2.793431
S00154,L0007,T02,154,58.426195,0.790428,0.372167,340.254957,21.81716,153.675225,2073.031771,75.419904,61.262729,89.46452,13.58788
S00225,L0011,T01,225,61.945149,0.612635,0.594755,307.854515,21.695133,127.409176,1868.221823,73.348785,60.778906,89.710838,11.753989
S00645,L0032,T02,645,29.16751,0.205865,0.734798,302.088569,19.162951,135.467219,2106.071522,76.077903,72.682205,90.306254,4.433428
S00307,L0015,T03,307,43.783455,0.170077,0.54829,338.300017,,144.600356,2117.17697,72.549367,66.46303,89.919394,3.710636
S00519,L0025,T02,519,26.730287,0.564226,0.532631,335.485152,21.008266,146.584112,2218.748004,73.606311,65.162422,90.070751,9.755702
S00642,L0032,T02,642,59.354618,0.150458,0.405925,335.173477,19.045011,130.370692,2038.836648,76.211373,67.286299,89.95712,5.662055
S00193,L0009,T01,193,39.476082,0.564224,0.620221,274.597459,16.367111,150.094973,2001.864844,76.087329,69.61235,89.625061,4.036326
S00571,L0028,T01,571,41.956574,0.726005,0.540169,358.081365,18.185559,153.987762,2098.403479,73.03294,63.035286,89.44299,5.053822
S00716,L0035,T02,716,50.382948,0.326398,0.46041,340.866809,18.24145,145.241563,2069.974783,73.208814,64.738787,89.825163,4.363818
S00063,L0003,T02,63,54.939954,0.540514,0.686004,337.503184,17.038142,144.979184,1987.030077,73.308159,66.095795,90.071159,3.683672
S00082,L0004,T01,82,50.014744,0.375199,0.371825,251.546612,16.698493,155.377199,2096.463238,74.857411,63.976887,89.730866,4.431353
S00353,L0017,T01,353,45.495959,0.798105,0.622306,239.745332,14.502986,171.51111,2066.184746,72.818098,68.317054,89.841972,-1.25774
S00051,L0002,T01,51,58.865798,0.40684,0.74759,366.551018,19.38135,171.572901,2144.733729,74.266573,64.104986,89.723515,6.118304
S00220,L0011,T01,220,46.422035,0.220061,0.467669,289.682282,19.536438,138.221328,1997.723477,72.76188,65.926682,89.915409,6.056928
S00567,L0028,T01,567,18.970754,0.233454,0.562564,372.33234,19.580747,140.111964,2273.428279,73.176183,67.570584,89.610681,8.081199
S00160,L0008,T02,160,63.879157,0.417938,0.597895,,20.748265,155.157493,2011.608508,71.160634,59.667576,89.571558,7.252347
S00371,L0018,T02,371,25.080114,0.813433,0.41055,328.897932,18.889486,137.154728,2101.923228,72.479352,68.441603,89.698329,6.234751
S00444,L0022,T01,444,23.322041,0.497679,0.639932,309.789309,17.575717,158.869551,2235.774139,73.536362,67.606451,89.867902,3.339457
S00382,L0019,T01,382,37.09703,,0.499878,376.922591,19.020125,171.86811,2286.758742,74.32456,67.330541,89.757705,6.074182
S00502,L0025,T02,502,63.774317,0.589649,0.600657,355.512608,20.190077,131.906365,1970.811919,78.195877,65.054701,89.526633,8.685993
S00655,L0032,T01,655,20.293948,0.237625,0.486617,299.788252,18.060105,157.00205,2318.803257,77.393757,74.637187,89.864705,4.36289
S00375,L0018,T01,375,31.789084,0.574357,0.501441,304.61537,19.78104,133.942362,2009.035296,75.494884,69.053176,89.782991,6.342271
S00692,L0034,T02,692,52.43741,0.453021,0.468736,315.987007,19.244637,142.06605,2016.826324,74.597648,64.989246,89.714525,6.122561
S00164,L0008,T01,164,44.269811,0.730281,0.671709,332.330173,17.520385,153.388858,2132.684667,72.209464,66.605433,89.560683,4.861528
S00146,L0007,T01,146,19.546735,0.797544,0.560795,309.707786,19.874226,160.92267,2179.40502,72.257827,67.095361,89.831061,7.188045
S00318,L0015,T02,318,56.735722,0.339934,0.716581,338.298177,19.096756,127.625906,1931.066871,71.717864,64.588823,89.846576,5.406102
S00020,L0001,T03,20,50.680142,0.191759,0.43556,352.657572,18.877001,159.417096,2220.10592,76.45134,66.704412,89.831652,4.328435
S00366,L0018,T01,366,54.990256,0.553898,0.36747,282.473781,20.45592,142.43596,1986.973506,69.399569,57.491665,89.475304,10.279905
S00794,L0039,T03,794,18.247181,0.471524,0.56071,337.374728,20.690068,166.817495,2366.711503,70.879815,65.835015,89.408462,7.151358
S00344,L0017,T01,344,35.523261,0.705332,0.365766,229.467599,20.743454,,1871.421816,74.332758,64.557484,89.30737,8.426612
S00061,L0003,T01,61,28.372304,0.817206,0.687035,246.874741,19.278418,142.434741,2046.088534,73.352476,65.776846,89.981852,6.087346
S00333,L0016,T03,333,55.129851,0.671488,0.700801,287.686013,17.972985,163.861546,2086.532174,72.604605,64.462556,89.769043,3.710065
S00053,L0002,T03,53,22.022852,0.465873,0.599827,312.98559,15.219718,113.770612,2025.593765,73.938888,71.023161,89.919115,0.961575
S00727,L0036,T02,727,50.050929,0.291166,0.386262,306.083878,20.021317,148.121295,2079.214326,74.811153,64.889929,89.899229,5.931021
S00630,L0031,T01,630,61.834158,0.576658,0.67048,312.390703,16.166328,136.555908,1969.508156,72.885584,64.829615,90.061192,2.720212
S00681,L0034,T01,681,43.40498,0.562923,0.542805,316.817808,17.100003,168.891134,2245.089167,73.198739,67.741915,89.774262,3.309799
S00660,L0033,T02,660,28.397513,,0.380864,355.354266,18.373954,149.708731,2117.981045,74.748114,69.306861,90.010906,5.261118
S00181,L0009,T01,181,19.523438,0.525058,0.498436,343.339537,16.798158,144.595969,2204.42547,74.056547,71.542406,89.943515,2.104559
S00656,L0032,T01,656,50.555224,0.764985,0.700078,273.206484,17.600276,138.352094,2034.559657,71.631163,64.960377,90.237056,5.855433
S00726,L0036,T01,726,64.532636,0.408724,0.722532,358.058777,14.504105,168.305239,2186.229924,74.191903,67.104708,89.840099,3.38928
S00304,L0015,T02,304,26.761259,0.196513,0.710713,321.024392,18.399069,128.116694,2027.371865,72.981381,67.117269,90.280018,3.768831
S00513,L0025,T01,513,36.56816,0.813048,0.356106,345.65838,21.301188,117.448427,1977.566917,73.997171,64.919001,89.556541,10.358836
S00728,L0036,T01,728,62.088444,0.19796,0.525093,404.39235,17.609251,153.214406,2114.978866,74.708267,64.490857,89.847613,4.523056
S00211,L0010,T02,211,31.011564,0.471341,0.41081,269.139715,15.577741,145.198708,2076.94942,77.031817,71.740338,89.845902,0.733187
S00296,L0014,T01,296,40.816296,0.430227,0.520519,304.241854,20.046111,132.934108,1987.990252,73.395702,63.199376,89.507609,6.808949
S00167,L0008,T01,167,44.266617,0.780318,0.487549,,23.400389,148.994601,2068.373048,72.945353,60.227483,89.818519,15.113905
S00580,L0029,T01,580,43.247291,0.607409,0.491172,323.77671,20.885121,174.420987,2212.198283,72.711871,63.452933,89.816911,8.8788
S00368,L0018,T01,368,33.391404,0.72098,0.584267,318.514207,14.295304,145.403917,2071.198353,71.924308,66.957618,89.751792,-2.688831
S00762,L0038,T02,762,32.786747,0.78253,0.662115,339.848072,20.64647,158.646589,2180.818746,73.523784,64.840907,89.930635,11.464374
S00029,L0001,T02,29,50.969202,0.846093,0.533834,300.108225,15.84502,139.111523,1988.014727,74.191781,70.688304,89.71677,1.870838
S00268,L0013,T01,268,52.058413,0.171424,0.636165,,21.78148,148.043673,2036.993898,76.236677,68.322043,89.45856,7.208207
S00069,L0003,T01,69,59.546312,0.533812,0.68201,285.737686,19.319871,162.989185,2088.480647,74.145239,63.546829,89.825707,8.115588
S00434,L0021,T01,434,36.35751,0.708562,0.400707,423.710913,14.007481,158.284651,2296.569009,75.389402,72.687378,90.185464,-3.375691
S00338,L0016,T01,338,61.298403,0.273883,0.44949,319.126485,17.196271,128.617517,1959.783415,73.330241,67.07335,89.827821,4.651839
S00763,L0038,T03,763,46.648064,0.529831,0.656617,261.671134,20.069915,144.935786,1980.597359,72.515793,63.316354,89.797187,5.63485
S00173,L0008,T01,173,24.453045,0.461532,0.632211,300.416075,18.008273,153.836216,2265.298783,74.219256,68.510443,90.055302,4.692078
S00730,L0036,T01,730,26.846207,0.830641,0.640044,330.676952,20.423906,162.457402,2131.611184,73.383514,65.890253,89.615646,7.97662
S00145,L0007,T01,145,47.248396,0.273237,0.475828,381.893501,16.189351,136.114452,2094.964166,75.073578,67.851209,89.432043,4.049434
S00058,L0002,T02,58,43.088972,0.228148,0.529751,362.655699,18.76391,165.193761,2219.977575,72.98001,66.203385,89.87832,5.730425
S00127,L0006,T02,127,19.6444,0.169095,0.56512,374.883357,16.484141,168.658744,2399.788329,73.203435,67.120082,89.616106,3.33759
S00475,L0023,T02,475,49.355667,0.4802,0.731847,328.41372,19.829732,136.111655,2055.034118,76.225117,67.546736,89.848661,6.757749
S00290,L0014,T01,290,23.535239,0.562254,0.479384,338.039135,18.576862,127.98127,2077.762526,76.178598,71.282221,89.599362,5.835477
S00027,L0001,T01,27,49.678301,0.461507,0.497243,311.248821,21.978867,169.339112,2206.213803,73.811991,63.83457,89.771236,7.615678
S00240,L0012,T01,240,22.826045,0.594113,0.430147,337.376182,16.942058,162.39,2250.708396,74.721925,68.496726,89.922472,2.931838
S00182,L0009,T01,182,18.120636,0.67,0.371004,366.743758,14.9205,149.596438,2208.310942,74.075796,70.880647,89.874927,-1.138264
S00212,L0010,T01,212,47.62197,0.690174,0.745885,300.827453,18.778189,139.41251,1956.391657,73.315037,65.306897,89.642264,5.794099
S00174,L0008,T01,174,47.839286,0.619732,0.618623,306.262289,20.624337,158.730391,2127.43175,74.563417,64.510967,89.842391,8.375934
S00179,L0008,T01,179,47.822298,0.638362,0.541528,364.511305,20.222024,152.030395,2129.666064,72.779859,62.345313,89.4207,7.604486
S00470,L0023,T01,470,47.809882,0.28548,0.586963,320.983084,16.587671,135.7922,1998.095492,68.671629,61.43121,89.660495,4.087131
S00585,L0029,T01,585,26.791782,0.666151,0.643126,280.789666,19.334292,138.852422,2025.151007,72.223586,65.988254,89.945717,5.607937
S00705,L0035,T01,705,27.343698,0.563803,0.734933,356.024931,17.86996,151.787372,2194.099298,75.224924,69.749909,89.940255,2.12865
S00755,L0037,T01,755,24.939319,0.193872,0.454337,322.178365,19.81397,134.771876,2098.990685,71.302883,66.855903,90.210601,3.994325
S00700,L0035,T02,700,19.855376,0.263214,0.455747,305.342423,18.712487,121.059634,2070.288713,73.670121,72.307058,90.077715,4.977109
S00734,L0036,T01,734,59.700302,0.266667,0.670031,335.028942,21.577197,157.46516,2115.660044,74.323323,64.072629,89.428239,10.39299
S00098,L0004,T02,98,46.934274,0.583866,0.463696,292.240242,22.148565,134.293951,2022.414934,74.494541,66.2236,90.059941,10.409927
S00666,L0033,T02,666,57.068002,0.774006,0.628983,301.004731,19.993441,130.400977,1844.54692,70.946477,60.994065,89.637462,11.466841
S00451,L0022,T01,451,23.10067,0.45805,0.486788,293.498598,24.190553,139.855768,2149.888669,74.217661,67.171195,89.666062,10.229799
S00387,L0019,T01,387,52.290159,0.393705,0.492495,388.44194,16.921046,161.524864,2191.462609,76.784518,70.212135,90.040213,3.375633
S00796,L0039,T01,796,49.965426,0.531153,0.639005,334.413393,21.128932,145.869378,2005.040799,72.558194,64.285939,89.751796,7.364005
S00283,L0014,T02,283,42.814109,0.837667,0.537946,280.495101,17.326035,108.897588,1841.778095,74.826824,68.792517,89.512439,3.150809
S00150,L0007,T01,150,41.05106,0.699006,0.554149,250.219131,22.106211,128.107001,1891.829625,73.287015,61.186282,89.542644,12.25466
S00578,L0028,T02,578,49.968259,0.613648,0.57638,290.86212,21.303219,142.509813,1980.764856,74.042466,62.942044,89.918235,10.043524
S00391,L0019,T02,391,31.378236,0.152728,0.368432,300.547166,14.502882,135.934305,2096.217254,72.045389,68.39172,89.914999,2.142454
S00685,L0034,T03,685,31.39042,0.70684,0.402558,257.761091,15.903129,138.4726,2023.923317,72.896411,69.43419,89.783864,-0.310503
S00472,L0023,T03,472,57.853014,0.519732,0.450221,349.380029,19.318428,140.898497,1964.278811,75.825322,66.815034,89.748567,7.585958
S00244,L0012,T01,244,,0.554301,0.682031,346.189228,17.001257,123.232137,1932.999533,72.274021,64.082165,89.711633,3.121484
S00531,L0026,T01,531,59.245718,0.1604,0.540479,301.935699,23.328352,134.509769,2012.634558,76.546844,66.100669,89.781063,8.558436
S00554,L0027,T01,554,63.334688,0.317519,0.720019,288.143658,18.992728,129.625359,1888.420199,72.95254,61.183895,89.78642,4.637865
S00349,L0017,T01,349,21.358459,0.673158,0.597008,294.355478,17.648988,162.692141,2183.843148,72.042881,68.096955,90.296123,3.203065
S00322,L0016,T01,322,19.896262,0.396701,0.641842,294.035559,21.616831,148.47649,2178.830863,73.925094,69.803251,90.188608,6.864865
S00299,L0014,T01,299,21.361427,0.468807,0.594056,318.997823,19.627149,123.595522,2078.144075,73.827089,69.184535,89.795731,5.456455
S00610,L0030,T02,610,32.263562,0.273799,0.675793,292.701898,20.875175,142.337131,2196.19162,72.892825,65.90006,89.766414,6.44721
S00068,L0003,T02,68,29.968961,0.768304,0.404374,336.325063,22.168109,161.08614,2226.88569,73.411224,64.845958,89.810338,12.918509
S00695,L0034,T03,695,59.517883,0.383391,0.638039,324.539274,19.131286,131.739879,1929.060122,72.88709,62.536529,89.956389,4.13335
S00087,L0004,T01,87,41.4831,0.528569,0.6299,310.916117,20.017379,148.809478,2119.033167,73.158918,65.367081,89.624006,7.628284
S00463,L0023,T02,463,20.373521,0.612,0.424463,312.618529,23.81894,160.997015,2263.929179,72.478821,65.769651,90.065853,11.636599
S00001,L0000,T02,1,55.685591,0.726682,0.610318,326.165455,18.555549,150.898877,1992.357745,74.642643,66.124445,89.770788,6.775544
S00109,L0005,T02,109,32.383721,0.438875,0.500322,261.991778,22.913236,143.138911,2035.736257,70.480888,62.405337,89.627169,8.212245
S00605,L0030,T02,605,,0.503643,0.711578,326.727371,19.694654,167.769883,2217.401877,75.517765,69.931039,89.85905,6.994053
S00515,L0025,T01,515,43.959219,0.845867,3.37952,338.449,24.465117,153.286783,2124.603188,72.285724,60.77305,89.803821,19.023466
S00525,L0026,T03,525,32.557077,0.803248,0.448429,349.795815,16.408756,147.910608,2107.262332,71.662456,67.917297,89.781616,3.32664
S00556,L0027,T02,556,54.139614,0.779408,,302.846446,18.421067,132.36207,1926.720392,74.342465,65.004865,90.042362,5.721151
S00390,L0019,T01,390,24.825225,0.279068,0.678075,376.094387,13.624592,157.485682,2342.636946,71.896886,69.269185,90.15611,0.413231
S00563,L0028,T03,563,,0.521722,0.714569,273.844433,22.49872,149.685292,2158.996908,72.015293,61.462359,90.064599,12.002
S00717,L0035,T01,717,24.279887,0.508709,0.439454,279.381634,20.346541,174.070506,2233.456483,74.876117,66.828125,89.660098,7.977405
S00076,L0003,T01,76,52.434185,0.408819,0.544499,303.126836,198.192,152.564459,2055.408981,76.237433,66.322504,89.970125,8.184895
S00397,L0019,T02,397,18.11113,0.779601,0.433944,249.754942,15.400025,149.524927,2109.400035,74.223775,74.653292,89.678025,-0.230007
S00465,L0023,T03,465,18.590103,0.634234,0.473411,354.787423,16.565002,151.336068,2296.194308,74.601106,71.923637,89.875543,1.779928
S00426,L0021,T02,426,34.81479,0.757563,0.730146,216.308889,18.9714,121.285245,1887.156342,75.804033,68.609254,89.661401,8.279084
S00587,L0029,T01,587,56.24146,0.674176,0.462896,330.911623,14.058698,140.64473,2001.084855,72.426055,67.554051,90.099755,-1.400877
S00540,L0027,T03,540,37.252981,0.835973,0.519799,357.200388,18.107101,148.339604,2076.383419,71.539579,67.445998,89.9814,6.803524
S00208,L0010,T03,208,33.771142,0.739338,0.553173,237.577547,17.820092,153.132599,2077.622769,70.883749,64.642879,89.715465,4.602697
S00411,L0020,T02,411,,0.847336,0.543522,310.235666,15.25559,157.488358,2216.819592,73.679242,72.923476,89.795664,-2.380867
S00743,L0037,T02,743,60.001585,0.187656,0.710304,331.535116,16.750154,150.551818,2077.310705,74.638603,67.277783,89.988939,6.812367
S00632,L0031,T02,632,50.975387,0.291698,0.435271,271.99329,13.912359,121.230389,1929.26689,70.561931,65.075453,90.026248,1.226374
S00298,L0014,T03,298,34.068469,0.646452,0.689165,344.302316,13.207615,139.594526,2133.25553,72.342915,67.231567,89.717402,-3.38833
S00119,L0005,T01,119,24.712952,0.499518,0.375141,254.709034,16.647898,147.544967,2173.622797,75.057722,70.795092,89.820859,1.301768
S00256,L0012,T01,256,20.838422,0.807872,0.516939,290.835741,21.927353,162.054923,2245.576413,73.809561,65.575642,89.659728,12.121951
S00153,L0007,T03,153,24.154464,0.396231,0.593492,343.071248,22.17828,172.129008,2317.412643,71.919219,65.016118,89.776683,7.494122
S00250,L0012,T01,250,55.78854,0.776042,0.617043,353.077599,19.225663,173.108338,2146.968964,75.084761,66.88179,89.517801,6.954462
S00393,L0019,T01,393,64.294839,0.269253,0.591876,317.028275,18.325388,147.607817,2037.140869,74.681735,64.600535,89.802267,4.377491
S00280,L0014,T02,280,44.591693,0.608384,0.635057,277.640244,22.119831,155.302979,2093.487232,69.622575,60.140145,89.468284,11.904377
S00213,L0010,T02,213,,0.765082,0.546723,319.868308,22.607898,151.893691,2032.015356,72.597895,60.469263,89.706809,14.886847
S00146,L0007,T01,146,19.546735,0.797544,0.560795,309.707786,19.874226,160.92267,2179.40502,72.257827,67.095361,89.831061,7.188045
S00626,L0031,T01,626,34.450706,0.712789,0.591381,361.126613,19.891266,147.669876,2177.710904,70.770737,62.190614,89.958649,7.843237
S00394,L0019,T01,394,36.702257,0.497348,0.534509,387.773377,20.317295,153.433045,2208.154326,75.174684,68.136112,90.022477,7.398344
S00055,L0002,T01,55,27.017722,0.802475,0.39509,327.961204,19.047984,165.540162,2212.24428,73.408616,66.430144,89.542678,7.874168
S00128,L0006,T02,128,40.033064,0.51619,0.428516,301.716184,22.327153,154.369589,2109.780894,76.668838,67.593347,89.881511,11.5877
S00196,L0009,T01,196,32.557401,0.502825,0.371027,330.982708,19.648404,138.255696,2093.365672,74.410375,68.580404,89.985501,7.646226
S00337,L0016,T01,337,58.45047,0.157052,0.591149,352.01363,13.112206,170.514801,2181.155041,75.63888,67.599142,90.053733,3.080289
