sample_id,lot_id,tool_id,sequence,oes_peak_ratio,endpoint_slope,rf_source_w,rf_bias_w,pressure_mtorr,gas_flow_sccm,esc_temp_c,chamber_age_runs,endpoint_time_s,cd_bias_nm,selectivity,overetch_risk
S00197,L0009,T01,197,1.035493,-0.044743,807.732655,198.596288,26.613919,112.389195,17.763632,47.039463,60.040964,-0.940459,4.470433,0.064716
S00153,L0007,T04,153,0.854981,-0.040433,852.971568,177.923164,26.506691,105.612944,17.415783,76.712052,64.331216,-1.972342,4.791202,0.090324
S00020,L0001,T01,20,1.026001,-0.047714,,201.424266,25.440744,96.19344,17.875135,71.139805,68.573546,-0.610911,3.698677,0.062965
S00048,L0002,T02,48,0.940401,-0.053058,794.905679,175.805303,27.644291,97.241316,17.444225,160.24485,69.097118,-1.149931,4.205572,0.080694
S00657,L0032,T01,657,1.093962,-0.044226,766.402681,201.609945,29.876203,95.758745,17.689542,,64.959952,-1.724986,3.289871,0.083459
S00319,L0015,T01,319,1.076131,-0.042912,815.257208,194.125814,31.359853,103.444271,17.800382,69.470075,65.961294,-1.317624,3.392601,0.07318
S00623,L0031,T02,623,0.967686,-0.052834,906.089507,209.147847,28.009886,106.418547,18.784167,172.852061,75.97379,-0.693809,3.607269,0.173489
S00545,L0027,T03,545,0.939687,-0.038503,841.055351,160.530966,25.617782,117.312803,18.289116,24.801741,63.12821,-1.786444,4.86684,0.085119
S00376,L0018,T02,376,0.995445,-0.013917,763.916051,196.668596,27.23885,111.044848,18.079477,45.205916,61.75074,-1.60044,4.066108,0.080184
S00346,L0017,T02,346,1.022214,-0.042181,785.736452,210.011281,28.548399,109.12818,15.206088,53.22897,63.802581,-0.337233,3.338037,0.053052
S00589,L0029,T01,589,0.915991,-0.051208,878.167956,201.507407,29.386065,1089.55236,18.130358,2.447669,64.70696,-0.628898,3.922174,0.058421
S00354,L0017,T02,354,0.900505,-0.048937,884.940998,213.520126,31.735694,108.60306,18.783565,70.135683,69.698947,0.02817,3.74653,0.060922
S00774,L0038,T02,774,0.982725,-0.047624,804.275669,154.967897,33.047068,95.913252,17.359593,103.300133,62.093087,-2.562797,5.322564,0.108804
S00428,L0021,T04,428,0.938475,-0.025174,895.906418,232.198501,25.350403,117.500218,17.112826,32.611268,62.130217,0.320464,2.683138,0.052758
S00628,L0031,T02,628,0.92086,-0.040831,882.997627,171.552924,28.929203,105.979944,18.194633,82.467097,65.606171,-2.638473,5.274246,0.111399
S00055,L0002,T01,55,1.22512,-0.068826,936.462864,178.51381,26.069308,95.354927,17.263141,24.24709,70.942876,-1.321189,4.599099,0.109471
S00372,L0018,T01,372,1.070683,-0.039071,837.448897,161.457242,31.306363,113.903217,20.266157,107.621446,67.62504,-1.622834,5.576993,0.080764
S00345,L0017,T03,345,1.137357,-0.044543,888.298146,171.327578,31.140411,108.120453,19.209689,135.066123,71.377253,-0.713359,5.394442,0.095891
S00422,L0021,T01,422,1.023607,-0.04294,869.120655,198.108955,28.128104,97.80024,17.458805,138.889785,70.3045,-0.797691,3.765533,0.085089
S00448,L0022,T02,448,1.180224,-0.042559,817.258932,182.057313,27.832262,104.340683,17.82975,67.079955,65.091884,-0.733595,4.890087,0.060469
S00751,L0037,T01,751,0.95971,-0.052408,873.78801,192.708921,26.746054,99.021892,16.32469,18.794312,68.539506,0.290646,4.185997,0.056394
S00294,L0014,T03,294,1.069884,-0.051299,862.236379,180.267757,29.553055,101.430012,20.131066,46.381673,67.654332,-3.80125,4.242796,0.118116
S00098,L0004,T04,98,1.06855,-0.036506,862.986238,201.68114,30.385186,105.91179,19.071065,177.102073,66.250366,-0.350369,3.776599,0.053284
S00110,L0005,T02,110,0.889729,-0.034801,884.614765,173.756425,26.58666,113.319524,15.831587,158.097589,69.940227,-1.08227,4.652,0.088655
S00404,L0020,T01,404,1.056961,-0.043452,857.715672,180.862834,28.405301,113.506312,16.766574,88.774637,67.586705,-1.827025,4.473128,0.086232
S00232,L0011,T01,232,,-0.041099,759.908578,192.112433,29.88621,118.695937,17.731358,129.701697,66.865046,-1.212182,4.763231,0.070716
S00224,L0011,T01,224,0.864148,-0.031755,848.174783,197.866353,26.008424,106.600548,17.096135,32.775623,62.370496,-1.481756,4.008151,0.077173
S00514,L0025,T04,514,0.96997,-0.030104,849.11213,195.381359,27.672529,108.850769,19.664072,161.76656,71.421754,0.756769,4.302381,0.097804
S00088,L0004,T03,88,1.03496,-0.049129,841.998713,188.795607,29.411434,100.419206,16.443266,58.390167,63.534331,-2.699356,4.231268,0.113525
S00396,L0019,T01,396,0.906796,-0.048207,776.490849,201.929905,30.593428,102.142413,17.687543,154.587871,68.644031,-1.170689,4.039336,0.076304
S00209,L0010,T01,209,1.007392,-0.039851,848.49968,194.440049,23.477383,95.839835,17.624753,115.337624,72.019266,1.601284,3.996637,0.137447
S00582,L0029,T02,582,0.990738,-0.064111,917.405686,180.791983,31.935894,104.69991,17.306637,49.257401,71.02521,-0.795818,4.437386,0.093835
S00701,L0035,T01,701,1.101035,-0.044326,840.632926,171.336841,30.548538,111.520212,17.146856,176.886928,72.478992,-2.375594,4.933582,0.182919
S00164,L0008,T03,164,1.048809,-0.041063,876.728669,198.548931,30.812681,110.739174,17.516847,104.062263,70.132351,-0.048911,3.720414,0.065191
S00689,L0034,T01,689,1.028083,-0.044021,877.296217,176.037605,30.056838,98.67071,18.208543,57.555318,64.37059,-2.521831,4.415566,0.107421
S00546,L0027,T01,546,0.994425,-0.060828,827.573738,181.189318,27.618176,113.665249,16.531954,69.433634,65.71548,-1.498214,5.139839,0.077585
S00300,L0015,T01,300,1.050893,-0.055558,936.166893,186.854515,26.944799,104.820269,17.300396,13.504708,66.279573,-0.148423,4.573733,0.049829
S00236,L0011,T01,236,1.074196,-0.048514,852.02419,225.158133,27.648051,109.430376,16.046543,100.740906,70.662023,-0.12724,2.674769,0.072014
S00146,L0007,T01,146,1.063643,-0.029641,925.244659,204.826893,31.053188,99.998658,15.565768,161.083614,67.272698,-0.207391,3.720862,0.050815
S00630,L0031,T02,630,0.8998,-0.025161,773.894074,170.769989,24.829459,110.026449,19.027047,69.142196,63.898647,-0.93471,5.169013,0.064594
S00130,L0006,T04,130,0.993726,-0.055373,782.888271,207.431786,26.789775,113.268366,18.58949,9.169498,58.148765,-2.166103,3.899839,0.096054
S00721,L0036,T01,721,0.897921,-0.025291,792.776086,197.549171,,104.441914,19.457732,10.293094,63.501049,-1.588726,4.165683,0.079882
S00533,L0026,T01,533,0.88342,-0.040415,868.670283,200.527115,28.961246,103.974244,16.674431,164.81983,67.245432,-1.591508,3.926208,0.079954
S00042,L0002,T01,42,1.104818,-0.047604,859.629224,151.141209,31.992971,90.577269,18.097201,26.502726,60.736196,-2.385419,5.563092,0.102928
S00251,L0012,T01,251,0.94145,-0.049978,782.044558,239.174363,25.822264,108.717964,18.487516,108.442262,64.57571,-0.559974,2.723947,0.057108
S00527,L0026,T01,527,0.994813,-0.03357,862.708529,148.237356,29.22703,105.273406,18.259393,162.844084,71.449099,-1.243523,5.794803,0.114315
S00158,L0007,T01,158,0.91798,-0.050356,796.912459,193.148956,29.91656,108.100293,17.810999,116.609417,66.179412,1.051691,4.77224,0.067113
S00316,L0015,T01,316,1.14894,-0.025846,845.995941,180.316086,28.821673,98.391296,17.751253,179.479841,66.265279,-0.429036,4.661079,0.05469
S00267,L0013,T04,267,1.008557,-0.035362,851.107384,176.985448,23.578393,108.129142,18.814002,13.153807,59.744105,-2.69029,4.837352,0.113207
S00602,L0030,T03,602,1.087081,-0.063481,911.53122,161.608271,30.989476,116.313641,19.172685,123.405758,71.839786,-1.39636,6.112864,0.126164
S00099,L0004,T02,99,0.956282,-0.041604,856.982351,202.418855,28.172691,105.805742,20.84451,96.029217,65.840008,-0.352928,3.600894,0.053329
S00742,L0037,T02,742,0.982672,-0.047636,877.632554,228.445769,24.036026,107.732318,17.286493,159.381172,64.284338,0.018272,3.28331,0.047716
S00612,L0030,T01,612,0.990579,-0.039259,901.957488,183.184231,35.991064,85.533719,19.720757,123.232226,56.381584,-2.313591,4.001263,0.10063
S00192,L0009,T01,192,0.96505,-0.065045,898.030715,207.744935,30.654825,108.475187,17.664578,144.593526,68.380335,0.19685,4.105938,0.053451
S00643,L0032,T04,643,0.962814,-0.031455,783.907141,192.866344,29.316831,113.08264,18.540813,18.736414,56.356042,-1.325266,4.200962,0.073362
S00704,L0035,T02,704,1.060061,-0.055916,915.752632,190.715584,34.351501,109.630436,17.813402,165.62815,76.006927,0.162517,4.540482,0.149049
S00694,L0034,T02,694,1.052269,-0.053201,876.539073,204.314168,26.704768,103.727105,18.02658,1.456085,63.453792,-1.337683,3.632137,0.073658
S00155,L0007,T02,155,1.127358,-0.051614,838.959827,182.46583,27.622192,95.72998,17.837454,127.542142,71.902802,-1.217919,3.79114,0.120436
S00037,L0001,T04,37,0.973707,-0.038303,876.230021,210.937558,24.529177,104.213293,19.05579,95.053822,70.386408,-0.911943,3.576673,0.089247
S00286,L0014,T03,286,1.047678,-0.0451,785.398632,179.691164,25.747042,101.031929,18.357034,124.786408,66.190487,-1.310738,4.94592,0.073017
S00654,L0032,T04,654,0.986896,-0.073636,892.221153,162.55741,26.15018,101.436082,16.798686,133.538778,69.682112,-2.785308,5.315763,0.145191
S00616,L0030,T01,616,1.034294,-0.038741,899.405437,159.480699,29.901257,110.660868,15.757126,114.664412,70.036516,-1.560983,5.716075,0.104502
S00307,L0015,T04,307,0.975861,-0.056705,823.457941,,26.776647,106.246595,18.151875,150.199859,68.822826,-0.602803,4.314761,0.065034
S00685,L0034,T01,685,1.110825,-0.045583,915.389221,148.629954,24.180003,106.929629,17.488687,91.636791,67.277659,-3.012756,5.65308,0.125041
S00125,L0006,T02,125,1.001873,-0.040066,821.011047,157.263805,26.048099,102.216728,,21.082676,65.109792,-1.676452,4.846701,0.082169
S00290,L0014,T01,290,0.894985,-0.061499,941.422546,208.033665,29.766126,107.444885,18.65549,78.442032,70.657251,0.478073,4.147572,0.08061
S00108,L0005,T02,108,1.020336,-0.035041,823.317205,181.016601,33.113642,102.605868,17.715147,69.561351,64.912507,-1.667287,5.108809,0.081927
S00679,L0033,T01,679,0.901179,-0.039805,939.511043,173.020301,33.658087,106.893885,19.097695,25.441491,67.070142,-1.312223,4.17796,0.073052
S00571,L0028,T01,571,0.97646,-0.0519,800.080165,176.05201,31.101673,99.295539,16.806297,120.365904,67.752907,-1.310912,4.535942,0.073021
S00708,L0035,T02,708,0.997752,-0.036499,777.066489,211.491237,22.234083,106.294322,18.344028,36.688745,61.172049,-0.759723,3.60268,0.060991
S00003,L0000,T01,3,1.100827,-0.028813,946.875855,216.145856,27.79745,114.312389,17.931234,157.448527,71.121618,1.066935,3.630037,0.103555
S00427,L0021,T01,427,1.098696,-0.077658,820.717554,153.143017,31.644135,113.4128,19.776344,147.181988,69.925024,-1.56788,5.254988,0.10317
S00046,L0002,T01,46,1.015629,-0.047307,846.704029,206.28749,32.286085,105.001084,16.184697,119.891771,65.700538,0.67806,3.472831,0.059375
S00370,L0018,T03,370,1.026655,-0.060486,818.187255,166.518999,27.481943,96.210462,16.607786,42.756821,64.992456,-2.357481,4.663004,0.102029
S00586,L0029,T01,586,1.121425,-0.059453,832.481567,162.011574,30.423701,105.92136,15.646481,166.623007,70.11449,0.34962,5.061519,0.071727
S00665,L0033,T04,665,1.175167,-0.051412,766.188739,211.463988,28.986467,99.606706,17.560956,52.798138,60.94117,-2.990746,3.998678,0.124201
S00416,L0020,T02,416,0.882811,-0.04692,867.90686,169.560319,24.546072,96.479923,17.545859,175.709912,71.435717,-1.196847,4.804538,0.112471
S00517,L0025,T01,517,0.89321,-0.03078,848.187188,185.853797,25.488481,111.342042,18.385601,139.25098,63.325369,-1.863589,3.963159,0.087245
S00668,L0033,T01,668,0.925532,-0.053454,860.093235,208.068011,26.05621,97.940484,18.332745,121.558718,72.513678,0.632977,3.633407,0.10896
S00460,L0023,T01,460,1.056107,-0.041126,781.035941,223.343849,27.714016,89.3159,19.495287,162.792846,68.779737,0.122898,2.985869,0.055199
S00388,L0019,T01,388,1.050594,-0.04804,940.891108,179.775313,33.836798,98.134953,20.647167,89.461461,73.027309,-0.46183,4.2003,0.110636
S00561,L0028,T01,561,1.014608,-0.054967,916.280718,194.580041,25.748998,111.550015,20.008058,99.31223,65.647435,-0.736459,4.472366,0.060526
S00073,L0003,T01,73,1.012589,-0.031138,847.036239,186.939546,31.853254,110.237126,19.422788,172.722299,68.754327,0.29143,4.111886,0.058148
S00476,L0023,T04,476,0.87157,-0.054795,738.437592,177.320244,29.161747,94.484293,17.510659,53.660617,62.157111,-1.915013,4.232749,0.088689
S00333,L0016,T02,333,0.964563,-0.03085,806.673257,160.092946,31.919129,112.61899,19.585926,85.576336,66.69747,-2.075897,5.781827,0.093347
S00107,L0005,T01,107,0.966592,-0.041626,868.02517,184.020561,26.627481,115.122328,17.163194,35.872152,67.790283,-0.660609,5.123467,0.059034
S00569,L0028,T04,569,0.9823,-0.007453,919.940812,197.50624,30.328484,106.654423,17.116193,73.662531,66.299947,-1.510814,4.002269,0.077901
S00050,L0002,T01,50,1.043492,-0.046704,806.18078,187.187806,26.506792,90.438338,15.25956,85.708577,62.563134,-1.531816,4.137714,0.078431
S00247,L0012,T02,247,1.004493,-0.019662,815.922212,218.305395,29.743366,97.912836,17.581632,71.713917,64.173719,-2.071313,3.116652,0.093211
S00226,L0011,T01,226,0.950899,-0.050245,847.140532,153.94356,27.789984,111.994314,18.800996,104.647578,67.813837,-1.459739,5.630987,0.076626
S00287,L0014,T01,287,1.10782,-0.051361,925.464497,202.831147,25.326373,98.035717,17.401447,54.504253,68.472708,-0.89214,3.674897,0.068062
S00341,L0017,T01,341,0.922572,-0.0559,732.57873,158.722574,30.944652,110.91697,17.964207,45.049988,62.576219,-3.425648,5.361904,0.141727
S00012,L0000,T01,12,0.968767,-0.075321,800.563978,160.135816,28.284703,104.212326,19.295435,35.605153,63.28713,-3.082045,5.289359,0.127718
S00270,L0013,T01,270,1.070368,-0.051768,832.811374,231.248728,24.203106,95.712515,17.604192,18.005757,62.544837,-0.92208,2.95724,0.064328
S00391,L0019,T01,391,1.074427,-0.042144,901.010839,189.249591,25.334573,109.741742,15.643376,119.599205,64.794628,-2.75978,4.59799,0.115671
S00320,L0016,T03,320,0.918161,-0.055035,770.115578,174.525483,26.514391,109.805859,18.293005,4.812396,61.066223,-2.286016,4.999892,0.09976
S00551,L0027,T02,551,0.961159,-0.046256,935.35215,166.946651,25.825092,105.983006,19.943626,65.397758,64.815578,-2.402789,5.462069,0.103491
S00150,L0007,T02,150,0.920588,-0.039968,830.07815,165.004695,26.981208,111.061871,15.706839,1.942283,61.085353,-1.572573,5.343337,0.079468
S00001,L0000,T01,1,0.992078,-0.033781,797.841822,200.664388,22.249473,108.886014,19.360051,124.961518,62.955674,-1.358404,3.696229,0.074154
S00638,L0031,T01,638,0.966734,-0.047077,876.368977,199.53445,31.949567,101.183571,17.795921,103.977982,68.689163,-0.833203,4.230718,0.068817
S00463,L0023,T03,463,1.048314,-0.03202,758.76896,193.136951,28.474221,102.318667,19.285215,175.141817,64.940371,-0.775247,3.888679,0.061303
S00640,L0032,T01,640,1.079941,-0.032599,936.062662,191.877193,30.595953,125.923487,15.989922,136.405398,76.289306,0.476896,4.51011,0.169427
S00185,L0009,T01,185,1.063784,-0.030159,1006.638675,142.141894,29.074016,101.424487,16.913102,45.469756,64.555006,-3.780302,6.100699,0.157507
S00470,L0023,T02,470,0.886091,-0.036771,789.664462,168.62509,27.001568,108.002009,17.935402,34.174791,60.26712,-3.401046,4.482037,0.140682
S00077,L0003,T01,77,1.032938,-0.049625,903.901803,212.980392,29.249366,105.545619,18.913783,157.099066,71.882154,0.151951,3.891971,0.085921
S00028,L0001,T02,28,0.934526,-0.023149,918.04793,182.74935,25.615317,102.100141,16.112556,29.986204,67.436099,-1.247222,4.432934,0.071527
S00465,L0023,T01,465,1.139249,-0.054382,813.341717,,24.342933,110.450379,18.326377,168.224935,53.584455,0.560821,4.224393,0.057124
S00625,L0031,T01,625,1.002935,-0.026852,869.691091,162.334498,31.058986,107.717462,17.383136,21.784843,62.505552,-2.438341,5.335846,0.104651
S00429,L0021,T01,429,0.941009,-0.032531,879.447283,159.279602,27.383428,91.505612,18.302981,54.038815,68.298377,-1.548215,5.270731,0.082159
S00390,L0019,T02,390,,-0.057168,871.61713,204.841061,26.155796,104.318059,16.575661,59.092826,71.18321,0.881884,3.845198,0.098513
S00268,L0013,T01,268,1.053246,-0.039104,806.308955,203.537065,31.344951,109.001504,19.092962,158.012509,72.052209,-0.058298,3.53382,0.085351
S00681,L0034,T01,681,1.078515,-0.051482,907.034736,180.960527,27.619268,100.959883,,58.762933,66.158318,-1.765433,4.321191,0.084548
S00264,L0013,T01,264,1.238424,-0.047328,884.213898,186.509806,24.462442,105.477672,17.184409,62.597772,63.774624,-0.79851,3.849138,0.061773
S00176,L0008,T03,176,1.004542,-0.003596,860.404187,158.834553,24.720961,97.843156,19.097734,41.986543,60.813165,-3.642613,5.373975,0.151217
S00776,L0038,T01,776,0.934507,-0.051797,923.113549,161.022213,28.669117,116.264433,17.238285,69.698698,67.886748,-1.359652,5.344915,0.074184
S00032,L0001,T01,32,0.98682,-0.063928,884.054191,218.861722,28.961317,110.12689,17.848025,96.376202,66.538641,-0.059357,3.389009,0.048373
S00743,L0037,T02,743,1.023102,-0.047961,915.000919,205.611739,27.349983,86.374558,17.621812,97.545811,68.522188,-0.420989,3.434682,0.058727
S00277,L0013,T01,277,0.886506,-0.056842,849.209374,202.588807,27.32557,110.89772,17.583419,56.729218,61.58244,-2.711992,4.211751,0.113971
S00140,L0007,T01,140,0.931466,-0.049866,829.331254,171.380785,28.343234,110.76277,17.935632,41.405209,62.134252,-1.793875,5.552034,0.085322
S00183,L0009,T01,183,0.954255,-0.026323,818.638132,178.226496,22.161008,100.93657,18.118045,107.282156,65.438556,0.088463,4.635217,0.048844
S00348,L0017,T02,348,1.011212,-0.053446,762.13624,197.591739,23.641372,120.958987,17.126685,109.822885,61.468222,-1.245072,4.940289,0.071477
S00106,L0005,T01,106,0.852466,-0.039217,812.095546,189.427962,29.294405,110.346285,18.199403,41.183074,65.207284,-1.086658,4.808793,0.067883
S00104,L0005,T01,104,0.922348,-0.045149,853.336822,172.480426,26.643565,,17.786333,18.693654,62.72115,-1.433009,5.10234,0.075967
S00772,L0038,T01,772,1.028055,-0.038797,822.869981,188.750405,28.088898,100.25313,20.169112,77.004702,62.245222,-1.401923,4.473673,0.075207
S00047,L0002,T01,47,1.013277,-0.033525,829.230439,200.550546,25.926002,104.278007,19.026884,173.468923,68.52856,-1.054675,4.148307,0.07232
S00522,L0026,T01,522,0.979569,-0.030384,835.593115,174.197408,25.174721,106.846799,19.954532,157.381326,68.955426,-0.915872,4.821259,0.073364
S00166,L0008,T01,166,0.956663,-0.057741,869.002614,189.476082,28.822261,95.522522,19.831551,166.044324,71.985887,0.335748,3.966628,0.092406
S00312,L0015,T02,312,0.911566,-0.043615,914.017465,252.266791,32.460937,112.848292,18.648423,90.988738,71.62717,3.263493,2.267647,0.211868
S00598,L0029,T01,598,0.948255,-0.040001,904.782499,211.427624,31.666446,104.478775,17.16634,50.89547,64.427,1.155704,3.959283,0.069428
S00600,L0030,T01,600,4.09778,-0.05564,,188.381076,27.155711,102.401952,15.548836,87.726147,71.789981,-1.654723,4.43025,0.135597
S00072,L0003,T02,72,1.036078,-0.039616,705.496247,177.80359,26.677025,102.178253,17.136861,72.215439,60.492895,-1.601792,4.625541,0.080219
S00413,L0020,T04,413,1.044099,-0.040295,845.540896,182.354061,31.10465,104.381156,17.361219,175.50767,72.009083,0.422061,4.607733,0.09527
S00784,L0039,T03,784,0.985015,-0.058369,891.566796,,32.631331,,16.140472,74.8556,67.901592,-0.648275,4.351852,0.058795
S00567,L0028,T02,567,0.99692,-0.040606,964.748826,164.474085,28.337866,94.799723,18.377999,122.814742,72.645048,-0.665208,5.214247,0.112005
S00478,L0023,T02,478,1.047009,-0.051573,903.545354,208.846086,32.422399,108.105972,17.908897,159.838861,71.573695,-0.749844,3.468653,0.099616
S00507,L0025,T04,507,1.029755,-0.036845,872.009374,189.132284,26.965313,96.891096,17.378191,105.726413,66.727162,-0.624457,4.670363,0.058335
S00187,L0009,T01,187,0.987514,-0.039698,769.436777,214.426569,31.743529,105.539696,17.012205,127.015498,71.563992,-0.42856,3.327388,0.089855
S00069,L0003,T02,69,0.946153,-0.031366,812.557696,184.693913,32.015707,109.122955,18.340438,152.889415,69.407734,0.941294,4.393682,0.078755
S00516,L0025,T01,516,1.063109,-0.05571,853.095363,210.372881,24.903266,96.802191,16.46467,42.479532,65.764617,-1.467367,3.147258,0.076816
S00758,L0037,T01,758,1.036335,-0.047029,861.583782,221.961371,27.079937,112.295373,20.929318,,64.873778,0.243401,3.686044,0.051426
S00090,L0004,T01,90,1.037591,-0.042868,908.850282,220.834525,30.94724,100.394192,15.857224,128.722413,70.969933,0.247368,3.150816,0.078137
S00601,L0030,T03,601,1.1287,-0.032485,872.065867,208.767282,,124.790438,18.72481,166.963785,69.023371,1.197435,3.562399,0.081108
S00461,L0023,T01,461,1.106038,-0.033223,917.05946,162.348805,31.442877,122.130143,19.667844,46.541812,67.634595,-0.928592,5.808887,0.064465
S00473,L0023,T04,473,1.046783,-0.038348,839.170376,197.724997,28.115297,111.86475,17.495618,50.351979,67.110677,-1.50797,3.148906,0.077829
S00618,L0030,T01,618,1.042587,-0.051568,949.868729,177.146565,25.717692,109.979596,18.674667,91.410151,71.813949,0.057808,4.629308,0.082589
S00258,L0012,T04,258,0.870166,-0.050046,909.727166,197.955807,30.43188,102.766827,16.554615,65.469176,62.995046,-1.627549,4.034945,0.080887
S00238,L0011,T01,238,1.00543,-0.060166,915.420035,156.462883,23.088455,128.965884,16.604955,8.79198,56.507087,-3.030034,4.67457,0.125704
S00350,L0017,T04,350,0.791621,-0.056649,880.20697,199.551825,26.489386,97.434445,17.595119,2.331881,66.91696,-0.875263,3.925327,0.063349
S00717,L0035,T01,717,0.977204,-0.044132,798.632128,186.109406,27.554207,109.229801,17.335926,57.593803,61.573739,-1.844056,4.398125,0.086702
S00178,L0008,T01,178,0.991711,-0.060083,785.05277,167.034833,28.460769,92.270901,15.950672,39.581842,61.630134,-1.748189,5.220551,0.084082
S00587,L0029,T01,587,1.012186,-0.048738,801.407543,165.142611,32.864555,97.124792,18.256036,169.676913,66.120639,0.492686,4.88916,0.055853
S00310,L0015,T01,310,1.095243,-0.031971,825.158643,165.742044,31.667891,94.772459,19.34426,157.13947,66.552837,-1.709869,5.656554,0.083055
S00420,L0021,T01,420,0.964002,-0.062772,906.270351,219.501228,27.481687,97.590581,17.65375,97.813485,71.333413,1.33932,3.223485,0.115963
S00550,L0027,T01,550,1.017428,-0.043377,837.365399,196.698143,29.559484,106.607383,19.646173,36.217593,62.933409,0.057974,3.949032,0.048351
S00206,L0010,T01,206,1.094696,-0.035578,859.66728,167.578806,28.180886,103.152109,17.631719,0.052482,61.239555,-1.178764,5.056354,0.069952
S00440,L0022,T02,440,1.039483,-0.045816,812.743669,203.127864,29.604024,104.837292,16.150007,141.975691,66.794307,-1.851381,4.007462,0.086906
S00097,L0004,T01,97,1.030548,-0.041427,837.810972,187.376851,29.989616,100.785165,19.578209,68.588447,64.154771,-0.530513,4.387734,0.056555
S00775,L0038,T02,775,1.068065,-0.058204,893.359147,156.415787,24.583334,101.697409,18.765145,7.534185,63.460172,-1.802026,5.237496,0.085545
S00085,L0004,T02,85,0.929676,-0.056109,832.222685,204.278469,27.901216,98.864273,17.069594,80.377729,66.25286,-0.546204,3.777568,0.056849
S00659,L0032,T02,659,0.910844,-0.049048,866.990526,201.672091,25.082986,108.179241,,115.481764,69.197879,-0.010255,4.205397,0.056427
S00691,L0034,T03,691,1.08558,-0.067461,850.602871,196.925003,33.166705,97.43601,17.92984,145.584358,64.542772,-1.211228,3.889684,0.070694
S00378,L0018,T03,378,0.951862,-0.033543,740.241871,213.066754,33.854868,104.374062,20.118583,33.501165,57.593862,-1.143496,3.516835,0.069153
S00335,L0016,T04,335,1.063114,-0.032497,814.914578,214.774096,30.745736,92.77795,17.639177,122.404488,62.112197,-0.92686,3.346255,0.064429
S00697,L0034,T02,697,1.035391,-0.04098,800.802925,203.129479,27.731356,102.131741,16.094288,44.70683,65.155696,-2.060008,3.752959,0.092877
S00094,L0004,T03,94,1.08856,-0.057287,848.798693,234.263242,21.322352,108.263963,15.138286,152.75974,69.184234,0.440203,2.741245,0.06487
S00357,L0017,T01,357,0.967424,-0.031864,881.473148,189.820754,24.168532,101.536581,17.332294,99.046455,69.403705,-0.671983,4.380653,0.072141
S00013,L0000,T01,13,1.027939,-0.046353,851.623145,179.493682,23.983741,104.801645,17.776455,104.707483,69.258985,0.695052,4.532421,0.071234
S00152,L0007,T02,152,0.933665,-0.034811,803.245987,194.904293,29.652643,117.507825,18.749301,138.359097,67.359213,-0.800132,3.67118,0.061806
S00650,L0032,T01,650,1.017838,-0.057403,741.129834,197.870114,28.718111,120.487642,17.586306,88.758633,61.308032,-1.239613,4.171819,0.07135
S00506,L0025,T03,506,0.92274,-0.047393,907.453165,202.794586,24.035156,92.137276,17.963452,15.173793,64.362687,-1.249194,3.591979,0.071572
S00374,L0018,T01,374,0.946051,-0.029394,795.98949,187.474897,30.099243,116.342517,18.147984,155.52573,73.847943,0.998962,4.436189,0.145148
S00330,L0016,T01,330,1.085701,-0.042029,916.701344,162.462324,28.368258,100.62178,16.73824,28.241186,66.725198,-2.218783,5.557977,0.097666
S00645,L0032,T01,645,0.933136,-0.055455,793.276013,163.762419,25.750018,102.675556,15.796953,63.344202,64.978386,-1.656541,5.330245,0.081644
